"DistC_10w_B4" "DistC_10w_C1" "DistC_10w_F6" "DistC_12w_A4" "DistC_12w_B1" "DistC_12w_E3" "DistC_14w_A3" "DistC_14w_C3" "DistC_14w_E4" "DistC_6w_A2" "DistC_6w_B2" "DistC_6w_F7" "DistC_6w_G3" "DistC_6w_G4" "DistC_6w_G5" "DistC_8w_B3" "DistC_8w_C2" "DistC_8w_D4"
"Isy1" 14.73149 17.629393 23.235893 16.138964 19.1296113432 13.923857 11.5854309 8.248326 8.533241 14.2781 18.3074814 19.7358443 21.413351 20.97705 18.432502 17.627319 25.622045 15.809384819
"Isyna1" 85.639124 87.90005 240.579215 51.952532 45.731877 74.752941 90.0915 14.392568 21.988546 110.844204 116.520158 139.989743 87.656174 102.272846 114.390157 130.170991 81.693469 137.26646
"Itch" 16.8822452 14.2218765 24.5759104 14.9829679 15.711933 23.6500444 33.9681828 2.9158003 4.9807117 38.347718 39.8333401 38.5259044 31.8343362 36.1565725 37.2731638 47.151567 27.7207312 43.5649928
"Itfg1" 52.3380011 38.3267353 48.6336 30.3044148 35.7893297 43.1982564 47.6299903 21.4104245 29.5089084 54.6322442 60.0838107 56.7407525 39.7287192 45.9369118 49.4665475 56.7436371 44.3936595 61.4039773
"Itfg2" 5.7233491 6.2825507 10.4776313 5.604584 5.4340262 7.4760016 6.9388944 1.4398495 5.4739565 9.414955 9.7960068 9.1679127 11.0743694 10.3218873 8.6516035 10.3234609 7.2645856 7.0703619
"Itga1" 1.0785907 1.5304598 5.0808568 1.52727 1.7410276 2.7214077 6.491531 0.4322289 0.5780329 11.3299691 9.2876101 8.2458561 7.146201 8.7139779 9.9130767 9.1924471 3.30643899 4.641446
"Itga10" 0.06484458 0.047666719 0.02265911 0.100006 0.06074042 0.16379668 0.0704376 0.23517128 0.11352096 0.1437912 0.07170509 0.0728765 0.1330751 0.18804756 0.0455156 0.09167866 0.1133082 0.06776269
"Itga11" 0.0460359 0.0687851 0.329411 0.227948 0.136917 0.196628 0.722904 0 0.0245445 1.32598 1.2234414 1.37789 0.923364 1.783589 1.50305 1.17812 0.459731 0.42224
"Itga2" 1.15544 0.588246 1.60731 0.770191 0.948014 1.34204 2.204141 0.388092 0.646567 2.89923 4.08904 3.552898 2.10744 3.55855 3.81498 3.45959 1.89143 4.38276
"Itga2b" 1.1279946 0.9902152 0.5908875 1.4367737 1.7610918 0.7334358 0.8633672 0.40049113 0.6295688 0.922043 0.7722414 1.1002759 1.490557 1.4394978 2.8026784 2.3442883 0.7840369 0.572037
"Itga3" 20.8406 18.466331 57.614124 15.0932553 13.677383 20.722191 31.354303 1.760674 4.25485 34.255475 42.72149 46.012169 38.724008 49.0780102 46.756396 37.78852 33.108141 48.448815
"Itga4" 2.5884162 1.5140736 1.9469665 1.1426514 1.9759134 2.8055452 2.7147484 0.728581 0.564932 3.2697375 2.813398 2.56999 1.5544135 3.0498734 2.4203357 3.6836058 2.9446304 1.63181
"Itga5" 3.404449 5.493727 13.4141848 4.67112 6.14841 7.66236 13.6357568 1.09293 1.53826 31.0287 18.9918 16.860142 17.7018492 26.7898213 19.37143 17.5909 10.9909 9.86865
"Itga6" 49.552061565587 42.0556544 97.249027 31.9447717 32.799526 55.476534 79.80952 8.588943 13.141686 88.815318 94.31236 89.866794 77.9104430728822 85.22934 90.103651 103.13812 54.43556 105.943566
"Itga7" 0.5748672 1.540851 2.3389336 2.2105 2.0165175 3.51244 6.262999 0.858897 0.67310533 7.625637 8.0593092 6.580017 8.554462 6.6972052 9.730993 5.9651473 3.3010173 2.5045993
"Itga8" 0.13931689876 0.664327 1.3591963 0.7913401 0.568157 0.9930498 2.50988 0.0854392 0.1171331 3.1631023 3.06558 2.98673 2.7081005 3.1131859 4.0350523 3.99184 1.1988755 1.0848719
"Itga9" 1.29044 2.7570496 4.86281 1.8747543 2.049563 3.3301 5.740249399336 0.3950305 0.4478804 9.971662 6.59366984 7.833806 6.6405 8.636341 9.130646 8.58828 4.912958 3.1363358
"Itgad" 0.0846364 0.0814879 0.1021823 0.0200646 0.1832679 0.147986 0.3230345 0.226956 0.00646348 0.01221 0.0480089 0.0250153 0.0669758 0.680291 0.0305266 0.0951923 0.1098824 0.0516965
"Itgae" 2.31968 2.1632961 2.978264 2.328338 2.399619 2.656548 3.88331 1.30426 1.04062 4.78761 2.3216455 5.24071 2.713328 4.027458 3.5348256 4.393067 4.272013 3.29565
"Itgal" 5.077234 3.9724 5.30484 1.994185 3.131401 4.526087 3.1642325 1.051101796 1.5846928 3.57868746573 2.8159601 3.892538 2.068411 3.12798000143214 2.9238358 5.167347 7.28559200011969 3.3865556
"Itgam" 2.384338 0.945093 1.539402 2.0103894 0.596835 1.936872 2.34169 0.522242086 0.6007497953 4.22387 2.87105 3.033015 1.557279084 2.91174 2.500266 2.651043439 3.54432532951 1.09009
"Itgav" 16.2194342 5.3869725 18.6875267 6.004507290791 7.258007612576 8.00442000825044 14.7401499184 4.5516364 6.0807507 21.570492 22.5882337 23.240276 13.48057 23.3924474 20.3034466 22.202197629 16.298070004021 18.4251065001121
"Itgax" 2.42495 2.215548 3.5234697 1.8772302 2.238164 2.9020714 5.37399 1.145603 1.1153561 5.789 3.9071 5.29155 3.931576 5.57546 5.36259 6.10085 5.581231 3.65739
"Itgb1" 63.034453 52.7287199 112.447796 42.357258 40.872803 63.208498 128.972932 14.2537 25.4159 167.53694 164.805978 158.472 128.233941 161.8077 148.734546 154.549396 77.123617 109.917
"Itgb1bp1" 58.715285 38.465798 27.413225 39.980908 41.889511 29.96794 23.016639 72.523261 70.304169 23.77724 20.3414926 21.723184 23.58079 19.47898 18.81441 20.119036 26.53455 16.7535204
"Itgb2" 13.434113 9.595537 9.559174 5.1361716 7.154414 9.19942 9.701522 2.2556544 3.825920031436 12.34557 7.214397 10.985155 6.142126 11.71451 8.41955 12.8086 21.7097774 6.63602
"Itgb2l" 0.649081 0.364976 0.648252 0.843243 1.250598 0.784481 0.19277788 0.1044631 0.06773378 0.267133 0.140804 0.1506905 0.43168 0.425014 0.183123 0.74967100125456 0.739141 0.673576
"Itgb3" 1.09780747724 1.497847 3.194628 1.5772316 1.50403 2.186334 4.83211 0.294961 0.292595 6.42485 5.14824 5.091054 6.675808 7.150654 6.954519 5.44638 3.2524572 2.21741
"Itgb3bp" 11.2953435 5.216987 2.748225 4.901208 5.829626 5.1215758 3.4961356 12.6420483 11.5449019 4.0654977 4.101328 4.2001389 2.9032636 2.748251 3.05848 3.8853479 3.1083631 3.810661
"Itgb4" 9.29060890247385 7.90879239571 31.2663100126961 10.451746 10.5144676596793 15.6270387004459 33.5333 1.30193 2.28837302916838 42.80963 59.123215 61.63205 52.2252011 52.52355814802 51.436345652288 41.05549 24.0128320416612 45.5639850001009
"Itgb5" 14.573389 10.667905 18.6414440154519 14.093605 12.01878 17.42519 31.359969 4.579686 7.89644 37.404174 31.9161 33.945247 38.068139 38.532117 37.648259 38.551644 27.327758 22.557304
"Itgb6" 21.619443 9.493338 16.8076382 4.9497222 6.1472109 5.2409342 6.164241 4.1943855 7.8136282 6.929393 10.656338 11.6621828 6.6372208 8.0622482 6.9597928 9.887005 11.8582 17.839275
"Itgb7" 7.23741 6.089388 7.365319 4.729884 9.726549 9.394029 7.003421 2.324054 3.644239 9.340001 5.33298 11.450829 4.878818 9.510746 7.03641 8.404238 15.13271 4.456666
"Itgb8" 0.3715263 0.176503 0.132386 0.2271372 0.4682731 0.489475 0.7105659 0.184555 0.135822 1.4423 1.45732 1.7078123 1.3668905 2.2704648 1.84209 1.3469856 0.410505 0.464214
"Itgbl1" 0.00815117 0.106395 0.11402 0.195241 0.0418688035 0.0522504 0.221872 0.0066940863 0.074986705 0.35225 0.4302749 0.31743 0.210177 0.409064 0.124305 0.358573 0.2912134 0.089951
"Itih2" 0.0547493 0.531477 0.523986 0.600892 0.571103 1.86215 9.56382 0.00730198 0.1136376 11.0684 12.288802 11.3001 9.88525 10.7223 14.559368 9.656981 0.702959 2.105453
"Itih3" 0.0981725 0.2480344 0.4194893 0.167236 0.260688 0.349278 0.51513 0.2156351 0.370143 0.4395355 0.3075109 1.349827 0.716648 0.307092 0.7114498 0.774763 0.265886 0.0680304
"Itih5" 4.2184 9.44147 22.9841 12.0225 12.9001 22.108 57.4193 0.992077 1.62304 67.0633 73.9493 67.8896 71.7601 75.5318 81.4967 69.0321 30.8003 54.0648
"Itih5l-ps" 0 0 0 0.0922471 0 0 0.0182389 0 0 0.6076343 0.173673 0.1723177 0.1654591 0.910663 0.881478 0.0934672 0 0.0125053
"Itk" 1.096048 0.662709 0.952034 0.7113269 1.268404 1.783517 1.227791 0.359441 0.323085000425565 1.864205 0.737082 1.66369 0.717406319113 1.235604 1.446395 1.5054 2.095225 0.865309
"Itln1" 0.674937 0.340871 0.639971 1.26063 1.291119 0.781036 0.674849 1.44857 1.57416 0.926375 0.50049 0.157066 0.0948599 0.1344 0.129194 0.454835 0.341106 0.340387
"Itm2a" 4.33736 3.94663 4.31666 4.17494 4.99101 4.84011 6.91605 5.66185 4.65702 11.1206 10.6846 7.28494 6.90326 9.03933 7.6001 7.41725 7.06893 2.1191
"Itm2b" 533.659263 1220.126596 1127.308372 994.77373 1209.768481 1322.443643 1424.387115 500.825104 593.574822 1443.031981 1417.246319 1438.794675 1209.655279 1318.028367 1301.848498 1420.709908 1392.406475 1702.02883
"Itm2c" 28.227141 38.172949 52.1835 38.118 37.708496 45.193034 67.960244 11.5314 17.8496 91.221808 70.985927 82.0738 96.1547 94.6883 105.79324 78.1645 63.7738 39.381699
"Itpa" 44.50957 26.392544 24.743363 19.9778474 21.602653 18.0120963 13.2343692 23.106 30.3407 13.226747 11.782563 13.8875 12.6204678 14.1107563 11.4431 15.4168 21.9988469 18.456899
"Itpa-ps1" 44.6796 57.228 68.0202 43.8588 44.138 50.6197 38.3059 35.5385 40.942 35.7559 25.8732 36.4397 37.3561 29.4607 32.0313 33.3765 60.9802 45.7393
"Itpk1" 48.089248 44.276175 76.1213 41.595092 41.980529 49.456343 80.411271 11.86283 14.077096 71.92312 73.254763 65.725804 78.83591 65.104859 76.001404 95.581832 78.859819 80.021788
"Itpka" 4.14751 13.752 19.0423 12.9452 12.6797 10.5478 10.4958 1.73309 3.16473 5.18947 6.2393 6.17438 8.76177 7.13587 7.18046 8.67195 15.0518 18.4478
"Itpkb" 0.92346619 2.29433 4.48313 2.57076 2.24183828 3.2045356 6.91081967 0.17729792 0.35149 10.9165428 8.83553 10.0152173 10.53338162 13.1627649 12.81743121 8.65958 5.58109 4.98353
"Itpkc" 7.599402 6.9132058 9.367165 10.035973 9.197466 9.07136 12.513652 2.1352012 3.2051632 17.0316968 14.4890718 14.908618 18.2576387 18.0840018 18.185896 11.4552121 17.152724 14.740489
"Itpr1" 2.5555711190134 3.2209050366 6.610739800166 5.061756 8.430218182095 8.643145098539 14.48493506412 6.52358036226 5.94172958286 19.823957 10.897937638817 13.7458223 13.8899229 12.7236693 15.0976732 11.057520888418 7.71224156865 9.207702307213
"Itpr2" 0.436667 0.467242600291454 1.3357065 0.9692271 0.55988598 1.1737634 1.9939068 0.0536378 0.8971798 2.5368144 2.318567189 3.0726853 2.5851142 2.962205 4.2514329 2.551011 1.2696609 0.9439992
"Itpr3" 6.36334 7.82075 23.3589 8.57715 9.13903 14.273 23.3623 0.966595 1.14514 24.1728 26.6858 26.0814 29.8376 26.8696 29.4304 29.9188 20.7271 35.1111
"Itprid2" 21.691403 20.2548664 32.33009 17.88293 18.743241 20.73786 31.819283 4.218406148989 7.955993104 30.460787 34.616221 33.52266 29.805958 34.537489 33.09924 48.197964 29.671296 41.075773
"Itprip" 2.386947 2.02613 2.56433 1.03468 1.50618 2.858046 2.08591 0.30745 0.311237 3.069083 2.05954 2.89602 2.18457 3.2681 3.475895 2.6053 2.51295 2.48929
"Itpripl1" 1.96336 2.6832 4.56001 2.06167 1.752441047 2.22896 3.67037 0.839519 0.9256882 5.02126 2.739233 5.2130207 2.608721202 3.30519 3.6016 3.7201 3.41115 2.646728
"Itpripl2" 1.38535 1.28977 3.08855 1.59051 1.31408 1.70268 5.72143 0.352524 0.541276 8.50533 9.43773 8.87685 8.83252 8.9743 9.19489 6.45493 3.05661 3.01788
"Itsn1" 9.84479956 11.0778885 16.284496247245 8.13234185 8.61393010045055 11.4184793 14.42141235849 2.6612840838494 2.027786215811 19.1750059 17.6737312594083 16.8266177 14.5664472 17.350232221 16.580395 20.601210149 11.3389997 17.8077685
"Itsn2" 16.2870392 10.4088218 15.343702 8.65435070027874 12.4876852 14.069524 14.5290812159348 3.0584029448072 4.8653226242634 14.9875471 15.7137027 17.874021 13.3388044 15.0045229 16.464776 23.5557642 17.4185229 19.4261982
"Ivd" 11.840244 16.92164 28.21956 19.235527 14.4216972 26.9379854 37.14547 1.7127155 6.774908 35.9592834 32.8424802 34.106034 27.5808898606872 32.096371 36.756314 40.8103961 28.156527 34.3244129
"Ivns1abp" 85.300594 69.899874 111.895945 84.378633 101.224992 108.240123 148.744793 33.327819 42.434635 160.30817 164.492893 157.661114 124.535979 118.91521 123.734945 159.262092 106.088828 122.989254
"Iws1" 6.771987 7.685062 12.7256203 5.440673 5.433512 7.61841 9.531729 1.5419956 4.295275 9.948426 9.2879735 10.056835 7.76896 7.3473557 7.652321 12.736854 8.215276 12.330824
"Iyd" 2.79221 2.39626 2.12064 3.362754 3.20695 4.143864 6.59754 1.60882 1.43015 13.9427000100784 14.873566 14.95532 16.34454 12.885 15.45834 7.54189 5.84416 5.17447
"Izumo1r" 1.178326 2.053385 0.1872811 0.809323 3.449662 3.9972262 0.4301864 2.634306 1.271187 1.0637592 0.888337 0.889843 0.9460326 1.1909415 0.912587 0.628251 4.294432 0.698237
"Izumo4" 6.828952 4.538895 2.704248 9.0602070004511 7.0742542 7.647653 7.9532366643 10.0642123 7.808373 5.102955 5.809659 5.952216 5.81419090439334 4.964132 5.3260017 5.621437 8.273976546 8.065986
"Jade1" 2.6963271 2.677335 5.218423 4.016571 4.1489289 5.24107 7.696436 0.776323000190405 1.18212800010074 9.916579 10.5111889 8.2811487 11.345367 10.441669 8.916896529 9.271645 5.5441108 5.452433
"Jade2" 0.969413 1.62179083 3.8924827 1.72675419 1.5593711499 2.1572342 3.68468712 0.144778 0.20875142363344 4.6589003 4.608802 4.799326 6.295491 5.6846612 6.81703 4.4623922 3.1339749 3.46235140275945
"Jade3" 2.71671 1.36595 2.56944 1.15847 1.35798 1.8573956 2.42236 0.398984 0.80135019959 2.88186 2.554523 2.23458 2.262686 2.2254604 2.30945000047456 3.146639 1.7629 2.86543715
"Jag1" 0.9678142 2.185925 4.912497 1.27474 1.4792107 3.284266 3.595509 0.346895 0.405626 4.591227 4.24374 4.46058 2.999214 4.245707 4.15912 2.87933 2.411195 4.347437
"Jag2" 0.134179 0.2600107 1.712034 0.5569837 0.645118 1.3906383 0.938643 0.3131505 0.472536 3.056006 1.390789 1.899204 3.022856 1.6990344 1.40773 1.34503 0.5333172 0.868632
"Jagn1" 71.181559 45.7221979 43.855748 44.0933138 41.874695 38.565384 33.667325 46.5710503 54.7539182 30.002928 31.619772 27.0935465 26.7614672 25.826621 23.599674 27.5156328 41.589014 33.3457009
"Jak1" 18.0214775 19.479557 40.041362 16.1171921 16.285479 31.388546 42.42225 2.87534 4.724199 53.956962 56.541695 58.75584 47.271241 60.069586 52.836311 63.997182 34.090232 49.34496
"Jak2" 29.4741026155 19.45978432 25.700727 14.954623 19.103543 20.86151 22.83349 7.24177 11.40305 23.67473 28.04876 27.49425 24.26526 28.23197 24.91372 31.0417 26.71602 31.34866
"Jak3" 5.511845 6.286589 12.805263 4.4139139 5.4640075 6.23807 5.26322700278972 0.892364 1.81269200049902 5.8330212363 4.521125361439 6.42493194173 5.37115936 7.0494532411 5.5143285 7.1321226 9.919181 7.374611
"Jakmip1" 5.9978081 9.126911 16.8270827 17.2238147 10.959012 15.896701 20.1555391 2.0425367 3.4728464 20.608323 17.1129436 21.9560172 27.0711659 26.122667 22.873669 18.867068 24.1781465 23.0234573
"Jakmip2" 0.1291512 0.06019206 0.2324026 0.73024965 0.2956549 0.0733514 0.4502021 0.0393854 0.0930184 0.2258102633453 0.2187806 0.312553 0.9566514 0.3359705 0.2534715 0.4033918 0.3478358 0.2679605
"Jam2" 4.096463 2.836308 3.428305 2.9405979 3.79229 3.685447 6.328689 1.760248 1.657235 8.488576 7.677827 7.923274 6.791853 8.559995 9.516151 10.1255300035945 3.502566 2.786555
"Jam3" 3.898704 5.067076 4.564001 4.904249 6.811896 6.13930798 10.830666 3.1070256 2.11813 12.692736 9.3324793 10.396227 10.4168 12.96904 13.804865 10.687646 6.613078 2.19974969
"Jaml" 10.016551 6.625435 6.33055 6.071973 5.58264732224 6.310937 7.175206 2.68854 5.813542 7.887176 4.816301 6.6777771 7.00755 6.480089 7.062953 8.722334 7.537209 4.975528
"Jarid2" 5.520256 6.27593356196 14.2960212 4.61951 8.484759 9.79203180618163 11.2446602 0.496013 3.025793 13.9504214 17.0607407 15.5904652 13.733612639 14.833079 13.8661693 13.4237373 9.4240074 14.5218208
"Jazf1" 0.578979 0.707048 1.39227 0.8793186 0.689579 0.879106 1.59744 0.4519842 0.4343426 2.45647 1.3569 2.37212 1.573786 2.90413 2.21712 2.12326 1.01591 0.937191
"Jcad" 0.507188 0.728168 1.953 1.01411 0.951361 1.19349 2.88188 0.211691 0.141472 4.10011 3.71461 3.03331 3.19535 3.92188 3.64629 3.77505 1.20851 0.82072
"Jchain" 1492.1737 1702.6993 879.42617 556.88455 1218.756 1666.7677 879.70846 2606.6565 2723.5901 964.57854 428.65548 385.63596 67.861557 244.18111 31.026802 1118.6871 1369.5061 262.4394
"Jdp2" 3.509741 5.37009 6.95822 3.35808 3.48010517 4.72448 4.027538 1.80577 3.096789 5.73278 3.490644 3.84691 3.82734 6.04685 3.763095 3.930752 4.9315 3.73519
"Jhy" 0.353668 0.40022 0.0838285 0.256272 1.333842 0.81308 0.5058293 0.0368511 0.2133389 0.550416 0.0458442 0.287538 0.2624308 0.971471 0.337631 0.638273 0.580544 0.247594
"Jkamp" 25.536643 12.772747 11.105872 17.219171 16.436133 17.842243 13.029891 11.36357 16.49981 15.596733 13.997152 13.697121 13.32626 11.621038 13.232471 15.754585 15.660202 13.682644
"Jmjd1c" 3.62191089 2.21268579 4.41553226 2.68469608 4.85371968 4.77676838 5.79912208 0.4666769 0.6048091 7.1758461 7.35198828 7.9154001 6.94589962 7.863331 7.3150086 8.2271686 5.4359523 5.92973771
"Jmjd4" 1.3440551 1.9052947 3.3278494 1.64094501135 1.768007 2.367495 2.8364173 0.31781554 0.616612 3.264362 2.8973952 2.3215311 2.2069061 2.5192039 2.009034 2.7695126 2.4874559 3.0048282
"Jmjd6" 17.167799 17.178768 23.784053 13.821329 10.822311 12.140095 14.08954 7.501588 10.194659 14.100968 9.343857 11.567174 10.123885 9.807076 8.4696915 12.537348 16.910187 16.478709
"Jmjd7" 10.927931 6.182402 6.0946 11.93844 11.152352 8.7246 8.958616 7.001223 10.610656 7.645019 7.779203 7.383268 10.462874 9.44577 8.84702 8.849737 11.113506 7.35499
"Jmjd8" 5.703874 8.690559 19.652166 11.56542578711 12.50952 16.4033622 20.934916 2.01683 2.80332 28.673719 20.956298 27.739719 32.094488 28.86437 31.769417 23.914962 22.392528 21.228753
"Jmy" 1.16043 0.992157 3.017731 1.81472 1.5717 2.06895 4.956 0.227199 0.33124 6.307704 6.79585 6.49494 7.53841 6.5825200292616 7.37058 7.43339 2.622665 3.14451
"Josd1" 10.0417 10.4894 14.6424 13.0068 13.819 15.6433 21.3881 4.23373 4.34843 27.1975 22.4184 22.333 22.9437 22.8893 26.8605 20.3512 20.2053 17.1105
"Josd2" 36.678901 38.590425 44.328523 37.515034 37.576705 33.4029 23.291224 35.999912 38.6433206 33.75061 27.161975 33.149395 33.03429 33.964199 31.093163 32.5930745 40.985424 27.223286
"Jph1" 0.183852 0.183352 0.222382 0.291399 0.158356 0.419786 0.444882 0.0726326 0.106741 0.383985 0.508843 0.5411 0.456117 0.724412 0.51317 0.516391 0.349105 0.20336
"Jph2" 1.55385 7.51329 14.9091 11.557434 7.40526 8.2155 22.6236 0.732503077608 1.728491073 28.602532 25.322849 27.3735 36.352279 37.690976 39.499631 24.366898 14.3991 10.2173
"Jph3" 0.0183867 0.0224295 0.3104447 0.00710419 0.0714539 0.1737521 0.290372 0 0 0.2898476 0.3290739 0.4656737 0.581152 0.776806 0.7044707 0.505548 0.2397611 0.0823671
"Jph4" 0.0797776 0.3255828 0.847558 0.5781016 0.634834 0.880902 1.1840603 0.1711293 0.1094969 1.975601 1.095436 2.268816 1.818754 2.210949 2.438257 1.365878 0.677002 0.711139
"Jpt1" 234.979953 287.175665 387.75463 240.951859 244.969956 284.469867 316.094619 190.70426 221.445039454 306.72545 342.102861 325.165086 307.718496 285.446351 284.262812 321.391194 343.868389 423.206969
"Jpt2" 56.3035387 45.0405604 72.683543 31.323241 33.4086671 33.9566275 46.0692125 14.72791 24.729979 46.5288031 52.710816 52.479296 42.693207 49.2914458 38.711094 52.4311923 41.072029 61.0205663
"Jrk" 0.293173 0.443048 0.940308 0.423002 0.391318 0.52541 0.854521 0.0258115 0.0619205 0.857434 1.01687 0.807103 1.13917 0.730378 0.74514 1.46852 0.599095 0.867004
"Jrkl" 3.33606 3.2308 2.54629 2.60266 3.43537 3.7582 4.06928 1.16127 1.64575 3.99822 4.46746 4.00282 3.88745 3.77919 3.88156 7.15393 3.52593 3.66609
"Jtb" 163.477512 98.427689 77.367476 92.208067 98.61567 89.090468 75.740587 156.397675 169.052965 68.00618 73.747021 77.83626 54.958324 60.039516 57.379249 77.594238 80.007901 68.084017
"Jun" 23.934 29.5286 54.1887 26.4306 24.6189 19.8182 37.0775 6.16467 8.30957 45.4868 43.2617 45.5143 45.4047 57.6288 47.6268 55.7515 49.8453 38.3593
"Junb" 78.5808 102.039 123.079 84.4474 88.1003 118.524 39.5993 41.3408 60.4421 52.8066 44.8867 56.0163 112.166 136.018 165.231 124.26 183.718 92.9075
"Jund" 120.551 198.89 250.205 199.129 180.067 204.734 329.905 62.5681 86.5297 351.061 370.545 404.718 411.116 447.627 397.429 279.634 346.292 339.864
"Jup" 54.6634529 58.0148354 153.457256 55.084384 49.8920104 77.376786 149.868435 6.552691 16.77261 163.508695 201.590862 206.267675 176.083583 213.314684 178.096197 187.025657 154.838471 215.4666055
"Kalrn" 41.5784082310469 29.817601676324 44.8258861812406 21.1739119047919 20.1067577100459 24.4732148 21.9782244710058 10.9558563 17.30555528244 15.8222999663071 23.0669892 14.9378737 17.962322339517 16.075398055397 13.3376943 32.3832176530775 28.78529810008 35.0038222041907
"Kank1" 2.98109 4.31504 9.756676 5.3212149 4.1813267 6.324497 10.602279 0.663691 1.00073 12.594383 12.14784 11.986124 13.702409 15.380873 15.357482 14.662449 9.158671 8.928712
"Kank2" 2.07972 5.11858 11.5528 9.3135293 6.42087 9.615174 20.271249 0.483771 0.866045 24.5741 20.5911 22.0625 24.0339 27.9356 25.150012 20.830028 10.4915 10.1646
"Kank3" 1.22236515988664 1.731288 2.010407 2.39878712 2.2362276 1.5996011 2.7967878 1.075695 1.80713296 2.824613 3.578533 2.957698 4.128343 4.367558 3.3639003 3.482089 3.2298434 2.522029
"Kank4" 0.0204915 0.0763782 0.310341 0.131922 0.0497739 0.0510549 0.312223 0 0.0305924 0.587401 0.283254 0.414489 0.475138 0.292449 0.27223 0.321919 0.15122 0.0713815
"Kansl1" 5.861795 5.686249 10.913116 9.442764 9.930698 10.77437725 17.907223 1.539523 2.6593609 19.7795582 19.16070487836 23.726987 20.577143 19.281705 20.451275 25.83816 14.869861 17.249998242906
"Kansl1l" 4.719122 3.9583086 4.36949 2.5530702 3.508781 3.827484 4.0180154 1.301778 1.495601 5.2092966 4.27161 5.095669 4.062718 4.233086 4.357585 7.504603 3.426484 4.9938953
"Kansl2" 18.316481 19.038381 24.04454 17.691165 16.665686 21.983185 22.837984 9.219127 10.866877 24.6475 21.018481 19.68442 20.983575 20.473165 21.39356 27.897836 21.54167 21.639556
"Kansl2-ps" 0 0.261006 0 0 0 0 0 0 0 0 0.39958 1.01204 0 0 0 3.15869 0 0.331768
"Kansl3" 4.9482927 7.3572679 13.8421208002105 12.753757791 10.998238 15.069726478 19.684022 0.76465700018677 1.958517 20.907482 20.61719 21.6641065 26.0879930072921 25.61837943 21.805331 22.381757 17.6970220111229 18.2755010075398
"Kantr" 1.805223 0.995625 0.374918 0.4938131 1.496594 2.384636 1.984124 0.836015 0.134729 1.391572 2.29158 2.381446 4.337783 4.576786 3.475891 3.149416 2.140254 1.924702
"Kars" 77.1683139 134.275683 207.764982 83.9794584 93.9744659 92.8963449 110.829959 34.0759114 52.1138664 109.5713836 108.8683384 117.3483703 116.2873926 118.391912 116.1942379 136.0520572 130.860333 186.2297699
"Kat14" 6.686349 10.357667 16.284532 8.713198 7.081796 12.406103 16.7385 3.6260391 6.57067 16.640448 17.949295 16.917454 14.8694960138907 16.61144 15.18769 18.754382 12.424686 17.716378
"Kat2a" 4.463352 7.881685 22.341931 6.238868 5.563425 8.697922 13.461545 0.85429030694588 1.7201700104685 17.061769 14.009554 17.052211 17.0359822 21.365345 15.796878 17.43253 9.6928204 16.247977
"Kat2b" 16.09133 15.856603 20.8965 15.50397 17.949224 15.920619 20.257176 4.22231 6.941852 19.820786 18.097271 17.462043 13.8023 19.09864 14.050359 19.0243 19.83746 25.718165
"Kat5" 32.718806 21.240465 22.376575 17.9897911 18.5646631 20.74126 23.85456328 8.5749676 12.97142 25.422796 27.523261 21.469333 32.838583 22.047486 23.6004505 40.190696 27.0413665 28.420134
"Kat6a" 2.64444 3.04001000008219 11.1462 2.66269 3.487975 5.153438 10.62054 0.314069487812 0.59808754626415 14.02571 14.524821 13.92401 11.05241 14.84999 14.11514 15.02696 6.705706 12.60761
"Kat6b" 0.89737945 1.3191525477 2.852031 1.66814231 2.258290776 2.14472239057044 4.77392147 0.1481786 0.22183793465 7.2629659 5.1794808 6.6896674 7.8213193 8.7432758 7.7314545 7.5314855 2.88897440004943 4.6359069
"Kat7" 9.7807077 13.1728969 29.8858668 12.4589164 10.7698894 18.0671192087923 30.79682 2.2113802809906 2.827557833 36.7152661 37.866866 40.504958 31.45778 29.606169 32.6703616 42.454494 20.5939957082067 35.0733062
"Kat8" 12.723379 9.362514 11.652385 11.573353 12.2723432 13.950635 14.480461 4.846622 7.196374 17.218326 15.6974 16.072595 20.051938 16.929865 17.519551 18.370028 16.279346 14.616187
"Katna1" 13.989329 17.959123 12.8571561 10.371725 13.809948 12.342487 10.031538 9.295418 11.3765034 8.987657 8.995727 9.2102003 8.280106 7.395867 7.413615 12.0341306 11.88805 13.342992
"Katnal1" 0.4775148 0.5784131 0.6873441 0.848166 0.8099918 1.0491873 1.9934466 0.3799525 0.23316760479253 2.1756745 1.7332286 2.166383 2.53698 2.4526665 2.958854 2.311717 0.9638697 1.2732988
"Katnal2" 0.616957 0.8048092 0.934746 0.9110266 1.1641018 0.28845267 0.611951 0.4240816 0.3369644 0.688346 0.4870199 0.3446734 0.241688 0.320486 0.3114768 0.4637529 1.512132 1.83807544
"Katnb1" 6.7868975 8.560908 8.8470406 5.548464 6.267826 8.280329 8.6856635 3.9994258 2.255808 7.5845768 11.1528106 11.194451 7.099172 11.137935 8.3931957 14.9756125 9.1086237 12.4652
"Katnbl1" 23.978178 11.3867089 11.2492893 9.2290866 12.357071 12.373913 10.5558692 10.4278381 12.0176 8.8910667 10.1129894 8.40169 4.9143797 7.4556248 5.37285 9.5740656 9.697435 11.56154
