"";"mouse";"human";"mousemodule";"Taman_UC_logFC";"Lloyd_UC_logFC";"Lloyd_CD_logFC";"Taman_UC_reg";"Lloyd_UC_reg";"Lloyd_CD_reg"
"11513";"Itga8";"ITGA8";5;NA;NA;NA;NA;NA;NA
"5764";"Ep400";"EP400";5;NA;NA;NA;NA;NA;NA
"24544";"Trappc9";"TRAPPC9";5;NA;NA;NA;NA;NA;NA
"29071";"Zfp771";"ZNF771";2;NA;NA;NA;NA;NA;NA
"26183";"Ylpm1";"YLPM1";5;NA;NA;NA;NA;NA;NA
"15042";"Myo16";"MYO16";5;NA;NA;NA;NA;NA;NA
"27783";"Zfp532";"ZNF532";3;NA;NA;NA;NA;NA;NA
"3501";"Clk1";"CLK1";1;NA;NA;NA;NA;NA;NA
"409";"Adrb1";"ADRB1";3;NA;NA;NA;NA;NA;NA
"1612";"Bcas3";"BCAS3";5;NA;NA;NA;NA;NA;NA
"21570";"Sgo2a";"SGO2";4;NA;NA;NA;NA;NA;NA
"20109";"Rabggtb";"RABGGTB";1;NA;NA;NA;NA;NA;NA
"3847";"Cpxm2";"CPXM2";5;NA;NA;NA;NA;NA;NA
"25919";"Vsig2";"VSIG2";3;NA;NA;NA;NA;NA;NA
"6433";"Fermt1";"FERMT1";5;NA;NA;NA;NA;NA;NA
"2337";"Caskin1";"CASKIN1";5;NA;NA;NA;NA;NA;NA
"6004";"Faah";"FAAH";5;NA;NA;NA;NA;NA;NA
"15582";"Nmur1";"NMUR1";5;NA;NA;NA;NA;NA;NA
"21595";"Sh3bgrl";"SH3BGRL";2;NA;NA;NA;NA;NA;NA
"24440";"Trp53bp2";"TP53BP2";5;NA;NA;NA;NA;NA;NA
"21255";"Scrn1";"SCRN1";5;NA;NA;NA;NA;NA;NA
"1807";"Bptf";"BPTF";5;NA;NA;NA;NA;NA;NA
"20277";"Rbfox3";"RBFOX3";5;NA;NA;NA;NA;NA;NA
"4430";"Dab2ip";"DAB2IP";5;NA;NA;NA;NA;NA;NA
"3470";"Clec3b";"CLEC3B";3;NA;NA;NA;NA;NA;NA
"15494";"Nit2";"NIT2";2;NA;NA;NA;NA;NA;NA
"19974";"Pxylp1";"PXYLP1";3;NA;NA;NA;NA;NA;NA
"13566";"Maged1";"MAGED1";5;NA;NA;NA;NA;NA;NA
"22356";"Sned1";"SNED1";5;NA;NA;NA;NA;NA;NA
"7355";"Gpihbp1";"GPIHBP1";2;NA;NA;NA;NA;NA;NA
"26047";"Wfdc1";"WFDC1";3;NA;NA;NA;NA;NA;NA
"4555";"Ddr2";"DDR2";5;NA;NA;NA;NA;NA;NA
"21531";"Sfmbt2";"SFMBT2";5;NA;NA;NA;NA;NA;NA
"3096";"Ces1c";"CES1";3;NA;NA;NA;NA;NA;NA
"1070";"Arf4";"ARF4";1;NA;NA;NA;NA;NA;NA
"2816";"Cdc7";"CDC7";4;NA;NA;NA;NA;NA;NA
"4073";"Ctnna2";"CTNNA2";5;NA;NA;NA;NA;NA;NA
"3261";"Chmp6";"CHMP6";2;NA;NA;NA;NA;NA;NA
"7550";"Gsdmd";"GSDMD";1;NA;NA;NA;NA;NA;NA
"11597";"Jmjd6";"JMJD6";1;NA;NA;NA;NA;NA;NA
"22149";"Slc9a1";"SLC9A1";5;NA;NA;NA;NA;NA;NA
"7828";"H2bc4";"H2BC10";2;NA;NA;NA;NA;NA;NA
"80";"Abcg4";"ABCG4";3;NA;NA;NA;NA;NA;NA
"29063";"Zfp51";"ZNF761";1;NA;NA;NA;NA;NA;NA
"5042";"Disp2";"DISP2";5;NA;NA;NA;NA;NA;NA
"1707";"Bik";"BIK";2;NA;NA;NA;NA;NA;NA
"11387";"Ints1";"INTS1";5;NA;NA;NA;NA;NA;NA
"2884";"Cdk6";"CDK6";3;NA;NA;NA;NA;NA;NA
"14674";"Mroh3";"MROH3P";1;NA;NA;NA;NA;NA;NA
"24131";"Tmem202";"TMEM202";2;NA;NA;NA;NA;NA;NA
"15872";"Nup214";"NUP214";5;NA;NA;NA;NA;NA;NA
"17701";"Pheta1";"PHETA1";3;NA;NA;NA;NA;NA;NA
"15470";"Nid2";"NID2";5;NA;NA;NA;NA;NA;NA
"15249";"Ncoa6";"NCOA6";5;NA;NA;NA;NA;NA;NA
"25789";"Vegfa";"VEGFA";1;NA;NA;NA;NA;NA;NA
"22706";"Spint3";"SPINT3";2;NA;NA;NA;NA;NA;NA
"27766";"Zfp503";"ZNF503";5;NA;NA;NA;NA;NA;NA
"24770";"Trgv2";"TRGV10";1;NA;NA;NA;NA;NA;NA
"5412";"Dyrk1b";"DYRK1B";5;NA;NA;NA;NA;NA;NA
"20886";"Rpp38";"RPP38";1;NA;NA;NA;NA;NA;NA
"18128";"Pold4";"POLD4";2;NA;NA;NA;NA;NA;NA
"11241";"Il13ra1";"IL13RA1";1;NA;NA;NA;NA;NA;NA
"12829";"Lclat1";"LCLAT1";5;NA;NA;NA;NA;NA;NA
"23568";"Tbpl1";"TBPL1";2;NA;NA;NA;NA;NA;NA
"20830";"Rpl23a";"RPL23A";2;NA;NA;NA;NA;NA;NA
"649";"Alkbh3";"ALKBH3";1;NA;NA;NA;NA;NA;NA
"1820";"Brd4";"BRD4";5;NA;NA;NA;NA;NA;NA
"4436";"Dad1";"DAD1";2;NA;NA;NA;NA;NA;NA
"17418";"Pcdhga2";"PCDHGA2";3;NA;NA;NA;NA;NA;NA
"23438";"Tanc1";"TANC1";5;NA;NA;NA;NA;NA;NA
"22441";"Snx5";"SNX5";1;NA;NA;NA;NA;NA;NA
"11309";"Il6st";"IL6ST";5;NA;NA;NA;NA;NA;NA
"5960";"Exosc1";"EXOSC1";1;NA;NA;NA;NA;NA;NA
"23897";"Timd4";"TIMD4";1;NA;NA;NA;NA;NA;NA
"26070";"Wiz";"WIZ";5;NA;NA;NA;NA;NA;NA
"8985";"Hsd17b7";"HSD17B7";1;NA;NA;NA;NA;NA;NA
"1178";"Arl4d";"ARL4D";5;NA;NA;NA;NA;NA;NA
"11525";"Itgb2l";"ITGB2";4;1,23034407140321;NA;NA;"up";NA;NA
"488";"Ahnak";"AHNAK";5;NA;NA;NA;NA;NA;NA
"4944";"Derl2";"DERL2";1;NA;NA;NA;NA;NA;NA
"21375";"Sema5b";"SEMA5B";5;NA;NA;NA;NA;NA;NA
"9155";"Ifi35";"IFI35";1;NA;NA;NA;NA;NA;NA
"24319";"Tnfaip3";"TNFAIP3";1;NA;NA;NA;NA;NA;NA
"20036";"Rab11fip4";"RAB11FIP4";5;NA;NA;NA;NA;NA;NA
"22286";"Smim3";"SMIM3";2;NA;NA;NA;NA;NA;NA
"1254";"Asap1";"ASAP1";5;NA;NA;NA;NA;NA;NA
"7504";"Grik5";"GRIK5";3;NA;NA;NA;NA;NA;NA
"28244";"Zfp119b";"ZNF630";2;NA;NA;NA;NA;NA;NA
"6337";"Fbxo31";"FBXO31";3;NA;NA;NA;NA;NA;NA
"13183";"Lrrc32";"LRRC32";5;NA;NA;NA;NA;NA;NA
"24912";"Trmt10a";"TRMT10A";1;NA;NA;NA;NA;NA;NA
"15215";"Ncapd2";"NCAPD2";4;NA;NA;NA;NA;NA;NA
"1464";"Atp9a";"ATP9A";5;NA;NA;NA;NA;NA;NA
"85";"Abhd11";"ABHD11";2;NA;NA;NA;NA;NA;NA
"797";"Ankhd1";"ANKHD1";5;NA;NA;NA;NA;NA;NA
"109";"Abl1";"ABL1";5;NA;NA;NA;NA;NA;NA
"17288";"Pard3b";"PARD3B";5;NA;NA;NA;NA;NA;NA
"5769";"Epb41l3";"EPB41L3";5;NA;NA;NA;NA;NA;NA
"8455";"Hdhd3";"HDHD3";1;NA;NA;NA;NA;NA;NA
"7537";"Grwd1";"GRWD1";1;NA;NA;NA;NA;NA;NA
"8166";"H4c3";"H4C1";3;NA;NA;NA;NA;NA;NA
"26190";"Ypel5";"YPEL5";2;NA;NA;NA;NA;NA;NA
"22107";"Slc66a2";"SLC66A2";2;NA;NA;NA;NA;NA;NA
"3740";"Coq10b";"COQ10B";1;NA;NA;NA;NA;NA;NA
"13810";"Mdc1";"MDC1";5;NA;NA;NA;NA;NA;NA
"22183";"Slfn9";"SLFN11";4;NA;NA;NA;NA;NA;NA
"2873";"Cdk2ap1";"CDK2AP1";1;NA;NA;NA;NA;NA;NA
"417";"Adtrp";"ADTRP";2;NA;NA;NA;NA;NA;NA
"17320";"Patj";"PATJ";5;NA;NA;NA;NA;NA;NA
"15226";"Nccrp1";"NCCRP1";5;NA;NA;NA;NA;NA;NA
"22111";"Slc6a12";"SLC6A12";3;NA;NA;NA;NA;NA;NA
"13668";"Mapk15";"MAPK15";3;NA;NA;NA;NA;NA;NA
"19630";"Prrc2a";"PRRC2A";5;NA;NA;NA;NA;NA;NA
"1100";"Arhgap26";"ARHGAP26";5;NA;NA;NA;NA;NA;NA
"5550";"Egr1";"EGR1";4;NA;NA;NA;NA;NA;NA
"24147";"Tmem219";"TMEM219";2;NA;NA;NA;NA;NA;NA
"17923";"Plagl1";"PLAGL1";5;NA;NA;NA;NA;NA;NA
"15129";"Nae1";"NAE1";1;NA;NA;NA;NA;NA;NA
"23931";"Tk1";"TK1";1;NA;NA;NA;NA;NA;NA
"8477";"Hells";"HELLS";4;NA;NA;NA;NA;NA;NA
"19516";"Prkcz";"PRKCZ";3;NA;NA;NA;NA;NA;NA
"5607";"Eif4a2";"EIF4A2";2;NA;NA;NA;NA;NA;NA
"25935";"Vtn";"VTN";5;NA;NA;NA;NA;NA;NA
"8562";"H2-D1";"HLA-A";1;NA;NA;NA;NA;NA;NA
"22741";"Sppl2a";"SPPL2A";1;NA;NA;NA;NA;NA;NA
"25878";"Vps13b";"VPS13B";5;NA;NA;NA;NA;NA;NA
"21948";"Slc28a2b";"SLC28A2";1;NA;NA;NA;NA;NA;NA
"1537";"B4galnt4";"B4GALNT4";1;NA;NA;NA;NA;NA;NA
"10360";"Ighv5-4";"IGHV3-11";1;NA;NA;NA;NA;NA;NA
"20740";"Rnf32";"RNF32";3;NA;NA;NA;NA;NA;NA
"21151";"Sarm1";"SARM1";5;NA;NA;NA;NA;NA;NA
"23956";"Tln2";"TLN2";5;NA;NA;NA;NA;NA;NA
"5763";"Ep300";"EP300";5;NA;NA;NA;NA;NA;NA
"11526";"Itgb3";"ITGB3";5;NA;NA;NA;NA;NA;NA
"134";"Acadl";"ACADL";1;NA;NA;NA;NA;NA;NA
"13284";"Ltb4r2";"LTB4R2";1;NA;NA;NA;NA;NA;NA
"5291";"Drap1";"DRAP1";2;NA;NA;NA;NA;NA;NA
"14966";"Mx2";"MX1";4;NA;NA;NA;NA;NA;NA
"21166";"Saxo1";"SAXO1";1;NA;NA;NA;NA;NA;NA
"22470";"Sort1";"SORT1";5;NA;NA;NA;NA;NA;NA
"21962";"Slc2a5";"SLC2A5";3;NA;NA;NA;NA;NA;NA
"19967";"Pxdc1";"PXDC1";2;NA;NA;NA;NA;NA;NA
"22023";"Slc38a1";"SLC38A1";5;NA;NA;NA;NA;NA;NA
"21518";"Sez6l2";"SEZ6L2";5;NA;NA;NA;NA;NA;NA
"6612";"Foxa2";"FOXA2";3;NA;NA;NA;NA;NA;NA
"21352";"Selenop";"SELENOP";2;NA;NA;NA;NA;NA;NA
"15251";"Ncor1";"NCOR1";5;NA;NA;NA;NA;NA;NA
"26342";"Zfhx4";"ZFHX4";5;NA;NA;NA;NA;NA;NA
"18041";"Plxna4";"PLXNA4";5;NA;NA;NA;NA;NA;NA
"9021";"Hspa12a";"HSPA12A";4;NA;NA;NA;NA;NA;NA
"26287";"Zcchc14";"ZCCHC14";5;NA;NA;NA;NA;NA;NA
"24226";"Tmem59l";"TMEM59L";5;NA;NA;NA;NA;NA;NA
"21661";"Shroom3";"SHROOM3";5;NA;NA;NA;NA;NA;NA
"712";"Amigo3";"AMIGO3";1;NA;NA;NA;NA;NA;NA
"19563";"Proser2";"PROSER2";3;NA;NA;NA;NA;NA;NA
"20782";"Ror2";"ROR2";5;NA;NA;NA;NA;NA;NA
"15930";"Oard1";"OARD1";2;NA;NA;NA;NA;NA;NA
"20603";"Ripk4";"RIPK4";5;NA;NA;NA;NA;NA;NA
"1219";"Arpc3";"ARPC3";2;NA;NA;NA;NA;NA;NA
"6514";"Filip1";"FILIP1";5;NA;NA;NA;NA;NA;NA
"5029";"Dip2c";"DIP2C";5;NA;NA;NA;NA;NA;NA
"4099";"Ctso";"CTSO";2;NA;NA;NA;NA;NA;NA
"24077";"Tmem150b";"TMEM150B";1;NA;NA;NA;NA;NA;NA
"20019";"Qsox1";"QSOX1";5;NA;NA;NA;NA;NA;NA
"18374";"Ppp2r2d";"PPP2R2D";1;NA;NA;NA;NA;NA;NA
"12079";"Klrg1";"KLRG1";2;NA;NA;NA;NA;NA;NA
"7471";"Gramd1b";"GRAMD1B";3;NA;NA;NA;NA;NA;NA
"3874";"Crebbp";"CREBBP";5;NA;NA;NA;NA;NA;NA
"12887";"Lgals1";"LGALS1";2;NA;NA;NA;NA;NA;NA
"17510";"Pde4d";"PDE4D";5;NA;NA;NA;NA;NA;NA
"2183";"Cab39l";"CAB39L";2;NA;NA;NA;NA;NA;NA
"25142";"Tubb6";"TUBB6";5;NA;NA;NA;NA;NA;NA
"13602";"Man2a2";"MAN2A2";5;NA;NA;NA;NA;NA;NA
"24054";"Tmem130";"TMEM130";5;NA;NA;NA;NA;NA;NA
"22233";"Smarca4";"SMARCA4";5;NA;NA;NA;NA;NA;NA
"14760";"Mrtfa";"MRTFA";5;NA;NA;NA;NA;NA;NA
"23391";"Tacr3";"TACR3";5;NA;NA;NA;NA;NA;NA
"19583";"Prps1";"PRPS1";1;NA;NA;NA;NA;NA;NA
"26454";"Gm32687";"ZNF117";2;NA;NA;NA;NA;NA;NA
"653";"Alkbh7";"ALKBH7";2;NA;NA;NA;NA;NA;NA
"9377";"Ift122";"IFT122";5;NA;NA;NA;NA;NA;NA
"19893";"Ptpn18";"PTPN18";2;NA;NA;NA;NA;NA;NA
"11786";"Kdm4b";"KDM4B";5;NA;NA;NA;NA;NA;NA
"3359";"Cisd1";"CISD1";2;NA;NA;NA;NA;NA;NA
"15527";"Nlgn3";"NLGN3";5;NA;NA;NA;NA;NA;NA
"18333";"Ppp1r14b";"PPP1R14B";1;NA;NA;NA;NA;NA;NA
"26269";"Zc3h13";"ZC3H13";5;NA;NA;NA;NA;NA;NA
"23340";"Syt11";"SYT11";5;NA;NA;NA;NA;NA;NA
"3512";"Clns1a";"CLNS1A";2;NA;NA;NA;NA;NA;NA
"17294";"Parl";"PARL";2;NA;NA;NA;NA;NA;NA
"2435";"Ccdc126";"CCDC126";2;NA;NA;NA;NA;NA;NA
"7414";"Gpr33";"GPR33";1;NA;NA;NA;NA;NA;NA
"19811";"Psme2b";"PSME2";4;1,16641072703405;NA;NA;"up";NA;NA
"8537";"Higd2a";"HIGD2A";2;NA;NA;NA;NA;NA;NA
"22182";"Slfn8";"SLFN11";1;NA;NA;NA;NA;NA;NA
"5792";"Ephb3";"EPHB3";5;NA;NA;NA;NA;NA;NA
"15443";"Ngdn";"NGDN";2;NA;NA;NA;NA;NA;NA
"16023";"Oplah";"OPLAH";3;NA;NA;NA;NA;NA;NA
"25220";"Uba5";"UBA5";1;NA;NA;NA;NA;NA;NA
"11857";"Kif20a";"KIF20A";4;NA;NA;NA;NA;NA;NA
"13649";"Map4";"MAP4";5;NA;NA;NA;NA;NA;NA
"17815";"Pik3r4";"PIK3R4";5;NA;NA;NA;NA;NA;NA
"20217";"Rara";"RARA";5;NA;NA;NA;NA;NA;NA
"5048";"Dkk3";"DKK3";5;NA;NA;NA;NA;NA;NA
"6663";"Foxred2";"FOXRED2";5;NA;NA;NA;NA;NA;NA
"21750";"Skp2";"SKP2";1;NA;NA;NA;NA;NA;NA
"2781";"Cdc20";"CDC20";1;NA;NA;NA;NA;NA;NA
"3721";"Copa";"COPA";5;NA;NA;NA;NA;NA;NA
"13068";"Lmf2";"LMF2";5;NA;NA;NA;NA;NA;NA
"9406";"Igf2";"IGF2";3;NA;NA;NA;NA;NA;NA
"2824";"Cdca8";"CDCA8";4;NA;NA;NA;NA;NA;NA
"24476";"Tpr";"TPR";5;NA;NA;NA;NA;NA;NA
"14889";"Mthfd1";"MTHFD1";5;NA;NA;NA;NA;NA;NA
"26391";"Zhx3";"ZHX3";5;NA;NA;NA;NA;NA;NA
"14436";"Mllt6";"MLLT6";5;NA;NA;NA;NA;NA;NA
"9460";"Ighv1-18";"IGHV1-18";1;NA;1,4460884738261;NA;NA;"up";NA
"23390";"Tacr2";"TACR2";5;NA;NA;NA;NA;NA;NA
"24720";"Trbv19";"TRBV19";1;NA;NA;NA;NA;NA;NA
"20098";"Rab8b";"RAB8B";1;NA;NA;NA;NA;NA;NA
"22793";"Sptbn1";"SPTBN1";5;NA;NA;NA;NA;NA;NA
"3898";"Crispld2";"CRISPLD2";5;NA;NA;NA;NA;NA;NA
"21150";"Sardh";"SARDH";5;NA;NA;NA;NA;NA;NA
"23297";"Sycn";"SYCN";3;NA;NA;NA;NA;NA;NA
"21836";"Slc22a29";"SLC22A10";2;NA;NA;NA;NA;NA;NA
"19616";"Prr33";"PRR33";4;NA;NA;NA;NA;NA;NA
"15017";"Myl1";"MYL1";2;NA;NA;NA;NA;NA;NA
"24214";"Tmem44";"TMEM44";3;NA;NA;NA;NA;NA;NA
"17287";"Pard3";"PARD3";5;NA;NA;NA;NA;NA;NA
"24352";"Tnfsf13b";"TNFSF13B";2;NA;NA;NA;NA;NA;NA
"13601";"Man2a1";"MAN2A1";5;NA;NA;NA;NA;NA;NA
"2110";"4930579G24Rik";"C4orf46";1;NA;NA;NA;NA;NA;NA
"26150";"Xrn1";"XRN1";5;NA;NA;NA;NA;NA;NA
"13603";"Man2b1";"MAN2B1";5;NA;NA;NA;NA;NA;NA
"16011";"Omp";"OMP";1;NA;NA;NA;NA;NA;NA
"20981";"Rsl1d1";"RSL1D1";1;NA;NA;NA;NA;NA;NA
"11838";"Gm973";"KIAA2012";3;NA;NA;NA;NA;NA;NA
"9088";"Hypk";"HYPK";2;NA;NA;NA;NA;NA;NA
"21286";"Sdhb";"SDHB";2;NA;NA;NA;NA;NA;NA
"15675";"Npr2";"NPR2";5;NA;NA;NA;NA;NA;NA
"6484";"Fgfr4";"FGFR4";3;NA;NA;NA;NA;NA;NA
"22619";"Spdl1";"SPDL1";1;NA;NA;NA;NA;NA;NA
"464";"Agpat2";"AGPAT2";2;NA;NA;NA;NA;NA;NA
"1675";"Bet1l";"BET1L";2;NA;NA;NA;NA;NA;NA
"23923";"Tiparp";"TIPARP";1;NA;NA;NA;NA;NA;NA
"5398";"Dynlrb1";"DYNLRB1";2;NA;NA;NA;NA;NA;NA
"5967";"Exosc7";"EXOSC7";1;NA;NA;NA;NA;NA;NA
"4064";"Ctdspl";"CTDSPL";5;NA;NA;NA;NA;NA;NA
"5644";"Elf4";"ELF4";5;NA;NA;NA;NA;NA;NA
"26426";"Zmynd8";"ZMYND8";5;NA;NA;NA;NA;NA;NA
"6972";"Gatm";"GATM";1;NA;NA;NA;NA;NA;NA
"18198";"Pop7";"POP7";2;NA;NA;NA;NA;NA;NA
"20868";"Rpl7l1";"RPL7L1";1;NA;NA;NA;NA;NA;NA
"22694";"Spindoc";"SPINDOC";2;NA;NA;NA;NA;NA;NA
"15752";"Nrsn2";"NRSN2";5;NA;NA;NA;NA;NA;NA
"12904";"Lgi3";"LGI3";3;NA;NA;NA;NA;NA;NA
"26188";"Ypel3";"YPEL3";3;NA;NA;NA;NA;NA;NA
"9132";"Iffo2";"IFFO2";3;NA;NA;NA;NA;NA;NA
"1438";"Atp6v0d2";"ATP6V0D2";2;NA;NA;NA;NA;NA;NA
"25945";"Vwa8";"VWA8";5;NA;NA;NA;NA;NA;NA
"4281";"Cyp2d12";"CYP2D6";3;NA;-1,72668972747022;-1,57771413870813;NA;"down";"down"
"21192";"Scand1";"SCAND1";2;NA;NA;NA;NA;NA;NA
"15805";"Ntn3";"NTN3";5;NA;NA;NA;NA;NA;NA
"5896";"Esrra";"ESRRA";1;NA;NA;NA;NA;NA;NA
"15593";"Noct";"NOCT";1;NA;NA;NA;NA;NA;NA
"6766";"Fstl5";"FSTL5";5;NA;NA;NA;NA;NA;NA
"24863";"Trim59";"TRIM59";1;NA;NA;NA;NA;NA;NA
"27698";"Zkscan17";"ZNF496";5;NA;NA;NA;NA;NA;NA
"1094";"Arhgap20";"ARHGAP20";5;NA;NA;NA;NA;NA;NA
"1305";"Aspm";"ASPM";4;NA;NA;NA;NA;NA;NA
"26340";"Zfhx2";"ZFHX2";5;NA;NA;NA;NA;NA;NA
"8584";"H2-T10";"HLA-A";1;NA;NA;NA;NA;NA;NA
"26288";"Zcchc17";"ZCCHC17";2;NA;NA;NA;NA;NA;NA
"2882";"Cdk5rap2";"CDK5RAP2";5;NA;NA;NA;NA;NA;NA
"2750";"Cd63";"CD63";2;NA;NA;NA;NA;NA;NA
"17554";"Pdp2";"PDP2";3;NA;NA;NA;NA;NA;NA
"15631";"Notch2";"NOTCH2";5;NA;NA;NA;NA;NA;NA
"15937";"Oas1g";"OAS1";4;NA;NA;NA;NA;NA;NA
"24825";"Trim44";"TRIM44";5;NA;NA;NA;NA;NA;NA
"436";"Afp";"AFP";2;NA;NA;NA;NA;NA;NA
"7644";"Gtse1";"GTSE1";4;NA;NA;NA;NA;NA;NA
"861";"Ano1";"ANO1";3;NA;NA;NA;NA;NA;NA
"25496";"Upk3bl";"UPK3BL1";3;NA;NA;NA;NA;NA;NA
"22421";"Snx16";"SNX16";1;NA;NA;NA;NA;NA;NA
"25359";"Ugt1a6b";"UGT1A6";5;-1,76908004927528;1,65463456697533;NA;"down";"up";NA
"5429";"E2f8";"E2F8";4;NA;NA;NA;NA;NA;NA
"15707";"Nr2c2";"NR2C2";5;NA;NA;NA;NA;NA;NA
"14547";"Mpg";"MPG";2;NA;NA;NA;NA;NA;NA
"17780";"Pigc";"PIGC";2;NA;NA;NA;NA;NA;NA
"9023";"Hspa13";"HSPA13";1;NA;NA;NA;NA;NA;NA
"15462";"Nhsl2";"NHSL2";5;NA;NA;NA;NA;NA;NA
"15481";"Nipal1";"NIPAL1";1;NA;NA;NA;NA;NA;NA
"4126";"Cutal";"CUTALP";2;NA;NA;NA;NA;NA;NA
"24500";"Trabd";"TRABD";1;NA;NA;NA;NA;NA;NA
"2142";"Gm11992";"C7orf57";1;NA;NA;NA;NA;NA;NA
"21483";"Serpine2";"SERPINE2";5;NA;NA;NA;NA;NA;NA
"3000";"Cela2a";"CELA2A";1;NA;NA;NA;NA;NA;NA
"1126";"Arhgef11";"ARHGEF11";5;NA;NA;NA;NA;NA;NA
"22465";"Sorcs1";"SORCS1";5;NA;NA;NA;NA;NA;NA
"2181";"Caap1";"CAAP1";1;NA;NA;NA;NA;NA;NA
"183";"Acot6";"ACOT6";3;NA;NA;NA;NA;NA;NA
"2402";"Cbx4";"CBX4";5;NA;NA;NA;NA;NA;NA
"333";"Adcy3";"ADCY3";5;NA;NA;NA;NA;NA;NA
"391";"Adnp";"ADNP";5;NA;NA;NA;NA;NA;NA
"3771";"Cox20";"COX20";2;NA;NA;NA;NA;NA;NA
"1037";"App";"APP";5;NA;NA;NA;NA;NA;NA
"20438";"Ret";"RET";5;NA;NA;NA;NA;NA;NA
"3203";"Chaf1a";"CHAF1A";4;NA;NA;NA;NA;NA;NA
"11574";"Jade2";"JADE2";5;NA;NA;NA;NA;NA;NA
"8429";"Hcn2";"HCN2";5;NA;NA;NA;NA;NA;NA
"19467";"Prdx3";"PRDX3";2;NA;NA;NA;NA;NA;NA
"939";"Apba2";"APBA2";1;NA;NA;NA;NA;NA;NA
"14883";"Mtfp1";"MTFP1";1;NA;NA;NA;NA;NA;NA
"13366";"M1ap";"M1AP";2;NA;NA;NA;NA;NA;NA
"2212";"Cacnb2";"CACNB2";5;NA;NA;NA;NA;NA;NA
"25237";"Ubc";"UBC";5;NA;NA;NA;NA;NA;NA
"23284";"Svip";"SVIP";2;NA;NA;NA;NA;NA;NA
"3473";"Clec4a3";"CLEC4A";1;NA;NA;NA;NA;NA;NA
"3812";"Cplx1";"CPLX1";5;NA;NA;NA;NA;NA;NA
"1773";"Bod1";"BOD1";2;NA;NA;NA;NA;NA;NA
"20748";"Rnf44";"RNF44";5;NA;NA;NA;NA;NA;NA
"317";"Adamtsl4";"ADAMTSL4";5;NA;NA;NA;NA;NA;NA
"21984";"Slc35a1";"SLC35A1";2;NA;NA;NA;NA;NA;NA
"2148";"Sgk3";"C8orf44-SGK3";1;NA;NA;NA;NA;NA;NA
"943";"Apbb2";"APBB2";5;NA;NA;NA;NA;NA;NA
"25926";"Vstm2l";"VSTM2L";5;NA;NA;NA;NA;NA;NA
"24858";"Trim52";"TRIM52";4;NA;NA;NA;NA;NA;NA
"27213";"Zfp637";"ZNF32";2;NA;NA;NA;NA;NA;NA
"7145";"Gjb3";"GJB3";5;NA;NA;NA;NA;NA;NA
"25219";"Uba3";"UBA3";1;NA;NA;NA;NA;NA;NA
"7126";"Gins4";"GINS4";2;NA;NA;NA;NA;NA;NA
"17421";"Pcdhga5";"PCDHGA5";5;NA;NA;NA;NA;NA;NA
"15096";"N4bp2l1";"N4BP2L1";1;NA;NA;NA;NA;NA;NA
"3143";"Cfap45";"CFAP45";3;NA;NA;NA;NA;NA;NA
"25022";"Tspan2";"TSPAN2";3;NA;NA;NA;NA;NA;NA
"1564";"Bahd1";"BAHD1";5;NA;NA;NA;NA;NA;NA
"6821";"Fyco1";"FYCO1";5;NA;NA;NA;NA;NA;NA
"2251";"Calm1";"CALM1";2;NA;NA;NA;NA;NA;NA
"8902";"Hoxb5";"HOXB5";5;NA;NA;NA;NA;NA;NA
"11702";"Kcnj12";"KCNJ12";5;NA;NA;NA;NA;NA;NA
"25302";"Ubr2";"UBR2";5;NA;NA;NA;NA;NA;NA
"23206";"Styx";"STYX";1;NA;NA;NA;NA;NA;NA
"11842";"Kif11";"KIF11";4;NA;NA;NA;NA;NA;NA
"25221";"Uba52";"UBA52";2;NA;NA;NA;NA;NA;NA
"26329";"Zer1";"ZER1";5;NA;NA;NA;NA;NA;NA
"1590";"Bbc3";"BBC3";3;NA;NA;NA;NA;NA;NA
"17087";"Orc1";"ORC1";1;NA;NA;NA;NA;NA;NA
"267";"Adam11";"ADAM11";5;NA;NA;NA;NA;NA;NA
"23086";"Stard13";"STARD13";5;NA;NA;NA;NA;NA;NA
"2360";"Casz1";"CASZ1";5;NA;NA;NA;NA;NA;NA
"13126";"Lrba";"LRBA";5;NA;NA;NA;NA;NA;NA
"3899";"Crk";"CRK";1;NA;NA;NA;NA;NA;NA
"14037";"Miip";"MIIP";2;NA;NA;NA;NA;NA;NA
"6048";"Fam120c";"FAM120C";5;NA;NA;NA;NA;NA;NA
"13999";"Mgst3";"MGST3";2;NA;NA;NA;NA;NA;NA
"5909";"Etfa";"ETFA";2;NA;NA;NA;NA;NA;NA
"17821";"Pilrb2";"PILRA";1;NA;NA;NA;NA;NA;NA
"21776";"Slc12a6";"SLC12A6";3;NA;NA;NA;NA;NA;NA
"25512";"Uqcrfs1";"UQCRFS1";1;NA;NA;NA;NA;NA;NA
"17857";"Pitx1";"PITX1";5;NA;NA;NA;NA;NA;NA
"14543";"Mpdu1";"MPDU1";2;NA;NA;NA;NA;NA;NA
"15868";"Nup188";"NUP188";5;NA;NA;NA;NA;NA;NA
"19920";"Ptpro";"PTPRO";2;NA;NA;NA;NA;NA;NA
"7350";"Gper1";"GPER1";3;NA;NA;NA;NA;NA;NA
"13634";"Map3k13";"MAP3K13";3;NA;NA;NA;NA;NA;NA
"28243";"Zfp629";"ZNF629";5;NA;NA;NA;NA;NA;NA
