"";"logFC.6w";"logFC.8w";"logFC.10w";"logFC.12w";"logFC.14w";"logCPM";"LR";"PValue";"FDR";"logFC.WT";"module"
"Tusc3";0,141870052587444;0,421663994864395;0,786552700424449;0,751629811682047;1,39900663680482;6,64514866670826;16,6529672545764;0,00520722306522196;0,0146391403868779;0;NA
"Nr1h5";-0,158958944027229;-0,173293702323827;-3,00170803406338;0,00105888414142776;-0,707880137494474;-0,515257854753218;16,651166521531;0,00521116300872437;0,0146476904711514;0;NA
"Upk1b";1,02420441028074;-0,04396515840108;0,329405817667144;0,167183778491351;1,91343215139612;0,609827921676769;16,6502653634301;0,00521313580457451;0,0146507092438904;0;NA
"Tcea3";-0,428151488872669;0,00793160454939927;-1,41543348739331;0,101812659239757;-0,354241782578494;4,5116172659481;16,6369268708019;0,00524242152175084;0,0147304724710462;0;NA
"Fbxo24";-0,711483044965393;-0,114015800416556;0,0773215840640733;1,51141587250162;-0,535318242718159;-0,00428264631690597;16,6319820147683;0,00525331908732232;0,0147580629657498;0;NA
"Adamts15";0,91694601513789;0,313477341062162;-0,482038311771219;-0,226671894147464;-0,148682500825641;5,37441854457894;16,6316500375195;0,00525405149633411;0,0147580629657498;0;NA
"Arhgap24";-0,130066732910888;-0,529014697526111;-1,5003392201867;-0,988073762507324;-1,35900217410141;2,97395395721849;16,6301745139798;0,00525730800586695;0,0147646658331549;0;NA
"Adamtsl2";-0,235576405160185;-0,845203391754584;-2,93608298027188;-1,5397959682345;-2,03640202166764;-1,74076643522165;16,628455563724;0,00526110424700108;0,0147727819510969;0;NA
"Aire";1,9048369996751;2,039336181332;2,71666847781697;3,62793654835409;2,12813820703818;-2,11608964897114;16,6253502262796;0,00526796905809714;0,0147895101010994;0;NA
"Esco2";0,997526949278453;1,34511869851316;1,78781822233063;1,37995936112284;1,12074633248381;3,6657885156109;16,6246390008646;0,00526954255770386;0,0147913800052648;0;NA
"Drd1";0,52143249578635;-0,506258041065816;2,02782420441236;0,246846239393556;0,838243080821933;-0,743106614727536;16,623114668662;0,00527291650211324;0,0147983021667434;0;NA
"Efhd1";-0,293615417378013;-0,879582345030448;-2,23076584315136;-1,40979068452282;-1,00526368315562;1,21290623574384;16,6202341823783;0,00527929790350354;0,0148136608412993;0;NA
"Plxnb3";-0,107787517192899;-0,925799298931078;-2,53117977641207;-1,53714288509016;-1,67573545834225;-0,964513842385977;16,6160845838332;0,00528850413443383;0,0148369393100295;0;NA
"Ptgfrn";0,0198813950888687;-0,206009222340584;-0,62450078641061;-1,09312231443754;-1,17478902157066;7,121353028648;16,6154545168613;0,00528990335990688;0,0148383109217832;0;NA
"Gm47102";-0,062895253388753;0,432714145708318;0,378424619306201;1,58316302303084;-1,20897448414105;-0,388591035790677;16,613250021473;0,00529480185171658;0,0148494959020957;0;NA
"Ccdc6";0,120884055729728;0,148200170753466;-0,6589798389962;-0,643099812102882;-1,14465407326309;6,18291865488433;16,6118488838929;0,00529791754537045;0,0148556779613862;0;NA
"Msn";0,0841419782155399;-0,363391574025761;-0,535354312250103;-1,06882278083707;-1,17349644780862;6,61327615208939;16,6108981704567;0,00530003265475236;0,0148590526784423;0;NA
"Gm2115";0,000759170981242198;-0,970413459869972;-1,76427499013278;-1,560914417379;-1,08108658613867;1,32048480726015;16,6102153952394;0,00530155217422802;0,014860216061547;0;NA
"Mdm1";0,216678933832761;0,951012188953247;1,35161394184392;1,31590478642365;1,7930875286753;2,33112718671071;16,6098924861873;0,0053022709579115;0,014860216061547;0;NA
"Cttnbp2";-0,121927556216787;-0,528108828374326;-2,02180463461936;-0,793580596760248;-1,16583613771591;2,02013758316455;16,6088532796204;0,00530458483909312;0,0148641452427743;0;NA
"Zfp973";0,0434166260072961;-0,115732052339509;0,681128598279224;0,73825023149392;1,66374858174169;1,97986766470136;16,6076931194597;0,00530716919772741;0,0148688308564724;0;NA
"Zfr2";-0,693096190548885;-1,08130470882592;-2,1189022368453;-0,950383149870794;-1,90895915981223;1,03089701452974;16,6018488041035;0,00532020661864123;0,0149027956493989;0;NA
"Grin2d";0,111039758950034;-0,997282421881397;-1,22602226369144;-1,40197701688519;-1,52908148702498;1,63575650433458;16,5874030198765;0,00535256632084847;0,0149908644381151;0;NA
"Chrnb4";-0,166833054979817;-0,798624601339149;-1,82854620871129;-1,75734058489927;-1,21536357314472;1,1006482822633;16,5851243651409;0,00535768819380088;0,0150012064935589;0;NA
"Tnfrsf13c";-0,197493549378291;0,580630549978829;0,815074585650726;1,53018664376808;0,717167836484823;2,95118067831621;16,5847357165938;0,00535856226040276;0,0150012064935589;0;NA
"Tnnc1";-0,397972030244867;-0,499178987510873;0,330481722683559;1,37119252159811;2,00107244232106;-1,77608635887076;16,5845322261041;0,00535901996392598;0,0150012064935589;0;NA
"Slc30a2";-0,201588716325057;0,981211316392303;1,90048825689514;1,12311728050488;1,34146273668905;0,981903307091031;16,5801413325067;0,0053689055335124;0,0150262981106202;0;NA
"Gsdme";-0,0170060606499851;-0,45455588580782;0,577270026755851;0,14618653169539;1,25026350025565;3,10486235530577;16,5730278854161;0,00538495837935101;0,0150686388984415;0;NA
"Med4";0,0413489600782445;0,610298234607824;1,08941769302068;1,02521970621689;1,3151259730353;3,95821457138116;16,5710789937582;0,00538936459070475;0,0150783801628025;0;NA
"Acad10";-0,272040188184725;-0,696600367705385;-1,40495332246502;-1,05642682642241;-1,16933509558641;3,87328685953952;16,568091118933;0,00539612665049986;0,0150947081522478;0;NA
"Mterf1a";0,366211123453113;0,567478546056049;1,13593162578111;1,3933754982355;1,97981570920763;1,65353969859365;16,5558166225582;0,00542399284752457;0,0151700554932482;0;NA
"Kcnj11";-0,206011788253984;-0,593230071933944;-1,83081943262373;-1,09404729645632;-2,83997500964776;-1,12092952878573;16,5513122851352;0,0054342540019632;0,0151961468917482;0;NA
"Thg1l";-0,191196378313412;0,186286366124166;1,15627003735643;0,578151195274057;1,09764560237571;3,62583912329895;16,5471706311805;0,00544370565318818;0,0152187712141218;0;NA
"Rbm34";0,107451049499571;0,459397035259826;1,12585550523111;0,902752245040565;1,28895916344726;4,16454786411539;16,5469489687111;0,00544421196009473;0,0152187712141218;0;NA
"Zfp119a";0,155317084082465;0,0851540564978669;0,756755097107979;0,827688186708477;1,6186390102324;2,7092651839334;16,5417881492027;0,0054560129616707;0,0152491445945186;0;NA
"Ccdc8";-0,28618205473076;-0,842549303264259;-1,73681768612574;-1,55978529042484;-1,57410708345565;1,49133091191828;16,5398264522236;0,00546050522421916;0,0152590836884575;0;NA
"Zfp444";-0,263574093409936;-0,501342428199711;-1,52022875877368;-0,485184416000607;-1,02039685791397;4,22106403554616;16,5346177093546;0,00547245070130804;0,0152898434061229;0;NA
"Hand2";-0,390606984030914;-1,01350887344359;-1,61600612576568;-1,06091859235332;-1,09509346561281;3,44782064718909;16,5309852298541;0,0054807963379759;0,0153105364711238;0;NA
"Hamp2";-0,276507369169127;-1,0669056179892;1,22457891638832;0,642268318957587;0,86187188948363;0,722672877576536;16,5260345616029;0,00549219051441123;0,015339737043335;0;NA
"Sytl1";-0,232684789634457;-0,148845933911678;-1,36919346671316;0,245177908555918;-0,171942337370128;6,14090829115883;16,523244189999;0,00549862285475049;0,0153550715320255;0;NA
"Neurl1a";-0,0527960569026966;-0,746341358561439;-1,6617216216129;-1,23266580114112;-1,33567489506301;2,07080319698174;16,5219217382452;0,00550167392537749;0,0153609600862715;0;NA
"Atrnl1";0,1202178975139;-0,0964377660747726;-0,710877439898518;-0,896703823377026;-1,14070629331824;7,03771381132737;16,5104978705824;0,00552809914184222;0,0154320972789909;0;NA
"Sertad2";-0,144128785205902;-0,380004857504138;-1,00767679671378;-0,845327103049501;-1,31293525768661;5,61387340808952;16,5066518512307;0,00553702342233104;0,0154543633191774;0;NA
"Wnt2";0,184337726943187;-0,861706066989525;-1,97373062307998;-1,21851276256752;0,309835819139918;0,0730508723663827;16,5038778046404;0,00554346902620083;0,0154697046956126;0;NA
"Efemp1";0,406239596831877;-0,180620939770083;-0,884487827818211;-0,968874516783139;-0,261020894735857;4,39096685882414;16,5024676035125;0,00554674848834293;0,0154762068401215;0;NA
"Irf7";-1,43464189367416;-0,786863475873117;-0,298961674154248;-0,158727055796095;-0,851586355187812;7,02881599547139;16,5011982572686;0,00554970200691035;0,0154817974863321;0;NA
"Cep350";0,186038346557139;0,0964420528043709;-0,585076768448522;-0,633001891934529;-1,15561217203598;5,06285109187846;16,5007600865523;0,00555072189996704;0,015481992979032;0;NA
"Ptges3l";-0,0967873344966155;0,0980265485591263;0,563621703156039;1,25523501080614;1,4771147373107;2,17567617439608;16,4981824108662;0,00555672544105144;0,0154937477041621;0;NA
"Itga3";-0,157262805683348;-0,159124601705255;-0,0281438782665436;-0,926718705627112;-1,29672535232579;6,85031759161396;16,4978935647064;0,00555739857334774;0,0154937477041621;0;NA
"Clvs1";-0,407356090165836;-1,46757024226124;-2,49944903768219;-1,61359813330514;-1,7204775145145;-0,830438245684803;16,4976464404173;0,00555797453938247;0,0154937477041621;0;NA
"Gm35315";0,344764107500886;1,24058575860965;2,23963812418721;1,70803090448132;1,62061994245035;0,470829446046198;16,4973187193017;0,005558738440119;0,0154937477041621;0;NA
"Usp16";0,300063057275182;0,88541903468657;1,34250666007883;1,06920891137758;1,18438647053804;5,41518960539935;16,4944905273974;0,0055653350642439;0,0155094822272483;0;NA
"Ppm1n";-2,23272328197135;0,362426756926868;-0,364390443846359;0,791612367263561;1,11225355045244;-1,45580999645786;16,4908929445211;0,00557373729225116;0,0155302423698622;0;NA
"Gigyf2";0,0125033960709732;-0,217764949938804;-1,19718572637343;-0,941234408257827;-0,782897732509263;5,5319216456373;16,4876416544668;0,00558134139007891;0,0155487719463829;0;NA
"Majin";-0,411085789249972;0,464456945756599;2,09742913187331;2,01656519806811;0,468709015542582;-2,00101591056183;16,4852509784522;0,00558693914397107;0,0155617067749023;0;NA
"Awat2";-0,157039234911699;-0,64066322918787;0,492445785627935;0,840296889506866;1,71212183362739;0,0710367251143762;16,4813952604842;0,00559597882559516;0,0155842225964806;0;NA
"Mapk8ip1";-0,147794699076238;-0,812022887031546;-1,66426940302713;-1,07347275927758;-0,766061599541954;3,2246857775541;16,4803183047191;0,00559850628261601;0,015588597951254;0;NA
"Cdk12";0,0892020143274432;-0,00960711370879056;-0,520295840520404;-0,831951575173724;-1,21585309318833;4,74349479583782;16,4795485227653;0,00560031353016938;0,015590966787662;0;NA
"Gm28036";0,77097102444686;0,820568317270361;0,664765617256697;0,0713391684621433;-0,717387980744377;3,56855264814287;16,4760674400098;0,00560849331370239;0,0156110725774161;0;NA
"Rps2";-0,0531463766736644;-0,216099335529682;0,387945713077244;0,112557381987536;1,51542478960622;2,16967813860145;16,4737535354153;0,00561393693009633;0,0156219483850282;0;NA
"Gns";-0,0318508943283029;-0,279791182033195;-0,571311849665738;-1,07292419752276;-1,2529068471134;6,84737367938247;16,4735918913403;0,00561431740119603;0,0156219483850282;0;NA
"Cops4";0,070655177229827;0,096351380431103;0,825076143206855;0,307817191024122;1,23473580160364;6,67600334105664;16,4725883699623;0,00561668001089715;0,0156258549543648;0;NA
"Arhgef9";-0,0532088373112892;-0,79989073706714;-1,67695544104933;-1,18087026260224;-1,32771041894535;2,09749792583162;16,4719699809302;0,00561813637899355;0,0156272394159718;0;NA
"Tbcel";-0,204130056520515;-0,770483462995187;-1,07142548738842;-0,964371913476176;-1,31583535415644;4,36107234398953;16,4707335300622;0,00562104944921535;0,0156326746326924;0;NA
"Adra2c";-0,249639127266015;-1,07536816616976;-1,99219745247831;-0,894833704411836;-2,53223521106814;-0,748040925058115;16,4663058146417;0,00563149320729972;0,0156590479834503;0;NA
"Ankrd34a";-0,819450220293826;-1,44834810717018;-2,39321083744391;-2,11400318217012;-1,89584480162594;-1,00604009473812;16,4634563490278;0,00563822431676452;0,015675090629927;0;NA
"Sh3bp2";-0,0197511470985334;0,475982112428056;1,4335898410287;0,773172787233984;0,93078663906903;3,62195650242101;16,4616034322296;0,0056426055528865;0,0156845959263387;0;NA
"Vipr2";0,179056494829834;-0,722884597456401;-1,64128972433364;-0,884846451539314;-1,50322837835482;1,478456042918;16,4590976700825;0,00564853572893702;0,0156984027931242;0;NA
"Zswim8";-0,190360773570548;-0,289184273608564;-0,990383257027147;-0,673614440718465;-1,37856132729837;5,0726741634374;16,4576968848543;0,00565185349776729;0,0157049457916138;0;NA
"Btbd2";-0,303164885982416;-0,305280598025032;-1,29316847849384;-0,667774867759875;-1,1931781331228;5,60238699540509;16,455759072423;0,00565644635261103;0,0157150290689551;0;NA
"Tecpr1";-0,418788762950065;-0,451460212200467;-1,27746416914892;-0,777498088922278;-1,34830410864817;4,34658932330541;16,4542696031778;0,0056599790528862;0,0157202572586007;0;NA
"Uchl5";0,19239198460938;0,405742431859344;1,31646483929517;0,53179876956614;1,0465561441349;4,8066474311016;16,4540146024077;0,005660584075502;0,0157202572586007;0;NA
"Kcnc2";0,375919587528113;-0,401311038265082;-1,42853282753156;-0,948763866968303;-2,91060253892982;-1,57452431880459;16,4537459827127;0,00566122147901757;0,0157202572586007;0;NA
"Zbtb7a";-0,224385445516941;-0,297568744670823;-0,718903622334926;-0,919729860493397;-1,48959887701777;7,69141135926793;16,4478508907072;0,00567522749056683;0,0157562817249435;0;NA
"Dffb";0,362018411483798;0,900167728056636;1,66973434986151;1,48748316371301;1,57301768297872;2,39125543004723;16,4474723572557;0,00567612799318211;0,0157562817249435;0;NA
"Muc2";-0,0436087069925911;-0,396218979949103;-1,14904023264903;-0,919044397754138;-1,06586944521035;6,63831130163329;16,4442850930968;0,0056837157837398;0,0157746581431907;0;NA
"Osbpl9";0,269402347784283;0,597261837092265;1,26789081455478;0,594384937577662;1,26335528270768;6,68153162848603;16,4386667645681;0,00569711520683511;0,0158081878069779;0;NA
"Eef1akmt3";1,00907957553283;1,09388158086786;2,50920032321711;1,65217210693688;2,24314361789311;-0,25026422259224;16,4384066120798;0,00569773640282178;0,0158081878069779;0;NA
"Gabarap";0,0118836853538215;0,1479434173809;0,426913683519052;0,388663709757717;1,35602564525412;8,6073571697856;16,4373637758582;0,00570022716589868;0,0158124068761315;0;NA
"Gm48119";-0,309309790496899;0,881190369365647;0,629042838445768;1,59791493619323;-1,20702729913017;-1,00014896408792;16,4362221557535;0,00570295508701773;0,0158172822729945;0;NA
"Prxl2b";-0,778362856638278;-0,612456917042587;-0,694397827516424;0,38397831206264;0,477627655696923;3,66234222206603;16,4319369870477;0,00571320593589613;0,0158430174813043;0;NA
"Nfkbid";-0,0518851630687419;1,01135451916187;1,78462512460012;1,42501760424578;0,916348063698989;1,70867863756938;16,4312875933162;0,00571476096277343;0,0158446340692647;0;NA
"Klk1b5";-0,0781795579178423;-1,02663958856624;-2,41407159197143;-1,55208785032102;-1,82445679262509;-1,1280588087527;16,4303950781197;0,00571689883759822;0,0158478658253148;0;NA
"Mospd1";0,240468866454425;0,274043708199174;0,525194836628565;0,684544286957652;1,40730571696468;4,6058902236196;16,4194429985012;0,00574319635542144;0,0159180582542713;0;NA
"Pde6h";-0,103525985481718;0,590653232451805;0,109929495210776;1,92762522033203;1,92129795156086;-1,33251257877037;16,4189636484757;0,00574435003442185;0,0159185490583265;0;NA
"Mtres1";-0,20109889874563;-0,00149925472586457;0,426854103039683;0,483182626877542;1,18637971341113;4,35052939292069;16,4177508156945;0,00574727003756952;0,0159239336414046;0;NA
"Slc17a4";0,625187063692076;-0,0554148468148695;-1,14422127710188;0,0850595327736631;-0,215494505694166;3,83428993264362;16,4159424149572;0,00575162661221117;0,0159332960195517;0;NA
"Klhl29";-0,347119128644489;-0,841093937962556;-1,54879653828283;-1,50215350912599;-1,80240960258903;1,60408876637685;16,4125002665539;0,00575992790989213;0,015953581126804;0;NA
"Sox17";-0,0376212748810237;-0,797526077675555;-2,27228978029087;-0,981413805901131;-1,20163799207757;0,799112432595121;16,4116064428756;0,0057620854205251;0,0159568454560923;0;NA
"Gata3";-0,151833034002955;0,0461967401850364;1,34502968214224;-0,410345945884762;1,16698545304758;1,297512081955;16,4096821607654;0,00576673292568155;0,0159670030046899;0;NA
"Rps26";-0,279311043714702;-0,194486185119661;0,0755329836205929;0,359670104128734;1,13972691932245;9,24003704045114;16,396697052601;0,00579819011865867;0,0160513754983248;0;NA
"Cckar";-0,110684015178809;-1,05091507017168;-1,61105469000033;-1,6116440248221;-1,99445312182726;0,0729343730218184;16,3947948658473;0,00580281230816467;0,0160614434747978;0;NA
"4921524J17Rik";0,0175679324446361;-0,0421254892373074;0,391736690106989;0,664589718102116;1,31061195763063;3,82070651452727;16,3938677567458;0,00580506642492355;0,016064954622454;0;NA
"Znrf3";-0,102478866905765;-0,743826906516407;-1,11624026865832;-1,16135536410708;-1,40465274233625;3,30105765451338;16,3906954818557;0,00581278576256914;0,0160835864759594;0;NA
"Ovol1";-0,408048787760874;-0,683962892402261;-0,898522002755392;-0,995006445726219;-1,63211864644386;3,91019784404301;16,3896064815756;0,00581543801693424;0,01608819410659;0;NA
"Chadl";-0,30864198191033;-1,05748254072662;-2,13725166786335;-1,74239464274501;-1,11723200851243;0,646365473026286;16,387296096777;0,00582106885497715;0,0160985527132724;0;NA
"Fbf1";-0,0750896621485914;-0,340917150902748;-0,869132593064781;-0,812226177671646;-1,70740318321535;3,13047486465137;16,3869215314782;0,00582198224106384;0,0160985527132724;0;NA
"Gp1ba";-0,52884426501943;-0,787289777780273;-1,71879664543267;-0,587187053546098;-3,18906642477705;-1,15538015927789;16,3868546732498;0,00582214529108839;0,0160985527132724;0;NA
"Atp13a2";-0,280024473622859;-0,320148587286775;-1,10555918030127;-0,931962167563912;-1,25955281495243;4,87049807751432;16,3844733734265;0,00582795557350164;0,0161118853202301;0;NA
"Olfr1423";2,00252594705649;2,88798022442765;2,42972459233802;3,66836511588384;2,40327257978906;-1,98926120086862;16,3840138192946;0,0058290775190751;0,0161122542921696;0;NA
"Slc35f1";0,026020483638721;-0,930409304074908;-1,99129610007566;-1,50658595883865;-1,47514770375803;0,123602724901873;16,3833346888366;0,00583073591918065;0,0161141057108587;0;NA
"Fbln5";0,166885402820417;-0,584032815983473;-0,946917880293873;-1,24763061599413;-0,746544890482922;3,83180741185287;16,3787242211617;0,00584200660364276;0,016142516975653;0;NA
"Srebf1";-0,446485344020817;-0,251941990912223;-0,882642344519707;-0,974881777921488;-1,42293597278188;6,9804381912063;16,3770568165082;0,0058460879460818;0,0161510565290057;0;NA
"Cavin3";-0,434169533170378;-1,19809015487243;-1,31740644315238;-0,995529104473354;-0,788718867908916;5,41597956366911;16,3614196882386;0,00588449883029265;0,0162544197481393;0;NA
"Prss30";0,137237528943538;0,529858226717716;0,984525247565185;1,37691090412833;0,890826520614487;7,62714633664101;16,3607108317691;0,0058862458761514;0,0162564906440644;0;NA
"Has3";-0,0445602799044893;-0,481184519429595;-2,0677700091424;-0,337286421230378;-2,31434434408657;-0,725021386274247;16,3600831278194;0,00588779333591264;0,0162580097196978;0;NA
"Wwp2";-0,251009831011263;-0,00453592531987904;-1,1213696085756;-0,689437224649578;-1,14105432237751;7,00432153379106;16,358425214582;0,00589188244748921;0,0162665453750126;0;NA
"Zfp873";0,259785231301922;0,470733366253946;1,26263685052919;1,40686773945873;1,65836847687321;2,29608580306239;16,3571174435324;0,00589510991457546;0,0162726996795224;0;NA
"Fxyd7";-0,342667961670773;-1,30660436906759;-2,04544324434849;-2,08043345515908;-1,35843894015243;-0,23459261290897;16,3524271936156;0,00590669923386669;0,0163012726284608;0;NA
"Bcor";0,012705784592429;-0,344381081175983;-0,787249862143379;-1,01144866112312;-1,17178468505056;5,18842393112942;16,3521191404794;0,00590746119118517;0,0163012726284608;0;NA
"Mrpl45";0,321531496049162;0,674833256320502;1,22882918738216;0,798319572601851;1,34395846031545;5,25597835450701;16,3490955622586;0,00591494498141884;0,0163191610015449;0;NA
"Carm1";-0,00817198985907044;-0,151747085119588;-0,522136316232003;-0,829685515554931;-1,33135427862024;5,18399644374221;16,3427370187908;0,00593071346230118;0,0163598966721119;0;NA
"Sema4b";-0,27547340742372;-0,239794768529057;-0,576306895412163;-0,821692624204532;-1,49895485143526;5,7519493643061;16,3410909226687;0,00593480227164148;0,0163684055884528;0;NA
"Sgsh";-0,163269485485193;-0,399586823153031;-1,20008035303935;-0,894922508450766;-1,23369765265254;4,14220498065058;16,3383818525582;0,00594153743247906;0,0163842091269512;0;NA
"Tigar";-0,132723189916384;0,209864775877729;1,10631575965793;0,641982761350141;1,05807020781184;4,08722442181346;16,335650448635;0,00594833566299712;0,0164001812088723;0;NA
"Znrd1";-0,195819184055702;0,0835707803321168;0,629934380835771;0,712215473125083;1,17163246832357;4,20619004118719;16,3346383953869;0,00595085650196169;0,016404356668692;0;NA
"Gprasp2";-0,289521582000264;-0,944816192416607;-1,92973468912644;-1,82634669705329;-1,48362066441825;0,543450546040635;16,3330795050485;0,005954741449691;0,0164122904345558;0;NA
"Chrnb2";-0,125423092805323;-0,397023328097013;-1,87680764505223;-1,08620084970612;-1,47138326363356;1,46088347531641;16,329245057689;0,00596430789173062;0,0164358780448367;0;NA
"D630045J12Rik";0,293446575824197;-0,554060105215695;-0,935047313280859;-1,22558415413553;-2,04065993258502;0,473779964033804;16,3277561373372;0,00596802658955656;0,0164433457420169;0;NA
"Ankra2";0,00862004889068483;0,315777087656081;0,775781930009378;0,923363538557286;1,26651305526817;4,31927251373173;16,323776030614;0,00597797832603931;0,0164679815302418;0;NA
"Gm13722";1,74161064250405;2,45576886923758;3,39416169977893;2,27653813136479;2,70147787019897;-1,62751148325105;16,3200878130881;0,00598721467296891;0,0164906385889478;0;NA
"Il9r";-0,0796325686533907;0,897375799423402;0,0145593635178729;1,41402289312322;-0,618249893963365;1,18574046408902;16,3177969989425;0,00599295852678518;0,0165036702122991;0;NA
"Tmem246";-0,106314636041563;-0,537012388936595;-1,49633669609601;-0,533923844125966;-0,710269770314003;5,38176299250068;16,3162391463018;0,00599686766413402;0,0165116457644231;0;NA
"Pum1";0,142078925919849;-0,134207848069361;-0,733325979495462;-0,891671963711051;-1,08754979449029;4,82303518303633;16,3146854937594;0,00600076873794404;0,0165182811858514;0;NA
"Prr15";-1,01718196877927;0,206054414223066;-0,480275288254028;0,0684502465633367;-0,988926104179696;4,14044311757048;16,3144722495093;0,00600130436703142;0,0165182811858514;0;NA
"Pla2g2c";-0,127115272344387;-1,61196183299849;-1,67367574177412;0,669719293576603;-1,90895403925707;-1,89420144172144;16,3057496638055;0,00602325383800344;0,016575896937271;0;NA
"Gas2l2";-0,32775097453324;-1,17586647625146;-2,64566260148525;-1,69558291931054;-1,40310329444846;-0,817394068085264;16,303451274527;0,00602905050896069;0,0165890484969715;0;NA
"Scube3";0,127633320974819;-0,692913034373796;-1,84900519370458;-1,28970064364963;-2,08433067162807;-0,657137674938732;16,2944028732129;0,00605192399633755;0,0166491748760004;0;NA
"Il33";0,35358873122197;-0,456372270149463;0,761125459441449;-0,593439141824614;0,668768534641364;3,69079677949032;16,2861324495134;0,00607290481463386;0,0167040750048147;0;NA
"2310030G06Rik";0,124770392161424;0,188860236202409;0,435290190610205;0,709912618426879;1,41406149876473;3,84265076906786;16,2854500881998;0,00607463902534648;0,0167060260018808;0;NA
"Mfge8";-0,16555822013165;-0,590558359806022;-1,14025804526194;-0,773631979681157;-1,32517640797485;7,37341484795328;16,2818466539938;0,00608380510659972;0,0167284114773238;0;NA
"Rnf43";-0,514932588127318;-0,420864159207894;-1,06968241708073;-0,752429536926987;-1,47868851989599;4,76589835325659;16,2693864728934;0,00611560418695578;0,0168130120167615;0;NA
"Primpol";0,50172765730298;0,991114823703248;1,30917350628881;1,54687285354769;1,317937934507;3,6735581198471;16,2630795180971;0,00613176158828905;0,0168545891887203;0;NA
"Tango2";-0,0800538959600177;0,280267333526704;0,406325782511965;0,799147694430722;1,26619226516289;4,23316779652191;16,2470651207165;0,00617297507999116;0,0169650132867739;0;NA
"Eef1akmt2";-0,137848216497956;0,0810478391605922;0,682428479971715;0,863619133444163;1,41566853268601;2,97167857259196;16,2342865622778;0,00620605461115327;0,0170530495889748;0;NA
"Camk1g";0,130375830886552;-0,927597501331177;-2,60501843623556;-1,74791089896808;-0,644846395601753;-1,29162796231575;16,2310688167779;0,0062144114996495;0,0170731345768223;0;NA
"Aqp9";0,376110052293654;0,399493208000949;1,02412397978904;-0,568879103633963;2,04716172626945;-0,989763878435715;16,2184634364249;0,00624725501957244;0,0171604746914444;0;NA
"Syt7";-0,0533265606749158;-0,462586878557441;-1,1920565601046;-0,906644616905235;-1,01153649221763;4,95435741010893;16,2139809653685;0,00625897489468076;0,0171897709828638;0;NA
"Drosha";-0,0241613468806999;-0,15098610411614;-0,292841055111546;-0,990813440169494;-1,2370220387515;5,54708640615787;16,2092931005175;0,00627125471499469;0,0172183100203242;0;NA
"Sco1";0,295907513998085;0,822745816490772;1,36401189291987;0,866795538677321;1,18902501474888;5,02547293291725;16,2092075880928;0,00627147893194263;0,0172183100203242;0;NA
"Dsg2";-0,094526326987909;-0,275335201968194;-0,683320773818532;-1,12450447201522;-1,31654234547336;8,59866609743692;16,1960659623942;0,0063060298091345;0,0173102536020364;0;NA
"Gja8";-0,506756660339985;0,481524429303009;-0,256793827830497;1,37546716847464;-2,15398665504154;-1,88551845752619;16,195616097474;0,00630721583457268;0,0173105940568336;0;NA
"Vmn1r60";-0,461026176814034;0,417810183902178;0,673684746102229;1,961231251625;0,0309885077294357;-0,79860122932043;16,1930284215403;0,00631404221496915;0,0173264121387201;0;NA
"Ints9";0,175875640184524;0,258270907181977;-0,491981951242509;-0,746921614949289;-1,0119635130183;4,56607193242712;16,1910295119882;0,00631932033738505;0,0173330555174429;0;NA
"Mis18bp1";0,940098760706396;1,50983705374951;1,61623954961113;1,00160262845442;0,527850493497875;3,3048172742218;16,1909774342762;0,00631945790608175;0,0173330555174429;0;NA
"Colec10";0,019968319000834;-0,675014173099316;-0,477539890399971;-0,120935541167461;1,23425582051413;1,80876907338101;16,1909034647835;0,00631965330921248;0,0173330555174429;0;NA
"Srsf2";0,293868985274912;0,721045093790157;1,47523201135927;0,764703906517423;1,06105065545317;7,79471245962253;16,189642263843;0,006322985894489;0,0173388437257411;0;NA
"Olfr654";-0,0460184636901342;0,351188588884591;0,301752825364101;1,81164769575577;-1,20373123222209;-1,56012085224074;16,1891853292821;0,00632419371657397;0,0173388437257411;0;NA
"Gde1";-0,00822472243196564;-0,399720803618589;-1,47607128756541;-0,599884394993647;-0,443775350374957;6,35761688829358;16,1888974093088;0,00632495489529182;0,0173388437257411;0;NA
"Ebf3";-0,118313747486644;-0,856220833309297;-1,82924757288048;-1,82927049012077;-1,42860444693521;0,368958514777802;16,1854452978936;0,00633408825363709;0,0173609615830309;0;NA
"Capn13";0,229471385428259;0,849988895298581;1,37262711448005;0,453824951463221;0,358886832477364;5,96846007389244;16,1825711376762;0,00634170231219002;0,0173789084883486;0;NA
"Gm6030";-0,00398788901173989;0,192181735568036;1,54126557438436;1,71070394778613;2,13718625688273;-1,19246923428772;16,1817470440651;0,00634388709797191;0,0173815647129836;0;NA
"Mat1a";-1,02532317479488;-3,17324041883887;-2,76779272736847;-1,31984054999908;-0,887741313825941;-2,25258015615189;16,1814011621706;0,0063448042970707;0,0173815647129836;0;NA
"Asphd2";-0,62579152233186;-1,08843581446632;-2,64732079315833;-1,50218392649811;-1,43667867498186;-0,172495093658138;16,1786006088874;0,00635223547969621;0,0173989982051837;0;NA
"Lss";0,0516368849194229;0,370531937999222;0,35243884717921;-0,429099010126432;-1,03321690981187;5,71389694578397;16,1737149661215;0,00636521969229442;0,0174316332299058;0;NA
