"";"logFC.6w";"logFC.8w";"logFC.10w";"logFC.12w";"logFC.14w";"logCPM";"LR";"PValue";"FDR";"logFC.WT";"module"
"Glg1";0,0592764268019757;-0,505976297501668;-1,63983588812527;-1,96264540624988;-1,98239189345656;6,93365895086082;54,948264989507;1,33774709506678e-10;1,69823034654116e-09;0;5
"Prdx1";0,33535756640085;0,610885654093604;1,71259929136965;1,1028119366028;2,63783257888766;9,77012829456734;54,9335806768969;1,34708431135216e-10;1,70875286187083e-09;0;2
"Mmp15";-0,138046140070368;-0,648111213847906;-2,5245011338642;-1,4137290639606;-1,78623541372241;6,99417188490811;54,9293076226319;1,34981358624116e-10;1,71088347245186e-09;0;3
"Olfr166";0,426079588480962;0,785863822313995;2,58370064355787;2,2773510687701;4,46154603290979;-0,844258883172308;54,9238033890413;1,35333737084678e-10;1,71401702756818e-09;0;2
"Xlr4b";0,252963325832467;1,06543982904996;2,83429350279126;2,52109067353913;3,83174497716042;0,698538528413532;54,8847423720819;1,37860918133584e-10;1,74466845153527e-09;0;2
"Clca3a1";0,367064518657991;1,31603716221132;2,97918790671846;2,46026603908379;2,89141112790419;2,48190472118048;54,687700976905;1,51345360831827e-10;1,91383194845523e-09;0;1
"Cox7c-ps1";0,591738257033769;0,22730232936476;2,01643517459214;1,99266342366689;3,91348558879456;0,136630728174753;54,6669688426989;1,52838544201613e-10;1,93064188640367e-09;0;2
"Ddias";1,01119682725107;1,88106542244247;3,45597765050939;2,36729952509127;2,92989059858023;2,68640215905364;54,6659600342351;1,52911575174671e-10;1,93064188640367e-09;0;1
"Pno1";0,238835433221336;0,529231979563885;2,11139714719921;1,04292067790793;2,13390938551414;5,74160792537921;54,6434106823374;1,54553116771742e-10;1,94985743295619e-09;0;1
"Spats2l";0,0582152049091838;1,82479700071209;2,4388985224968;1,53161191273983;1,49306748609066;6,32309052851799;54,6317225121452;1,55410897081858e-10;1,95916289438074e-09;0;1
"Il15ra";-0,462219625155145;0,962050555472555;2,27172757866648;2,03118567369538;2,27064170614683;3,11286855223448;54,6002475495848;1,5774450141243e-10;1,98704433773e-09;0;1
"Ndufb5";0,0588658806283826;0,315188079238427;1,17693075079392;1,05321345872132;2,40037464217457;7,90009759596728;54,5618404868949;1,6063948091234e-10;2,02194867866497e-09;0;2
"Uqcrb";-0,212419179219298;0,174797430820572;0,825018104539356;1,23774151423854;2,17873427509227;6,86380580602846;54,5507610036266;1,61484421165933e-10;2,03101548225672e-09;0;2
"Phlda2";-0,353593164421062;0,642893703177752;1,99652530799144;1,6400044903099;2,92679619300628;2,25041144905237;54,5474426796191;1,61738344194711e-10;2,03264071732752e-09;0;2
"Ly86";0,00802073751978185;0,817512290376595;1,84664705126271;1,46281957364943;2,40856158782086;4,14410906666166;54,5289210420164;1,63162983238217e-10;2,04896504374648e-09;0;1
"Casp3";0,171238831638503;1,33608782917817;2,59415763824556;1,63358406685355;1,24713949177148;7,61660280683985;54,5107308848577;1,64574313007218e-10;2,06509723019064e-09;0;1
"Olfr1370";-1,42540025062356;0,964950334329847;3,15405673473377;1,02702805310374;3,37499794745375;-0,628994935797001;54,4661774253802;1,68082780767627e-10;2,10749948193256e-09;0;1
"Ostf1";-0,0625124092455265;0,480680560983609;1,18727223573496;1,24425236493964;2,38006531835634;7,64718094845488;54,4552700382631;1,68953021148717e-10;2,11678266312382e-09;0;2
"Gng5";0,193558240820418;0,495287150968994;1,35392049920143;1,19337840050449;2,50381838236744;8,09745593016749;54,4524859280431;1,69175869345638e-10;2,11794675140852e-09;0;2
"Rps16";-0,404190581606336;-0,0994545414904422;0,617453824916061;1,04000506009328;2,16562601266897;9,34578855348787;54,4268837854696;1,71238938582086e-10;2,14212946959938e-09;0;2
"P2ry10";0,328317147185216;0,791682968061282;2,24085533135915;1,95307270620745;2,41708785669934;3,85817385297875;54,3853268169499;1,74641260703888e-10;2,1830157587986e-09;0;1
"Pf4";0,558821156440291;-0,654181396149712;0,259865717392869;0,4378947214616;2,30445909536103;3,32014013836611;54,3786438683066;1,75194663855187e-10;2,18825518838279e-09;0;2
"Nrp2";-0,114872805019045;-1,06433099873714;-2,04370420003077;-2,01921748656326;-1,70738783653819;5,52754945509051;54,3742068517985;1,75563051602085e-10;2,19117744342571e-09;0;5
"Ncoa7";-0,211301488159174;0,233986978648718;1,46988147586356;0,772215744316935;2,12553779885925;4,70883593438452;54,3563440866908;1,77053962199752e-10;2,20809455536034e-09;0;2
"Ube2l6";-0,704838543829084;0,574988208147954;1,95950209714524;1,09649812462396;1,38425345107392;5,53071547624797;54,3349050260106;1,78860058331665e-10;2,22891357095271e-09;0;1
"Hspg2";-0,24688217505238;-1,16193868583724;-1,85331627271926;-2,02890388883335;-2,04914640616365;5,37250412161179;54,3193339395001;1,80183331842421e-10;2,24368854777041e-09;0;5
"Zmiz1";-0,165072807053721;-0,583563373682159;-2,05942626737188;-1,76496191126756;-1,99385635944933;6,40202651622407;54,1976275229792;1,90868565112871e-10;2,37492947430518e-09;0;5
"Gtf2h5";-0,176957482931943;0,140439662079673;0,931707794601551;1,21526362547378;2,15247218402739;5,35690955614054;54,1855686002388;1,91961111398551e-10;2,38670184271272e-09;0;2
"Hsbp1";0,0530543558312079;0,26122815264049;1,02489861325361;1,02886015800987;2,33927977401938;7,24427661408591;54,1595434245001;1,94340323320225e-10;2,4144415168595e-09;0;2
"Ndufa3";-0,0743450749735799;0,223769016022984;0,607989428516573;1,18492165626152;2,20388244337996;5,67334960138209;54,154822170382;1,94775081290368e-10;2,41799986674257e-09;0;2
"Cisd2";0,144828327587825;0,473409331566453;1,59157132543837;1,26247399389791;2,35697561654269;6,76981849043266;54,1436169316619;1,95810807835697e-10;2,42900773799228e-09;0;2
"Pigbos1";0,0745470372088151;0,510608196141807;1,12957033370728;1,6328954877655;2,69445836009787;3,28091527585281;54,018849015632;2,077214111978e-10;2,57479772055068e-09;0;2
"Fgfr3";-0,244982421475735;-1,28540717113643;-2,82230253793764;-0,994498078453455;-1,56822549673499;4,27538431272185;54,0032878322324;2,09256742380963e-10;2,59185782736299e-09;0;3
"Zswim7";-0,400521988720668;0,380214348267349;1,41894823557595;1,11100282093599;2,62161697995144;2,92835065358946;53,9956184976463;2,10017591440246e-10;2,5993065607259e-09;0;2
"Uros";0,0113186095522109;0,522750655148593;1,47412694625283;1,59647757729413;2,4551465930429;3,89815019636242;53,9850160174107;2,11073976192077e-10;2,61039894683676e-09;0;2
"Psmg3";0,0182986298193162;0,348954992077933;1,53371425899842;1,23589550959784;2,36425091938365;4,09127253364513;53,9705856998791;2,12520274199991e-10;2,62629300186493e-09;0;2
"Mydgf";-0,14226529767127;0,299575340762285;1,35077018080528;1,16334844881245;2,21117686658038;6,60598283966377;53,9514513180254;2,14453304408247e-10;2,64817338019275e-09;0;2
"Ube2b";0,181039134388962;0,447577351187856;1,26266674148898;1,29026334269002;2,43303218414643;7,35989114479523;53,9214867089091;2,17515757016431e-10;2,68395672927163e-09;0;2
"Gm28035";-2,13255655063673;-2,2420510721014;-7,9646418911667;0,0618292991234992;-1,65829292171666;-0,880410132730915;53,9039093461646;2,19332471759872e-10;2,70432624030704e-09;0;3
"Rpl27";-0,31264546541629;0,0143349250974324;0,931040035448705;1,08745415174062;2,21884700863522;8,9137739008315;53,8750853263928;2,22344418154687e-10;2,73939079056796e-09;0;2
"Ube2a";0,240140447081392;0,719655237595392;1,54673003843523;1,28367532763342;2,46067387659353;6,4056385058864;53,8712016549841;2,22753382413913e-10;2,74235659618338e-09;0;2
"Txn1";0,166303904854081;0,894807600614664;1,5037974463291;1,67234674179349;2,66219591629193;10,2629820382424;53,8247244520865;2,27706228125571e-10;2,80121624033721e-09;0;2
"Cd74";0,0541922208165364;2,17474915755052;2,40639105723362;2,31969527217658;1,77924503454981;11,3240157461325;53,817642351109;2,28470520473028e-10;2,80849885649349e-09;0;1
"Pde9a";-0,0946022316683561;0,922847253078114;1,91769556448728;1,24078711285604;2,3240551904003;8,02618242318385;53,7925895541793;2,31194792269171e-10;2,83984560210059e-09;0;1
"Arhgdib";0,0346613362538976;0,810909085902709;1,6545852783279;1,38163830783512;2,36212523272988;6,25957195967781;53,7677503380518;2,33927838095526e-10;2,87125283204599e-09;0;1
"Fcf1";0,168769753224344;0,518181194371828;1,47107217232071;0,934723127562926;2,35664224277596;5,43382249593959;53,7584224408303;2,34962487774908e-10;2,8817822052152e-09;0;2
"Fcgr1";0,222742439975028;1,27769546869736;2,78451732983458;1,16262222448918;2,65435742494537;2,75003240655909;53,7516184617113;2,35720063653791e-10;2,88890002823819e-09;0;1
"Pde6a";-1,40686834648039;-2,20674176514378;-4,33805787930962;-2,67183505110601;-2,82189372749858;0,737282982819758;53,6985201389189;2,41716536425765e-10;2,96016494646128e-09;0;3
"Serf1";0,210652916420321;-0,224169624660309;0,383451135508506;1,01193725118883;2,44712289620423;3,27598618985167;53,687289045133;2,43004254018744e-10;2,97325540614639e-09;0;2
"Ighv2-5";4,12936333778209;1,21366477031359;1,29312025395937;2,00992545054449;4,10978661301262;-0,34322307910518;53,6860192577775;2,43150273398352e-10;2,97325540614639e-09;0;2
"Pin1";-0,223100287225818;0,0564060269338822;1,31755203219298;1,00410512124283;2,07089578072889;5,43479310978064;53,6320204228889;2,49441581045069e-10;3,04789937858667e-09;0;2
"Ifit3";-2,12352755719603;-1,03871607650496;0,816509693049916;-0,882343448665448;-1,3211687244862;3,47561910542162;53,6298672393414;2,49695784565019e-10;3,04872006622457e-09;0;4
"Cd300a";0,423646599987675;1,12208628339761;2,28593969899893;1,55029250046051;2,93645799899776;3,13511510375201;53,6144112549284;2,51528111880125e-10;3,06879358057338e-09;0;1
"Ptprb";-0,173323803459158;-1,27926643899434;-2,3373762028478;-2,07879993760231;-1,74529894133462;3,87690143496784;53,5674730581876;2,57175347817687e-10;3,13534642440411e-09;0;5
"Ndufa1";-0,282500153239585;-0,211327867268801;0,292539689074013;1,15501712856086;1,92602211170007;5,76913023533215;53,49655302547;2,65948777374018e-10;3,23988420866703e-09;0;2
"Sipa1l3";-0,369579470599349;-0,815649914727435;-2,12082406610154;-1,84815339116234;-2,1263327845219;6,78259045784983;53,4933759115245;2,66348728624057e-10;3,24233329094259e-09;0;5
"Bloc1s1";-0,249579270629245;-0,0224977863170406;0,388883286743939;0,858831790524179;2,05216683481932;5,12930293477548;53,4815464996068;2,67843159662747e-10;3,25809216604684e-09;0;2
"Sdhaf2";0,208796460735488;0,652347984494265;1,60892647588562;1,36668623549406;2,40883000328151;5,89776083565607;53,4705236636917;2,69243223913739e-10;3,27268049947349e-09;0;2
"Trim12a";-0,411395169058495;0,0208544059540558;2,96504811833045;1,95803688490993;3,96314124185804;-1,10717770274368;53,4533390683012;2,71440503817391e-10;3,29693011343031e-09;0;1
"Dnajc5b";-0,295458292186014;1,48121882658759;3,35211785927068;2,46216187050048;4,42082732452809;-0,987313843775579;53,4335917908307;2,7398755961808e-10;3,3253888471889e-09;0;1
"Itln1";2,05281333346445;1,55379112657581;2,38741740623963;3,46931744886969;4,92466682949252;-0,448597299087451;53,4157466362313;2,76309781165768e-10;3,35107844717412e-09;0;1
"Epb41l1";-0,222259092414816;-0,771268845891869;-2,5118642461712;-1,6025551625373;-1,5928117453523;5,21635272844432;53,4072878169859;2,77417393070627e-10;3,36201004241726e-09;0;5
"Nampt";-0,37768036700702;0,693027130645703;2,17933277521359;1,02851225707677;1,56635011024127;7,41117948354235;53,3972230828394;2,78741059316913e-10;3,37554180302056e-09;0;1
"0610009B22Rik";0,225482477877006;0,378949838544576;1,20936115499968;1,32004788490331;2,39459248708627;4,54468285025777;53,3583340230347;2,8391505112913e-10;3,43368518363406e-09;0;2
"Mrpl50";0,182347930248808;0,375334639827684;1,33467065421041;1,30762306995427;2,35097637321402;5,88481321199221;53,3579720430516;2,83963658131209e-10;3,43368518363406e-09;0;2
"Gm8113";0,0114597743277942;0,311411312308512;1,00210554968337;1,35318215532009;2,4093643660651;3,91888677980865;53,3046669409557;2,91212917217844e-10;3,51873280255808e-09;0;2
"Fgfr1op";0,480730019825885;1,08418785310664;2,24366926949142;1,84538150732933;2,35981119676254;4,78236387927849;53,2911561847159;2,93079469017632e-10;3,53866321850919e-09;0;1
"Gm44805";0;3,49883607215574;3,17912615124547;5,34686898925955;6,84275126375947;-2,59511455060349;53,2440924725213;2,99675174126171e-10;3,615622012033e-09;0;2
"Gcsh";0,075458562768981;0,172874153031978;1,47497813946858;0,997005031270161;2,20759300373518;5,69561039066183;53,2418856387408;2,99988058535662e-10;3,61671993648765e-09;0;2
"Srsf3";0,263888973014965;0,767519167018195;2,04767887054032;1,40705560736531;2,42135397096759;8,18697648295872;53,228209597598;3,01934326882306e-10;3,63749410804256e-09;0;1
"Psmc6";0,16468643603158;0,560492553303892;1,82949716616623;1,19771944296385;2,3216940495731;7,24732149480255;53,2149936023579;3,03827094728161e-10;3,65759353328584e-09;0;1
"Lst1";-0,150371788428054;0,344996748084197;1,89292315160788;0,900819680699248;2,70059576763176;2,61156201579564;53,2002380796987;3,05954342144037e-10;3,68048396822716e-09;0;2
"Rgs1";1,2482813427305;0,783877496020924;1,98919714893523;2,05652001119811;3,06907604403668;3,37115984742017;53,1986102269451;3,06189931769771e-10;3,680601687203e-09;0;2
"Prdx4";0,348128449739918;0,550683202861862;1,12430674534263;1,03687536434341;2,4605766870872;5,87419113229917;53,1315812581049;3,16049444394648e-10;3,79631978160115e-09;0;2
"Adm";0,0107595431313478;1,0168976320369;2,25582790974742;1,1187398421848;2,03611570348137;4,27375843742749;53,1189434663346;3,17943567200321e-10;3,81625931175643e-09;0;1
"Ndufa12-ps";0,0639957007289628;0,208607314918663;1,04059379725519;0,792989613052576;2,24966664821972;5,35801751898907;53,0767538003988;3,24349259970465e-10;3,8902817788952e-09;0;2
"Vcpkmt";-0,0902060098460356;0,332055781012619;1,41916147933205;1,04574406404412;2,23995356480988;4,44182165615871;53,0146039509031;3,3402082183129e-10;4,0033377910662e-09;0;2
"Gnl3";0,526206758806058;0,805706916492156;2,37635829340478;1,44561959322485;2,13736230394904;4,98774542687262;53,0075722559188;3,35133033866157e-10;4,01371671713326e-09;0;1
"Ifi213";-0,554837581729236;1,31357146579898;3,69075854799105;2,8924435136122;3,85666454277761;-0,582098814457035;52,9863200461693;3,38517033836594e-10;4,05126846662003e-09;0;1
"Olr1";-0,592627637827168;0,341658432531503;4,02228403425396;2,09334213192517;3,1836923377561;-1,27084908601955;52,9826744857558;3,39100934537522e-10;4,05527896769011e-09;0;1
"Rpl31";-0,491421557889617;-0,128248938871694;0,543616546518413;1,13410710676912;1,98599527250853;8,00274724285811;52,9656901359594;3,41834552110219e-10;4,08497302008547e-09;0;2
"Emc4";-0,18597952887434;0,204196224410269;1,22692481613427;0,86151456717223;2,14825115913994;5,64155867958854;52,9589740036915;3,42921564763449e-10;4,09496080999577e-09;0;2
"Tra2a";0,65491784928505;1,32332305309029;2,48813462333407;1,97892770166282;2,28901815877446;5,85119943461134;52,9346798840801;3,46882473777146e-10;4,1392271761109e-09;0;1
"Mamdc2";0,297605415076332;-1,03312557641052;-2,27577384630533;-2,19974030312351;-1,66983949383542;3,04680530012854;52,8233269485254;3,65629632929602e-10;4,35973885643929e-09;0;5
"Tank";0,390155945938405;1,18338126512386;1,97889184026444;1,70193160369765;2,49221826331539;5,99920577786942;52,7673977450157;3,75423774953653e-10;4,4732511196963e-09;0;1
"Nol12";-0,0827123505184031;0,15450784805641;1,30124761799449;0,956659787770272;2,15979907969419;5,01270296691983;52,7578599042556;3,77119945850773e-10;4,49017904847889e-09;0;2
"Pdgfrb";-0,291237192445191;-1,12166705101498;-2,1171611073943;-2,1871683347231;-1,93624963738587;4,02575580795889;52,7203882130972;3,83858113780305e-10;4,56707098877297e-09;0;5
"Coq2";-0,192200923289941;-0,0912104931949863;1,02478083923764;1,19138877796806;2,02857370541163;5,22594425292094;52,6638565475289;3,94251641102136e-10;4,68730981033174e-09;0;2
"Bcap29";0,185224153716256;0,177525331655603;1,71218926737327;0,879397283942631;2,14185982737496;4,90241625233645;52,6435603453178;3,98051269955419e-10;4,72903476696307e-09;0;1
"Serpinb6b";0,391228720951267;0,834074301148603;2,32192642005528;1,98339741988783;2,68774147400918;3,27281601478723;52,6391384528178;3,98883922489201e-10;4,73547555467879e-09;0;1
"Ctsf";-0,385036192913483;-1,54361729658932;-2,51201499836532;-2,22453247685648;-1,6205484399808;3,67887711799568;52,6342123359764;3,9981356817568e-10;4,74305761372895e-09;0;5
"Tmem14c";0,0392514030642111;0,429238866176012;1,45777727410079;1,22762709331696;2,32249761047347;7,34406777341558;52,6230413413088;4,0192975059202e-10;4,76469449792722e-09;0;2
"Prr12";-0,272849369094912;-1,08240291545802;-2,05829377628455;-1,85119846327415;-2,09005898982764;4,41734126661643;52,5893482797385;4,0838033578612e-10;4,83764496607104e-09;0;5
"Gm10131";1,93840611574425;2,47598959314878;4,07428763646993;2,27621615072144;1,33389894181018;1,54393797648634;52,5566017497298;4,14748668689844e-10;4,90951583125959e-09;0;4
"Bola1";-0,136569405769313;0,0527525213469866;0,989518293199734;1,10923136255019;2,15957802184245;4,45785442769719;52,4921536620943;4,27572954320167e-10;5,05764815342432e-09;0;2
"Ccnc";0,542595666877965;1,05525825415758;2,23532894773602;1,55536409727995;2,38782707789386;5,13043018898689;52,4477145586798;4,36645441738935e-10;5,16121878197581e-09;0;1
"S100a4";-0,323257445256736;-0,139598347766996;0,202962112985515;1,40599537468709;2,18696951010621;3,28847574731295;52,442193381756;4,37785951755731e-10;5,17095000986842e-09;0;2
"Sptssb";2,07277193146904;4,56799891051203;2,47746658800546;5,00513992628729;6,02968232114567;-1,58827045956529;52,428608332111;4,40604886650106e-10;5,20047766285063e-09;0;1
"Cyp2s1";-0,171430149673036;-0,0343954716830732;-2,54839102014979;-1,03978170688729;-1,39319315180281;6,50032542610039;52,4195122673388;4,42502460188013e-10;5,21909558687743e-09;0;3
"Gm50364";4,72799584482886;0;6,75638732812281;6,06528041000311;3,68644300277143;-2,28147712652898;52,2943827577886;4,69449193563477e-10;5,5329152965182e-09;0;1
"Mtfr2";0,889687592601;2,10364856130753;3,52898461784478;2,60341020508661;3,25264371435193;2,04983158553251;52,2829554946409;4,71990182133838e-10;5,55884390807916e-09;0;1
"Htra3";-0,0156523920982463;-0,971206978633229;-2,26875317800432;-1,74078986686924;-1,4146011307367;4,99742399467049;52,2662524860032;4,757290036588e-10;5,59568555525756e-09;0;5
"Clca1";0,102221880507326;-1,46771314226452;-2,23746615360108;-1,5881083360599;-1,84066128054436;11,1108542373489;52,265914696145;4,75804918993066e-10;5,59568555525756e-09;0;3
