"";"logFC.W1";"logFC.W2";"logFC.W3";"logFC.W4";"logFC.W5";"logFC.W6";"logFC.W7";"logCPM";"LR";"PValue";"FDR";"logFC.W0";"module"
"Pisd-ps1";-0,109000891838558;0,248156515898618;-0,161828292315056;1,24723936756602;0,199674072961553;1,27115783854983;1,51639920941946;-0,943563836726793;17,3232711421199;0,0154264741200135;0,0345540712515817;0;NA
"Dkc1";-0,00135848091680508;0,335810527553394;0,441995006866875;0,470507402919678;0,48488785259447;0,755898599969775;0,58437536781048;5,0569293260307;17,3219142240721;0,0154342787345141;0,0345666282427395;0;NA
"Ddt";0,0774897251476209;0,137753954529845;0,315955246160407;0,576966414170877;0,73316975397813;0,508461511398459;0,37711317130727;5,30365945559785;17,3213159842868;0,0154377208396479;0,0345694127675465;0;NA
"Ltbp2";-0,358928459978896;-0,36421073183302;0,104882549858249;0,0887948999259025;-0,22227291771378;0,0482741212942467;1,35156360579138;-0,14385194711053;17,3200454215446;0,0154450337338377;0,0345799129918706;0;NA
"Adamtsl3";0,399682554819994;0,16542471029127;0,363637983527014;-0,335385209237022;-0,595820483798062;-0,817203199886716;-1,315027609464;0,308584145246233;17,3197370922314;0,0154468088628614;0,0345799129918706;0;NA
"Mrnip";0,33886578837901;0,516270316177971;0,638051489138653;0,200952111107415;-0,565849905118912;-0,613262270425511;-0,722012530580718;0,864822487697762;17,3084379705086;0,0155119951809833;0,0347208980972978;0;NA
"Dagla";-0,0070942414267707;-0,468148801297619;-0,568556617949089;-0,721946706803377;-0,625165562426639;-0,808338516054583;-0,510920683691247;3,83276602688128;17,3049219625373;0,0155323330425294;0,0347614718995939;0;NA
"Mtor";-0,0817367786337343;-0,0369653866638658;-0,207733391053073;-0,723097141367234;-0,587195105536821;-0,337285641673446;-0,19075733391263;5,3840757025798;17,302349272768;0,0155472305259347;0,0347898602802085;0;NA
"Syngr3";0,173108105984758;-0,713435246209015;-0,235607809323605;-0,692006279602136;-1,05011712713408;-1,27297254785848;-1,29122857178909;0,44621557460082;17,3007450746562;0,0155565267360919;0,0348057084594901;0;NA
"Eif4g1";-0,0218217138418441;-0,0708551927074319;-0,0365931271474136;-0,31173045045877;-0,353519253678564;0,285959633240256;0,483720167190035;8,50611085525722;17,296657056839;0,0155802404812559;0,0348538049012955;0;NA
"Tmc3";0,0199454713645535;-0,246229844597755;-0,296296781952898;-0,881443398875259;-1,06390512807685;-1,14876836641486;-1,31801069914748;0,766013394498641;17,293756809241;0,0155970851253695;0,0348865233092985;0;NA
"Med31";-0,00227033240074891;0,095155528830931;-0,00347161726480133;0,69199913841107;0,915858340789575;0,313655434433632;0,0311778839718274;2,78166222653569;17,2908957454405;0,015613719212781;0,034918761516834;0;NA
"Cdkn2c";0,254948098826385;0,647063328637664;0,438567746349126;0,213650848487877;-0,221925796196592;0,153207612258972;-0,152265456783521;4,18804407089363;17,2855838943382;0,0156446469486613;0,0349829525425762;0;NA
"Lig1";0,243795205789926;0,659474959667987;0,583341015663083;0,522995974915448;0,155420994284702;0,711057889043993;0,410059986424571;5,71543658150871;17,283670432512;0,0156558022050842;0,0350029184113103;0;NA
"Zfat";-0,066252849462604;0,105168210565937;-0,127224618188339;-0,680894581925069;-0,750330119488417;-0,432033157566399;0,569009109091512;1,91202902202413;17,2807109636066;0,015673070504151;0,0350365440731213;0;NA
"Zfp598";-0,0470047831855264;0,0731076672006499;-0,0434369719970091;0,10371385179129;0,130553742545955;0,427908362385982;0,62996290819358;5,93117877545568;17,2800396537259;0,0156769900789142;0,0350403238585001;0;NA
"1700056E22Rik";0,925696976282653;1,03842539760682;1,56014806896197;1,75627978624072;1,98816040105896;1,79539063113038;1,5548614457312;0,155144534578491;17,2788423596294;0,0156839830371312;0,0350509710461658;0;NA
"Tbc1d32";-0,0844599325934895;-0,25567546088433;-0,37144083789632;-0,751799665393886;-0,600833126373337;-0,843949590970112;-0,68250803356689;3,69788445520324;17,2764533322819;0,0156979453679914;0,0350771883279648;0;NA
"Prkab2";0,239742432740687;-0,137061886371447;-0,193390166460126;-0,335225774068319;-0,289251341318363;-0,602574479756387;-0,838062728900021;3,42091667572294;17,2613167533168;0,015786684878922;0,0352685016871575;0;NA
"Mss51";-0,541566863303871;-0,532049738695376;-0,328643569037572;0,830370492411794;0,865515211947646;1,35911202335319;1,40652403882317;-1,75217646584946;17,2610846129182;0,0157880495404029;0,0352685016871575;0;NA
"Wdr93";-1,21059642053716;-0,666244164200668;-1,25274780393639;-1,53045690037786;-1,26613842882902;-2,68330632580825;-2,28859740743621;-1,65536607541855;17,2603159287895;0,0157925691332159;0,0352709306341133;0;NA
"Rab36";0,0729529036602309;-0,353123957898717;-0,758917811907101;-0,778913698541385;-1,6350324556042;-1,23196101327573;-1,30355673485642;-0,0849471578735281;17,2601366017724;0,0157936236906346;0,0352709306341133;0;NA
"Ch25h";-0,108817731421166;0,2448327015913;0,93637733516985;1,26731332451057;-0,126188993963245;1,28743588295119;0,678882010198631;0,00749761211986873;17,2591432858046;0,0157994662396039;0,0352789672232713;0;NA
"Trim34b";0,0278849079895689;0,853604332265256;0,538959828489124;0,889279419622718;1,18928884096008;0,849625152643648;1,08357721103004;1,95329873110652;17,2515718224484;0,0158440683467239;0,0353735362890077;0;NA
"Odf2";0,0855221601660924;0,568895772290981;0,479383507012934;0,475249773038068;0,198892042331832;0,718650406981816;0,65653665151239;4,89227746744908;17,2499006392844;0,0158539291472686;0,0353905259198292;0;NA
"Abtb2";-0,119137313419225;-0,196553633495465;-0,208726495573521;-0,905268823941079;-0,131379210904365;-0,54163861298662;-0,368707255424662;4,45355976472041;17,2443950627872;0,0158864561703902;0,035454983487923;0;NA
"Aspa";-0,152949702593482;-0,0511388714588685;0,210705782529291;0,763565757616646;0,871316605552815;0,535821759178498;0,734722136800306;2,33347888120656;17,2442499250569;0,0158873145065779;0,035454983487923;0;NA
"Colgalt1";0,0280963886685615;0,00533335630342674;0,257978642515543;0,439487842303414;0,558444714011258;0,521682715864012;0,589872362384475;5,29740413134775;17,2376624422746;0,0159263190946714;0,0355369839350587;0;NA
"Thoc2l";0,345327930971607;0,250482193264767;0,165131723190912;0,507288356788654;0,820532251772183;0,918592147077531;1,27285058557152;1,85890901480713;17,2352252909644;0,0159407726355959;0,0355641872253212;0;NA
"Nup88";0,0490706608131441;0,302091697035018;0,369417994286115;0,503149244372238;0,494594949003793;0,677767082620504;0,668168274187362;5,60662917380991;17,2341785653455;0,0159469840875803;0,0355729971374769;0;NA
"Gen1";0,0533408962657735;0,757103143029976;0,665518081619904;0,634583612674431;0,857946770077861;1,04891042821686;1,1601174537798;2,27446839415911;17,2331249501884;0,0159532387542568;0,0355819009355122;0;NA
"Slc25a1";0,140159447966543;0,292434077120634;0,333889815937549;0,518197115304658;0,534290143971001;0,710623216861428;0,742076494840008;7,23136386006223;17,2281243738211;0,0159829560218084;0,0356431254716131;0;NA
"Cklf";0,210953084237782;0,193363511216437;0,209075532527856;0,926640733843461;1,05294328088055;0,667640286778037;0,610395897950978;2,57465105335346;17,2203863959819;0,0160290450999743;0,0357408377622742;0;NA
"Angpt1";0,556990411883652;0,380019606921171;0,135631355018175;0,211072757962706;-0,304037650387516;-0,666611310929675;-1,02077345510867;0,962085527249862;17,2167401509853;0,0160508068316129;0,0357842860190894;0;NA
"Tmem125";-0,0800669221099467;-0,412492906738992;-0,209927037237266;-0,163686826955791;0,356041310233096;0,144500534068023;0,468251775192107;4,08029120410241;17,2059926792583;0,0161151145364223;0,0359225621354929;0;NA
"Prickle3";-0,381134604308648;-0,0577243886506808;-0,263793597544976;-0,528643643418248;-0,947813794876629;-0,832179365999175;-0,795965065426657;2,96703774124286;17,204451851477;0,0161243542197251;0,0359380630908021;0;NA
"Chmp5";0,038570612230589;0,0323765217745507;0,16463594682747;0,387512961370226;0,713475009423426;0,442590419188462;0,308186417043056;6,73434001050964;17,1895457564908;0,0162140008506131;0,0361327457651792;0;NA
"4430402I18Rik";-0,0252236370588101;-0,532071261677107;-1,12775319668615;-1,39262451821733;-1,37177865872665;-1,22643952432187;-1,33727436906682;-0,11481521317447;17,1827960021642;0,0162547506142829;0,036218422499682;0;NA
"Echs1";0,0399807121536508;-0,0482750751212;0,0616502482842617;0,0941824138002497;-0,00951389449536509;-0,472678288782666;-0,641147026397682;7,41552904521462;17,1821390351158;0,0162587220799219;0,0362221380955835;0;NA
"Tbxa2r";-0,157969872626791;-0,365374435735765;0,278415486662752;-0,362784790074901;-0,95831553831905;-0,681979846408461;-1,46541215223755;0,726956051685185;17,1785139232108;0,0162806530725967;0,0362658582611738;0;NA
"Cep170b";0,0035099404610041;-0,182375476848234;-0,289925301100612;-0,654747451838376;-0,518171919327782;-0,312140079039319;0,0189426449881438;6,24361773024076;17,1737949173802;0,0163092440936413;0,0363243994390464;0;NA
"Fsd1";0,415750273108107;-0,345507547700045;-0,0341030041254074;-0,852740305165795;-1,24899461757602;-0,673782379797797;-2,4987870359352;-1,53260537706211;17,1679472979488;0,0163447394478693;0,0363982993766858;0;NA
"Slc25a37";0,0754722023956438;-0,0637673453762931;-0,185393206936721;0,396268535854936;0,401638475986837;0,236764587152231;0,714294337070067;4,01379782323879;17,1623177757847;0,0163789805030089;0,0364693855641277;0;NA
"Pcdhb14";0,159880790078369;-0,176962721189452;-0,832619681460305;-0,745572838503242;-1,17463798933628;-1,49248744142181;-0,932780361098208;0,231568351848557;17,1611168848652;0,0163862936560787;0,0364805025291517;0;NA
"Dpm3";-0,00853489494617976;-0,0329041220042435;0,10536917001313;0,306261371915805;0,461901427480646;-0,146125387095334;-0,385915516732099;5,08334689153442;17,1583025688634;0,01640344439767;0,0365093964346424;0;NA
"Syngr4";-0,491201720280561;0,963529086342236;0,758770084734424;0,10458994806107;-0,520163461364384;-0,160094358853937;-1,54408502683669;-1,24720169058246;17,1581981000878;0,0164040813707689;0,0365093964346424;0;NA
"Cntln";0,243308241548636;0,181111796931624;-0,520081076508199;-0,622683138138362;-1,17587558563071;-0,476410118969082;-0,790858178076484;1,28136801770822;17,1578442991365;0,0164062387616556;0,0365093964346424;0;NA
"Mphosph9";0,396326284990484;0,588860932249552;0,486180784003346;0,644758921951964;0,340944165968362;0,87381238711382;1,2145781569339;2,80380903272933;17,1539638933939;0,0164299182743803;0,0365569169416653;0;NA
"Rev3l";0,00224616720789955;-0,0883078606233037;-0,374968710050386;-0,830018909364621;-0,635932424286472;-0,533953160455776;-0,150024076485307;3,82665120163675;17,1465667299463;0,0164751484684083;0,0366523679383493;0;NA
"Cdh17";0,167819917631289;0,33280195491624;0,384286529571911;0,501887419963984;0,856272051828846;0,59864781161369;0,774864028183394;9,48514297068693;17,1416830630085;0,0165050748204136;0,0367137501876829;0;NA
"Crispld2";0,166598725844051;0,122649713164016;0,126084184577606;-0,0737878962437561;-0,23345973973347;-0,33838967898884;-0,826950314226134;3,65688026697112;17,1409067339006;0,0165098368144917;0,0367191476018444;0;NA
"Gm3336";0,0421092369711763;0,00180041277138796;-0,169166066124565;-0,406723720803776;-0,139757020447829;-0,742790192212633;-0,50900879855474;4,54181846687549;17,1393792375656;0,0165192102831391;0,0367347983128023;0;NA
"6820431F20Rik";-0,0832552939199905;0,0822937589579997;-0,0662007144118563;0,145676988933534;0,390090153875391;0,408898080109824;0,572061031406406;6,23110632430301;17,1368159730591;0,0165349511325514;0,0367646021363278;0;NA
"Lrrn2";0,185565011027168;-0,101709176240345;-0,088758542671561;-0,669098934224523;-1,47843991336167;-0,8762326616842;-1,09572234854874;0,319814826284489;17,1327416421874;0,0165600007703362;0,0368150922102978;0;NA
"Leo1";0,0133305198803873;-0,0102594682955251;0,0422374343102183;-0,115839507920929;0,254017021527461;0,533574682224095;0,584049654096525;4,70573157978716;17,1254907229265;0,0166046700609881;0,0369091789479506;0;NA
"Vmn2r13";-0,468306769129762;-0,605335360010132;-0,902381193330951;-2,08924357704156;-1,17308783366829;-0,877684868504629;-3,3185546692295;-1,71829864021151;17,1138045096593;0,0166769047337708;0,0370645032830569;0;NA
"Gm43540";0,666487570726927;0,79588668092305;-0,446385408835628;1,32092120745617;1,88395553876386;1,34522718437781;1,86223863149533;-1,52702888857061;17,1112846228837;0,016692519823701;0,0370939641933891;0;NA
"Pltp";-0,42447462278061;-0,0847285205687809;-0,291416120530184;-0,45612175120587;-0,87376261472417;-0,399718712325462;-0,831645485905376;3,84347479838842;17,1054018655058;0,0167290280027306;0,0371698386459766;0;NA
"Atp2b1";0,0821461304815533;0,0217998152798608;-0,0538890941593661;-0,619498605860724;-0,363726835465198;-0,505307508739845;-0,0239077783302459;7,43644348510013;17,1015444711294;0,0167530081391079;0,0372178598223901;0;NA
"Zfp516";-0,0919277859124592;0,0645506913578082;0,0012927498416915;-0,354368201047526;-0,911024296503874;-0,385955036869243;-0,496994299497899;3,61047911021682;17,0984102705708;0,0167725165342635;0,0372559345792159;0;NA
"Cdhr2";-0,338964970274965;0,0195200737598864;-0,148118558033078;-0,536263680406883;-0,564318748562857;-0,568047191595434;-0,667513332891989;8,20305496529978;17,0966601116972;0,0167834195705993;0,0372735216830425;0;NA
"Dctpp1";0,00350288493121268;0,153130503587297;0,339275656431707;0,616639430089006;0,63240655349388;0,310911659879699;0,0296115532354295;5,01856183282777;17,0963783066993;0,0167851757738164;0,0372735216830425;0;NA
"Sh2b2";0,148279265437864;-0,164081777529703;0,494227670520778;0,600305405481879;0,337230653652097;0,900528890274729;1,53563664461573;0,299974796105367;17,0798344717292;0,0168885840422087;0,0374978559965548;0;NA
"Per3";-0,172957302295244;-0,336565875455056;-0,580690977671358;-0,441311483841693;-0,828426232614766;-1,09494480502211;-0,997668099265213;2,543563096382;17,0762881337066;0,0169108295072644;0,0375419459916988;0;NA
"Cenpp";0,376393986426072;0,994552007260672;0,853720871883675;0,926369304281336;0,593654546777088;0,520358922523339;0,0955906112715823;2,8163809495114;17,0683381063457;0,0169607999032805;0,037647564037749;0;NA
"Atg4d";0,0572886275189358;0,0742119258157846;0,166265456668465;0,477638866919721;0,680944181678568;0,444675599833943;0,399952972685542;6,40915475488736;17,0633385472617;0,0169922969565509;0,0377121531268906;0;NA
"Setd2";0,00977934249053369;-0,0694509182392201;-0,0331055153642726;-0,674146528234082;-0,404370382333889;-0,192228859046557;0,116845882157582;5,50326130996763;17,0624825888013;0,0169976950491607;0,0377172344479382;0;NA
"Shmt1";0,267702077207777;0,12983569048569;0,216876459717817;-0,0814666477549557;-0,324035436808508;-0,267074611101249;-0,373818907836032;5,89586360401398;17,0622147492245;0,0169993845120271;0,0377172344479382;0;NA
"Cacna2d3";-0,124761263778284;-0,667555238214316;-0,711977317963219;-0,496374379746789;-0,844359469233554;-1,55874912676312;-2,40039605208676;-0,861597793844852;17,0590623240992;0,017019281219965;0,0377560518329743;0;NA
"Gxylt1";0,214815247191806;0,109181372249114;0,0893834534565545;-0,0951111100969408;0,264278229063625;0,355885436018491;0,718821492172267;5,19463320165136;17,0567068184629;0,01703416260396;0,0377837336991336;0;NA
"Ormdl1";-0,112155607490334;-0,154915914588648;-0,195793786598396;0,263788632690711;0,582021902387945;-0,00114119344301291;-0,0426436971137567;4,78465459115673;17,0555272321222;0,0170416195364114;0,0377949417903033;0;NA
"Rbm7";0,14305659332105;0,149000930625717;0,138951142154129;0,534875630658615;0,728793459114863;0,20743703731292;0,170919049982132;5,78440875409172;17,0514613700462;0,0170673463321704;0,037846659948432;0;NA
"Yars2";0,114763620973626;-0,0309946897232042;0,224902573430685;0,579835818212661;0,651241306781748;0,618944260913851;0,687670666950571;3,87073565470487;17,0461730409138;0,0171008636579445;0,0379156365012273;0;NA
"Ccser1";0,0331886802359371;0,317391206369509;0,256827474528554;0,497741882508846;0,608505848557869;0,790993415944407;0,700188508312067;4,09979573593409;17,0417866458003;0,0171287121015467;0,0379720264608739;0;NA
"Ndufc2";0,0409327858527551;-0,0270347395894785;0,0979527198856533;0,406795919440578;0,523837235280688;0,0158950025999592;-0,248571747945541;6,7468376949067;17,0264425673476;0,0172264691398113;0,0381833565227848;0;NA
"Rpl13a";0,0270812563592408;0,0226934698292398;-0,0149360551804967;0,479795794011149;0,720148048425341;0,142230206787371;-0,0793899743353411;10,4052920348804;17,0233340672901;0,0172463379957229;0,0382220081715188;0;NA
"Polr3g";0,183523764032183;0,0241557077980582;0,201823396309765;0,352554281012975;0,532640555965367;0,760758468332066;0,719939608371929;4,01488899879126;17,0223381310859;0,0172527084181398;0,0382307373854819;0;NA
"Anapc10";0,0107030958599969;0,00273261310185028;0,0226483338448238;0,488495278844847;0,909112518640308;0,206733027851286;0,137301116554259;3,27101933668151;17,021010347608;0,0172612049591921;0,0382441747982551;0;NA
"Naa15";0,142890759051977;0,237610076173265;0,373761709103262;0,353831959906224;0,481746360256776;0,656102189918124;0,730586271972536;5,91085472985553;17,011372707843;0,0173229961496331;0,0383756721804329;0;NA
"Atrx";0,0899103011999469;-0,00612954367483565;-0,0980607261036243;-0,540013451104724;-0,53766203125807;-0,424027059801019;-0,141867419923157;5,60974518301813;17,0064832512531;0,0173544251106937;0,03843988047201;0;NA
"Cdh11";0,131830771413084;-0,149191394250641;0,101166680246494;-0,109652555667706;-0,270123462281234;-0,307097607540918;-1,0780466292691;2,92628328724876;17,0044814170392;0,0173673083697368;0,0384629979136501;0;NA
"Smim6";0,142158479481954;-0,32939164812146;-0,236963747763709;-0,0317365072685991;0,353224856196394;-0,148081272111004;-0,369545596190565;6,01505585738336;16,9982979021697;0,017407161321405;0,0385458296190322;0;NA
"Dnaic1";-0,239243707416;-0,0563391255184044;-0,345579188444392;-0,69142076358807;-1,29495695431494;-1,14576001786687;-2,00514988157189;-0,561493322450479;16,9978985311867;0,0174097382715765;0,038546106901243;0;NA
"Ncoa6";0,0231314510660775;-0,0837704037587265;-0,260399352210544;-0,669010708476227;-0,529505499063677;-0,341010879780151;-0,0299202754056158;5,34044018416593;16,9973575669239;0,0174132294347947;0,0385484079377418;0;NA
"Dipk2a";0,0309373084227062;-0,16774006179672;-0,409452050061515;-0,647316991438445;-0,488999580079942;-0,694395120644603;-0,606892730788403;4,13198837852244;16,9918443435696;0,0174488475699838;0,0386218191602543;0;NA
"Krtcap3";0,0444650442776239;0,391011285838861;0,447134628784715;0,507900434555479;0,645557800923058;0,0589033055683531;0,146245306618806;6,07571591297426;16,9911586187103;0,0174532825373629;0,038626197642514;0;NA
"Naip1";0,130681667380449;0,315141608729317;0,268619859567891;0,120721679391986;0,612988682382599;0,480035020334839;0,768809161565611;7,61697491379785;16,9900696369653;0,0174603277989171;0,038636350971791;0;NA
"Myc";0,410844845428254;0,886181384790793;0,680755132309145;0,64114883388996;0,47683340174721;0,696886973260806;0,444248664964128;5,10388081754105;16,9872464216533;0,0174786054461776;0,038671353057248;0;NA
"Haus6";0,183187675720445;0,479245115559321;0,589494624950697;0,588434034245051;0,637627646288799;0,946569972435561;0,939356625518501;3,49686169472483;16,9834404289642;0,0175032744808892;0,0387204842252061;0;NA
"Rps6ka5";0,236510902594822;0,118286385094744;-0,173594775001717;-0,508867926516107;-0,644407757178669;-0,922288335499625;-0,709634441057105;2,04233933628039;16,9787399380909;0,0175337870731951;0,0387825267817634;0;NA
"Ccdc186";0,173312023529547;-0,128415722749327;-0,21207654626236;-0,527666705764995;-0,174651399584495;-0,188851100103371;0,275873598512606;5,84319705118766;16,9748277372991;0,0175592211953112;0,0388333205278777;0;NA
"Galnt5";0,32083115942393;0,117131445722143;0,230911040668874;-0,289096103907452;-0,262341839686898;-0,357304713896198;-0,258875016760744;4,85869074568208;16,97409975334;0,0175639578617936;0,0388383327008605;0;NA
"Bysl";0,19076537959575;-0,0816011517539188;0,244605958986994;0,40959352287373;0,463840880213053;0,595859902740411;0,630329744414023;5,00267660090489;16,966488406119;0,0176135543978891;0,0389425259799765;0;NA
"Srrt";0,0600523415173569;0,395671747237024;0,375295578716951;0,438944330414394;0,244289799877373;0,642710223398535;0,691112294173435;6,2231016353404;16,9655541821153;0,0176196511022482;0,0389505279287888;0;NA
"Septin7";0,0512983503061202;0,167523033326539;0,210611481601055;0,470147052643135;0,72869618373389;0,436974134348635;0,502447250687978;6,89852556506705;16,9645011280695;0,0176265256946222;0,0389505428042315;0;NA
"Ciao3";0,0798421829108427;-0,0391223550898862;0,134053296089774;0,485303956811615;0,643118922886993;0,49692717429028;0,522246943386586;4,64900555924492;16,9644875999613;0,0176266140260053;0,0389505428042315;0;NA
"Tmem39a";0,403705907127111;0,300134692841551;0,526130964541366;0,718945038101864;0,782905612503773;0,666306829020088;0,809891822363726;4,63415360640852;16,9644146748839;0,0176270901954018;0,0389505428042315;0;NA
"Gm7334";-0,0279587424848724;-0,552545046516445;-0,114096670644437;0,525350445023187;0,332421585387982;0,896868809174397;-0,0473257578751554;1,66531680075499;16,9554301335857;0,0176858491662277;0,0390748904709713;0;NA
"Nipal4";0,778013014280202;0,708324099143261;0,789426205263175;0,569696744306354;0,140351988857151;1,12136903437913;-0,648488283278665;0,711996060963909;16,9377553984618;0,0178019866719743;0,0393259567875201;0;NA
"Chrm4";-0,159448060797978;0,148821945914923;-0,510105215738502;-1,36578160961962;-1,35762606145477;-2,27139561563293;-1,04312800284999;-1,61286960982881;16,9366306910455;0,0178094014341001;0,0393368094052994;0;NA
"Rab34";-0,169681086442943;-0,347937692070753;-0,235468538010483;-0,285755428269635;-0,679628409852051;-0,690446991515195;-1,38999251838779;2,17422683177029;16,932172457896;0,0178388217737027;0,0393962573291408;0;NA
"Foxl1";-0,335501376337471;-0,265335906995817;0,0409695669495434;-0,541267155314972;-1,14561608779457;-1,4167225244199;-0,746363240513494;0,998035891140593;16,9312579357782;0,0178448625140575;0,039400586648279;0;NA
"Ahr";0,0677618584338522;-0,206185603695386;-0,30950472595223;-0,644295828201431;-0,664926778891743;-0,652764235470573;-0,306318086764136;4,14883067840513;16,9311169011572;0,0178457942706013;0,039400586648279;0;NA
"Golim4";-0,176003126421502;-0,323585666820284;-0,394969942511728;-0,767110984465206;-0,677250078950649;-0,50350278057547;-0,387585243590664;5,66569115095467;16,9293979712972;0,0178571542405556;0,0394201318407771;0;NA
"Pde12";0,242663773936808;0,159414449336334;0,384204769401518;0,499843427116721;0,598133063769436;0,675824850278253;0,870325148643939;4,22633514616971;16,9258220459435;0,0178808086756464;0,0394668080862717;0;NA
"Auh";0,162856736982192;0,156177447389982;0,329033436079619;0,247295782042626;0,226080449783901;-0,360512644206338;-0,431375307986626;4,48086196358025;16,9216295170908;0,017908579865845;0,0395225565203278;0;NA
"Cox5b";0,00116097191218856;0,00376682964962453;0,206928649316519;0,571419536762123;0,729130164360794;0,405206406955035;0,242588843943194;8,72904641109195;16,9101844107839;0,0179846010456593;0,0396847575634885;0;NA
"Chst7";-0,242137445850009;-0,542024903749955;-0,208601866527249;-0,65937067996254;-2,01263060570022;-1,30314511413639;-1,27451012190444;-0,436268168641583;16,9093349689652;0,0179902554696913;0,0396916638358808;0;NA
"Mgst2";-0,0421922465938394;-0,0347551119754782;0,182803719462914;0,351152251810727;0,300706307839447;-0,220226737858735;-0,372314142513969;5,88199924360124;16,9077471567905;0,0180008294924465;0,0397094206931729;0;NA
"Laptm4b";-0,219265703770543;-0,335637742172226;-0,650468377123994;-0,519112400864645;-0,490618821048916;-0,549364360285341;-0,753156023633572;5,88984759173735;16,9038623538548;0,0180267252485067;0,0397609672218045;0;NA
"Golt1a";-0,629388841306993;-0,0804160382840372;-0,272644083577093;-0,269813142937263;-0,401391044245301;-0,610729811155712;-1,04844499398905;3,36631693710188;16,8934379004235;0,0180963890406853;0,0399090234952523;0;NA
"Tusc3";0,104134142023168;0,130430493908914;0,0406166654972671;0,150852701969197;0,278298360273038;-0,388076567976823;-0,415898750722519;6,5517706153701;16,8929101289884;0,0180999227978278;0,0399112182647193;0;NA
"Rab5if";-0,079083338847394;-0,256170883263962;-0,0968153107760616;0,366694637061483;0,505596868841098;0,154063596946671;0,03195238192845;7,04699164105612;16,8919162924341;0,018106578932408;0,0399202964486493;0;NA
"Tubgcp4";-0,0192077553808845;-0,0287618882049017;-0,103452853425106;0,0360698448728138;0,103442891449699;0,248000709341127;0,650367564956666;5,50246989915391;16,8772635795615;0,0182049849073537;0,040130146697133;0;NA
"Cracr2b";-0,114214534867942;-0,314712052232836;-0,369530486625906;-0,558889241423519;-0,453236991002441;-0,599398063737742;-0,781035274859199;5,15783438492263;16,8769843208986;0,0182068653091623;0,040130146697133;0;NA
"N4bp1";0,0323628432846813;0,263123674574749;0,243517378481183;0,128395237774894;0,267864461551801;0,376351103392255;0,76548756187017;5,84198460682775;16,8741602445762;0,0182258917504841;0,0401629576312611;0;NA
"Ahdc1";-0,32457014207373;-0,0620258169665553;-0,278816670799833;-0,622234274801666;-0,834113677520109;-0,398771009226042;-0,153674090106198;4,50483142284166;16,8740165109717;0,0182268606219977;0,0401629576312611;0;NA
"Cep135";0,230568632525917;0,495608730506927;0,284667574391168;0,161168639538139;0,266963038396337;0,813467075331821;1,13722655350202;2,4652736932865;16,8728992883698;0,0182343932049812;0,0401732463638577;0;NA
"Sox5";0,121015326302785;-0,116183200066689;-0,542936173222617;-1,50824409945567;-0,88564320667473;-0,913099505893035;-1,27329768324696;0,0528006533634258;16,8725660825418;0,0182366403319458;0,0401732463638577;0;NA
"Plekhg3";-0,106112649629312;-0,00839619041160534;-0,326950583245411;-0,451798429097747;-0,133462585529528;-0,145011419694907;0,374616372273219;5,73161974226733;16,8606587218444;0,0183171162474617;0,0403448727434285;0;NA
"Rbm43";-0,027060118335478;0,281095543168536;0,373235819850528;0,786089581308017;0,677190984159315;0,458787852763341;0,10166247526366;3,90482489724526;16,8602059118216;0,0183201832225253;0,0403459757143218;0;NA
"Suco";0,143768773445372;0,387774258294827;0,313986778005931;0,521268501124547;0,590698629302286;0,710700167127304;0,725225057981976;5,08323695826368;16,8596185030467;0,0183241625904124;0,0403490874294768;0;NA
"Col4a2";0,0689995110097422;-0,132385196724592;-0,0137565047195476;-0,492082110098807;-0,383032329288809;-0,216645308169581;0,278954521542986;5,73414984651524;16,854116741701;0,0183614739017428;0,0404255836273913;0;NA
"Zfp493";-0,564405801825819;-0,791595725000427;-0,52145391545711;-0,576535071008847;-1,35974611668583;-1,68030241213397;-1,59081832238408;0,21793500136706;16,8461903153034;0,0184153556496796;0,0405385356376734;0;NA
"Steap1";0,0407180024831224;0,264093815815866;0,461972077672436;0,634835321836347;1,01504129334524;0,577209653104431;0,975467209677431;2,5592926517446;16,8450371611987;0,0184232070063907;0,040550141474797;0;NA
"Tnr";0,270782766619233;-0,354543047992008;-0,732487050141523;-1,13037697072673;-1,22000961097356;-2,08274498381971;-1,54125987847561;-1,3792508665106;16,8439127444515;0,0184308657679647;0,0405613202133177;0;NA
"Brd4";-0,00580992383470089;0,0747882456569092;-0,110279223569684;-0,535217109221989;-0,576670473548407;-0,30795619986002;-0,0896512475078654;6,33966474367482;16,838270131951;0,0184693451548678;0,0406385600769012;0;NA
"Myo5b";0,0375537589881104;-0,0531486097054774;-0,057772975746094;-0,499910719914466;-0,183859956652142;-0,0117442424144818;0,428410833240235;7,1140407032725;16,838008259781;0,0184711328272189;0,0406385600769012;0;NA
"Zfp319";0,0545109129036581;-0,131010975650986;-0,220415319181191;-0,70473279867226;-0,688089706748365;-0,514776643942826;-0,239652298468745;4,13261523148596;16,8335824727373;0,018501370401169;0,0406993907159898;0;NA
"Fbxw7";0,154643490042452;0,077342009129388;0,161446260309837;0,160901923228485;0,515111018984539;0,616924452630009;0,897399756001608;3,49669665072894;16,8297849941539;0,0185273528088053;0,0407508451119246;0;NA
