"";"gene"
"15468";"Ighv1-58"
"15469";"Ighv1-59"
"15470";"Ighv1-6"
"15471";"Ighv1-60"
"15472";"Ighv1-61"
"15473";"Ighv1-62"
"15474";"Ighv1-62-1"
"15475";"Ighv1-62-2"
"15476";"Ighv1-62-3"
"15477";"Ighv1-63"
"15478";"Ighv1-64"
"15479";"Ighv1-66"
"15480";"Ighv1-67"
"15481";"Ighv1-69"
"15482";"Ighv1-7"
"15483";"Ighv1-71"
"15484";"Ighv1-72"
"15485";"Ighv1-74"
"15486";"Ighv1-75"
"15487";"Ighv1-76"
"15488";"Ighv1-77"
"15489";"Ighv1-78"
"15490";"Ighv1-8"
"15491";"Ighv1-80"
"15492";"Ighv1-81"
"15493";"Ighv1-82"
"15494";"Ighv1-84"
"15495";"Ighv1-85"
"15496";"Ighv1-9"
"15497";"Ighv10-1"
"15498";"Ighv10-2"
"15499";"Ighv10-3"
"15500";"Ighv10-4"
"15501";"Ighv11-1"
"15502";"Ighv11-2"
"15503";"Ighv12-1"
"15504";"Ighv12-2"
"15505";"Ighv12-3"
"15506";"Ighv13-1"
"15507";"Ighv13-2"
"15508";"Ighv14-1"
"15509";"Ighv14-2"
"15510";"Ighv14-3"
"15511";"Ighv14-4"
"15512";"Ighv15-1"
"15513";"Ighv15-2"
"15514";"Ighv16-1"
"15515";"Ighv2-1"
"15516";"Ighv2-2"
"15517";"Ighv2-3"
"15518";"Ighv2-4"
"15519";"Ighv2-5"
"15520";"Ighv2-6"
"15521";"Ighv2-6-8"
"15522";"Ighv2-7"
"15523";"Ighv2-8"
"15524";"Ighv2-9"
"15525";"Ighv2-9-1"
"15526";"Ighv3-1"
"15527";"Ighv3-2"
"15528";"Ighv3-3"
"15529";"Ighv3-4"
"15530";"Ighv3-5"
"15531";"Ighv3-6"
"15532";"Ighv3-7"
"15533";"Ighv3-8"
"15534";"Ighv4-1"
"15535";"Ighv4-2"
"15536";"Ighv5-1"
"15537";"Ighv5-10"
"15538";"Ighv5-11"
"15539";"Ighv5-12"
"15540";"Ighv5-12-4"
"15541";"Ighv5-13"
"15542";"Ighv5-15"
"15543";"Ighv5-16"
"15544";"Ighv5-17"
"15545";"Ighv5-18"
"15546";"Ighv5-19"
"15547";"Ighv5-2"
"15548";"Ighv5-21"
"15549";"Ighv5-3"
"15550";"Ighv5-4"
"15551";"Ighv5-5"
"15552";"Ighv5-6"
"15553";"Ighv5-7"
"15554";"Ighv5-8"
"15555";"Ighv5-9"
"15556";"Ighv5-9-1"
"15557";"Ighv6-1"
"15558";"Ighv6-2"
"15559";"Ighv6-3"
"15560";"Ighv6-4"
"15561";"Ighv6-5"
"15562";"Ighv6-6"
"15563";"Ighv6-7"
"15564";"Ighv7-1"
"15565";"Ighv7-2"
"15566";"Ighv7-3"
"15567";"Ighv7-4"
"15568";"Ighv8-1"
"15569";"Ighv8-11"
"15570";"Ighv8-12"
"15571";"Ighv8-13"
"15572";"Ighv8-2"
"15573";"Ighv8-3"
"15574";"Ighv8-4"
"15575";"Ighv8-5"
"15576";"Ighv8-6"
"15577";"Ighv8-7"
"15578";"Ighv8-8"
"15579";"Ighv8-9"
"15580";"Ighv9-1"
"15581";"Ighv9-2"
"15582";"Ighv9-3"
"15583";"Ighv9-4"
"15584";"Igkc"
"15585";"Igkj1"
"15586";"Igkj2"
"15587";"Igkj3"
"15588";"Igkj4"
"15589";"Igkj5"
"15590";"Igkv1-110"
"15591";"Igkv1-117"
"15592";"Igkv1-122"
"15593";"Igkv1-131"
"15594";"Igkv1-132"
"15595";"Igkv1-133"
"15596";"Igkv1-135"
"15597";"Igkv1-35"
"15598";"Igkv1-88"
"15599";"Igkv1-99"
"15600";"Igkv10-94"
"15601";"Igkv10-95"
"15602";"Igkv10-96"
"15603";"Igkv11-106"
"15604";"Igkv11-125"
"15605";"Igkv12-38"
"15606";"Igkv12-41"
"15607";"Igkv12-44"
"15608";"Igkv12-46"
"15609";"Igkv12-89"
"15610";"Igkv12-98"
"15611";"Igkv13-84"
"15612";"Igkv13-85"
"15613";"Igkv13-87"
"15614";"Igkv14-100"
"15615";"Igkv14-111"
"15616";"Igkv14-126"
"15617";"Igkv14-130"
"15618";"Igkv15-103"
"15619";"Igkv16-104"
"15620";"Igkv17-121"
"15621";"Igkv17-127"
"15622";"Igkv17-134"
"15623";"Igkv18-36"
"15624";"Igkv19-93"
"15625";"Igkv2-109"
"15626";"Igkv2-112"
"15627";"Igkv2-137"
"15628";"Igkv2-95-2"
"15629";"Igkv3-1"
"15630";"Igkv3-10"
"15631";"Igkv3-12"
"15632";"Igkv3-2"
"15633";"Igkv3-3"
"15634";"Igkv3-4"
"15635";"Igkv3-5"
"15636";"Igkv3-7"
"15637";"Igkv3-9"
"15638";"Igkv4-50"
"15639";"Igkv4-51"
"15640";"Igkv4-53"
"15641";"Igkv4-54"
"15642";"Igkv4-55"
"15643";"Igkv4-57"
"15644";"Igkv4-57-1"
"15645";"Igkv4-58"
"15646";"Igkv4-59"
"15647";"Igkv4-61"
"15648";"Igkv4-62"
"15649";"Igkv4-63"
"15650";"Igkv4-68"
"15651";"Igkv4-69"
"15652";"Igkv4-70"
"15653";"Igkv4-71"
"15654";"Igkv4-72"
"15655";"Igkv4-74"
"15656";"Igkv4-78"
"15657";"Igkv4-79"
"15658";"Igkv4-80"
"15659";"Igkv4-81"
"15660";"Igkv4-86"
"15661";"Igkv4-90"
"15662";"Igkv4-91"
"15663";"Igkv4-92"
"15664";"Igkv5-37"
"15665";"Igkv5-39"
"15666";"Igkv5-43"
"15667";"Igkv5-45"
"15668";"Igkv5-48"
"15669";"Igkv6-13"
"15670";"Igkv6-14"
"15671";"Igkv6-15"
"15672";"Igkv6-17"
"15673";"Igkv6-20"
"15674";"Igkv6-23"
"15675";"Igkv6-25"
"15676";"Igkv6-29"
"15677";"Igkv6-32"
"15678";"Igkv7-33"
"15679";"Igkv8-16"
"15680";"Igkv8-18"
"15681";"Igkv8-19"
"15682";"Igkv8-21"
"15683";"Igkv8-24"
"15684";"Igkv8-26"
"15685";"Igkv8-27"
"15686";"Igkv8-28"
"15687";"Igkv8-30"
"15688";"Igkv9-120"
"15689";"Igkv9-123"
"15690";"Igkv9-124"
"15691";"Igkv9-129"
"15692";"Iglc2"
"15693";"Igll1"
"15694";"Iglon5"
"15695";"Iglv1"
"15696";"Iglv2"
"15697";"Iglv3"
"15698";"Igsf1"
"15699";"Igsf10"
"15700";"Igsf11"
"15701";"Igsf21"
"15702";"Igsf23"
"15703";"Igsf3"
"15704";"Igsf5"
"15705";"Igsf6"
"15706";"Igsf8"
"15707";"Igsf9"
"15708";"Igsf9b"
"15709";"Igtp"
"15710";"Ihh"
"15711";"Iigp1"
"15712";"Ik"
"15713";"Ikbip"
"15714";"Ikbkb"
"15715";"Ikbke"
"15716";"Ikbkg"
"15717";"Ikzf1"
"15718";"Ikzf2"
"15719";"Ikzf3"
"15720";"Ikzf4"
"15721";"Ikzf5"
"15722";"Il10"
"15723";"Il10ra"
"15724";"Il10rb"
"15725";"Il11"
"15726";"Il11ra1"
"15727";"Il11ra2"
"15728";"Il12a"
"15729";"Il12b"
"15730";"Il12rb1"
"15731";"Il12rb2"
"15732";"Il13"
"15733";"Il13ra1"
"15734";"Il13ra2"
"15735";"Il15"
"15736";"Il15ra"
"15737";"Il16"
"15738";"Il17a"
"15739";"Il17b"
"15740";"Il17c"
"15741";"Il17d"
"15742";"Il17f"
"15743";"Il17ra"
"15744";"Il17rb"
"15745";"Il17rc"
"15746";"Il17rd"
"15747";"Il17re"
"15748";"Il18"
"15749";"Il18bp"
"15750";"Il18r1"
"15751";"Il18rap"
"15752";"Il19"
"15753";"Il1a"
"15754";"Il1b"
"15755";"Il1f10"
"15756";"Il1f5"
"15757";"Il1f6"
"15758";"Il1f8"
"15759";"Il1f9"
"15760";"Il1r1"
"15761";"Il1r2"
"15762";"Il1rap"
"15763";"Il1rapl1"
"15764";"Il1rapl2"
"15765";"Il1rl1"
"15766";"Il1rl2"
"15767";"Il1rn"
"15768";"Il2"
"15769";"Il20"
"15770";"Il20ra"
"15771";"Il20rb"
"15772";"Il21"
"15773";"Il21r"
"15774";"Il22"
"15775";"Il22ra1"
"15776";"Il22ra2"
"15777";"Il23a"
"15778";"Il23r"
"15779";"Il24"
"15780";"Il25"
"15781";"Il27"
"15782";"Il27ra"
"15783";"Il2ra"
"15784";"Il2rb"
"15785";"Il2rg"
"15786";"Il3"
"15787";"Il31"
"15788";"Il31ra"
"15789";"Il33"
"15790";"Il34"
"15791";"Il3ra"
"15792";"Il4"
"15793";"Il4i1"
"15794";"Il4ra"
"15795";"Il5"
"15796";"Il5ra"
"15797";"Il6"
"15798";"Il6ra"
"15799";"Il6st"
"15800";"Il7"
"15801";"Il7r"
"15802";"Il9"
"15803";"Il9r"
"15804";"Ildr1"
"15805";"Ildr2"
"15806";"Ilf2"
"15807";"Ilf3"
"15808";"Ilk"
"15809";"Ilkap"
"15810";"Iltifb"
"15811";"Ilvbl"
"15812";"Immp1l"
"15813";"Immp2l"
"15814";"Immt"
"15815";"Imp3"
"15816";"Imp4"
"15817";"Impa1"
"15818";"Impa2"
"15819";"Impact"
"15820";"Impad1"
"15821";"Impdh1"
"15822";"Impdh2"
"15823";"Impg1"
"15824";"Impg2"
"15825";"Ina"
"15826";"Inafm1"
"15827";"Inca1"
"15828";"Incenp"
"15829";"Inf2"
"15830";"Ing1"
"15831";"Ing2"
"15832";"Ing3"
"15833";"Ing4"
"15834";"Ing5"
"15835";"Inha"
"15836";"Inhba"
"15837";"Inhbb"
"15838";"Inhbc"
"15839";"Inhbe"
"15840";"Inip"
"15841";"Inmt"
"15842";"Ino80"
"15843";"Ino80b"
"15844";"Ino80c"
"15845";"Ino80d"
"15846";"Ino80e"
"15847";"Inpp1"
"15848";"Inpp4a"
"15849";"Inpp4b"
"15850";"Inpp5a"
"15851";"Inpp5b"
"15852";"Inpp5d"
"15853";"Inpp5e"
"15854";"Inpp5f"
"15855";"Inpp5j"
"15856";"Inpp5k"
"15857";"Inppl1"
"15858";"Ins1"
"15859";"Ins2"
"15860";"Insc"
"15861";"Insig1"
"15862";"Insig2"
"15863";"Insl3"
"15864";"Insl5"
"15865";"Insl6"
"15866";"Insm1"
"15867";"Insm2"
"15868";"Insr"
"15869";"Insrr"
"15870";"Ints1"
"15871";"Ints10"
"15872";"Ints12"
"15873";"Ints2"
"15874";"Ints3"
"15875";"Ints4"
"15876";"Ints5"
"15877";"Ints6"
"15878";"Ints6l"
"15879";"Ints7"
"15880";"Ints8"
"15881";"Ints9"
"15882";"Intu"
"15883";"Invs"
"15884";"Ip6k1"
"15885";"Ip6k2"
"15886";"Ip6k3"
"15887";"Ipcef1"
"15888";"Ipmk"
"15889";"Ipo11"
"15890";"Ipo13"
"15891";"Ipo4"
"15892";"Ipo5"
"15893";"Ipo7"
"15894";"Ipo8"
"15895";"Ipo9"
"15896";"Ipp"
"15897";"Ippk"
"15898";"Iqca"
"15899";"Iqcb1"
"15900";"Iqcc"
"15901";"Iqcd"
"15902";"Iqce"
"15903";"Iqcf1"
"15904";"Iqcf4"
"15905";"Iqcf5"
"15906";"Iqcf6"
"15907";"Iqcg"
"15908";"Iqch"
"15909";"Iqcj"
"15910";"Iqck"
"15911";"Iqgap1"
"15912";"Iqgap2"
"15913";"Iqgap3"
"15914";"Iqsec1"
"15915";"Iqsec2"
"15916";"Iqsec3"
"15917";"Iqub"
"15918";"Irak1"
"15919";"Irak1bp1"
"15920";"Irak2"
"15921";"Irak3"
"15922";"Irak4"
"15923";"Ireb2"
"15924";"Irf1"
"15925";"Irf2"
"15926";"Irf2bp1"
"15927";"Irf2bp2"
"15928";"Irf2bpl"
"15929";"Irf3"
"15930";"Irf4"
"15931";"Irf5"
"15932";"Irf6"
"15933";"Irf7"
"15934";"Irf8"
"15935";"Irf9"
"15936";"Irgc1"
"15937";"Irgm1"
"15938";"Irgm2"
"15939";"Irgq"
"15940";"Irs1"
"15941";"Irs2"
"15942";"Irs3"
"15943";"Irs4"
"15944";"Irx1"
"15945";"Irx2"
"15946";"Irx3"
"15947";"Irx4"
"15948";"Irx5"
"15949";"Irx6"
"15950";"Isca1"
"15951";"Isca2"
"15952";"Iscu"
"15953";"Isg15"
"15954";"Isg20"
"15955";"Isg20l2"
"15956";"Isl1"
"15957";"Isl2"
"15958";"Islr"
"15959";"Islr2"
"15960";"Ism1"
"15961";"Ism2"
"15962";"Isoc1"
"15963";"Isoc2a"
"15964";"Isoc2b"
"15965";"Ist1"
"15966";"Isx"
"15967";"Isy1"
"15968";"Isyna1"
"15969";"Itch"
"15970";"Itfg1"
"15971";"Itfg2"
"15972";"Itga1"
"15973";"Itga10"
"15974";"Itga11"
"15975";"Itga2"
"15976";"Itga2b"
"15977";"Itga3"
"15978";"Itga4"
"15979";"Itga5"
"15980";"Itga6"
"15981";"Itga7"
"15982";"Itga8"
"15983";"Itga9"
"15984";"Itgad"
"15985";"Itgae"
"15986";"Itgal"
"15987";"Itgam"
"15988";"Itgav"
"15989";"Itgax"
"15990";"Itgb1"
"15991";"Itgb1bp1"
"15992";"Itgb1bp2"
"15993";"Itgb2"
"15994";"Itgb2l"
"15995";"Itgb3"
"15996";"Itgb3bp"
"15997";"Itgb4"
"15998";"Itgb5"
"15999";"Itgb6"
"16000";"Itgb7"
"16001";"Itgb8"
"16002";"Itgbl1"
"16003";"Itih1"
"16004";"Itih2"
"16005";"Itih3"
"16006";"Itih4"
"16007";"Itih5"
"16008";"Itih5l-ps"
"16009";"Itk"
"16010";"Itln1"
"16011";"Itm2a"
"16012";"Itm2b"
"16013";"Itm2c"
"16014";"Itpa"
"16015";"Itpa-ps1"
"16016";"Itpa-ps2"
"16017";"Itpa-ps3"
"16018";"Itpk1"
"16019";"Itpka"
"16020";"Itpkb"
"16021";"Itpkc"
"16022";"Itpr1"
"16023";"Itpr2"
"16024";"Itpr3"
"16025";"Itpripl1"
"16026";"Itpripl2"
"16027";"Itsn1"
"16028";"Itsn2"
"16029";"Ivd"
"16030";"Ivl"
"16031";"Ivns1abp"
"16032";"Iws1"
"16033";"Iyd"
"16034";"Izumo1"
"16035";"Izumo1r"
"16036";"Izumo2"
"16037";"Izumo3"
"16038";"Izumo4"
"16039";"Jade1"
"16040";"Jade2"
"16041";"Jade3"
"16042";"Jag1"
"16043";"Jag2"
"16044";"Jagn1"
"16045";"Jak1"
"16046";"Jak2"
"16047";"Jak3"
"16048";"Jakmip1"
"16049";"Jakmip2"
"16050";"Jakmip3"
"16051";"Jam2"
"16052";"Jam3"
"16053";"Jarid2"
"16054";"Jazf1"
"16055";"Jchain"
"16056";"Jdp2"
"16057";"Jhy"
"16058";"Jkamp"
"16059";"Jmjd1c"
"16060";"Jmjd4"
"16061";"Jmjd6"
"16062";"Jmjd7"
"16063";"Jmjd8"
"16064";"Jmy"
"16065";"Josd1"
"16066";"Josd2"
"16067";"Jph1"
"16068";"Jph2"
"16069";"Jph3"
"16070";"Jph4"
"16071";"Jrk"
"16072";"Jrkl"
"16073";"Jsrp1"
"16074";"Jtb"
"16075";"Jun"
"16076";"Junb"
"16077";"Jund"
"16078";"Jup"
"16079";"Kalrn"
"16080";"Kank1"
"16081";"Kank2"
"16082";"Kank3"
"16083";"Kank4"
"16084";"Kansl1"
"16085";"Kansl1l"
"16086";"Kansl2"
"16087";"Kansl2-ps"
"16088";"Kansl3"
"16089";"Kap"
"16090";"Kars"
"16091";"Kars-ps1"
"16092";"Kat2a"
"16093";"Kat2b"
"16094";"Kat2b-ps"
"16095";"Kat5"
"16096";"Kat6a"
"16097";"Kat6b"
"16098";"Kat6b-ps1"
"16099";"Kat6b-ps2"
"16100";"Kat7"
"16101";"Kat8"
"16102";"Katna1"
"16103";"Katnal1"
"16104";"Katnal2"
"16105";"Katnb1"
"16106";"Katnbl1"
"16107";"Kazald1"
"16108";"Kazn"
"16109";"Kbtbd11"
"16110";"Kbtbd12"
"16111";"Kbtbd13"
"16112";"Kbtbd2"
"16113";"Kbtbd3"
"16114";"Kbtbd4"
"16115";"Kbtbd6"
"16116";"Kbtbd7"
"16117";"Kbtbd8"
"16118";"Kcmf1"
"16119";"Kcna1"
"16120";"Kcna10"
"16121";"Kcna2"
"16122";"Kcna3"
"16123";"Kcna4"
"16124";"Kcna5"
"16125";"Kcna6"
"16126";"Kcna7"
"16127";"Kcnab1"
"16128";"Kcnab2"
"16129";"Kcnab3"
"16130";"Kcnb1"
"16131";"Kcnb2"
"16132";"Kcnc1"
"16133";"Kcnc2"
"16134";"Kcnc3"
"16135";"Kcnc4"
"16136";"Kcnd1"
"16137";"Kcnd2"
"16138";"Kcnd3"
"16139";"Kcne1"
"16140";"Kcne1l"
"16141";"Kcne2"
"16142";"Kcne3"
"16143";"Kcne4"
"16144";"Kcnf1"
"16145";"Kcng1"
"16146";"Kcng2"
"16147";"Kcng3"
"16148";"Kcng4"
"16149";"Kcnh1"
"16150";"Kcnh2"
"16151";"Kcnh3"
"16152";"Kcnh4"
"16153";"Kcnh5"
"16154";"Kcnh6"
"16155";"Kcnh7"
"16156";"Kcnh8"
"16157";"Kcnip1"
"16158";"Kcnip2"
"16159";"Kcnip3"
"16160";"Kcnip4"
"16161";"Kcnj1"
"16162";"Kcnj10"
"16163";"Kcnj11"
"16164";"Kcnj12"
"16165";"Kcnj13"
"16166";"Kcnj14"
"16167";"Kcnj15"
"16168";"Kcnj16"
"16169";"Kcnj2"
"16170";"Kcnj3"
"16171";"Kcnj4"
"16172";"Kcnj5"
"16173";"Kcnj6"
"16174";"Kcnj8"
"16175";"Kcnj9"
"16176";"Kcnk1"
"16177";"Kcnk10"
"16178";"Kcnk12"
"16179";"Kcnk13"
"16180";"Kcnk15"
"16181";"Kcnk16"
"16182";"Kcnk18"
"16183";"Kcnk2"
"16184";"Kcnk3"
"16185";"Kcnk4"
"16186";"Kcnk5"
"16187";"Kcnk6"
"16188";"Kcnk7"
"16189";"Kcnk9"
"16190";"Kcnma1"
"16191";"Kcnmb1"
"16192";"Kcnmb2"
"16193";"Kcnmb3"
"16194";"Kcnmb4"
"16195";"Kcnn1"
"16196";"Kcnn2"
"16197";"Kcnn3"
"16198";"Kcnn4"
"16199";"Kcnq1"
"16200";"Kcnq2"
"16201";"Kcnq3"
"16202";"Kcnq4"
"16203";"Kcnq5"
"16204";"Kcnrg"
"16205";"Kcns1"
"16206";"Kcns2"
"16207";"Kcns3"
"16208";"Kcnt1"
"16209";"Kcnt2"
"16210";"Kcnu1"
"16211";"Kcnv1"
"16212";"Kcnv2"
"16213";"Kcp"
"16214";"Kctd1"
"16215";"Kctd10"
"16216";"Kctd11"
"16217";"Kctd12"
"16218";"Kctd12b"
"16219";"Kctd13"
"16220";"Kctd14"
"16221";"Kctd15"
"16222";"Kctd16"
"16223";"Kctd17"
"16224";"Kctd18"
"16225";"Kctd19"
"16226";"Kctd2"
"16227";"Kctd20"
"16228";"Kctd21"
"16229";"Kctd3"
"16230";"Kctd4"
"16231";"Kctd5"
"16232";"Kctd6"
"16233";"Kctd7"
"16234";"Kctd8"
"16235";"Kctd9"
"16236";"Kdelr1"
"16237";"Kdelr2"
"16238";"Kdelr3"
"16239";"Kdf1"
"16240";"Kdm1a"
"16241";"Kdm1b"
"16242";"Kdm2a"
"16243";"Kdm2b"
"16244";"Kdm3a"
"16245";"Kdm3b"
"16246";"Kdm4a"
"16247";"Kdm4b"
"16248";"Kdm4c"
"16249";"Kdm4d"
"16250";"Kdm4dl"
"16251";"Kdm5a"
"16252";"Kdm5b"
"16253";"Kdm5c"
"16254";"Kdm5d"
"16255";"Kdm6a"
"16256";"Kdm6b"
"16257";"Kdm7a"
"16258";"Kdm8"
"16259";"Kdr"
"16260";"Kdsr"
"16261";"Keap1"
"16262";"Keg1"
"16263";"Kel"
"16264";"Kera"
"16265";"Khdc1a"
"16266";"Khdc1b"
"16267";"Khdc1c"
"16268";"Khdc3"
"16269";"Khdrbs1"
"16270";"Khdrbs2"
"16271";"Khdrbs3"
"16272";"Khk"
"16273";"Khnyn"
"16274";"Khsrp"
"16275";"Kidins220"
"16276";"Kif11"
"16277";"Kif12"
"16278";"Kif13a"
"16279";"Kif13b"
"16280";"Kif14"
"16281";"Kif15"
"16282";"Kif16b"
"16283";"Kif17"
"16284";"Kif18a"
"16285";"Kif18b"
"16286";"Kif19a"
"16287";"Kif1a"
"16288";"Kif1b"
"16289";"Kif1c"
"16290";"Kif20a"
"16291";"Kif20b"
"16292";"Kif21a"
"16293";"Kif21b"
"16294";"Kif22"
"16295";"Kif22-ps"
"16296";"Kif23"
"16297";"Kif24"
"16298";"Kif26a"
"16299";"Kif26b"
"16300";"Kif27"
"16301";"Kif2a"
"16302";"Kif2b"
"16303";"Kif2c"
"16304";"Kif3a"
"16305";"Kif3b"
"16306";"Kif3c"
"16307";"Kif4"
"16308";"Kif4-ps"
"16309";"Kif5a"
"16310";"Kif5b"
"16311";"Kif5c"
"16312";"Kif6"
"16313";"Kif7"
"16314";"Kif9"
"16315";"Kifap3"
"16316";"Kifc1"
"16317";"Kifc2"
"16318";"Kifc3"
"16319";"Kifc5b"
"16320";"Kifc5c-ps"
"16321";"Kin"
"16322";"Kir3dl1"
"16323";"Kir3dl2"
"16324";"Kirrel"
"16325";"Kirrel2"
"16326";"Kirrel3"
"16327";"Kiss1"
"16328";"Kiss1r"
"16329";"Kit"
"16330";"Kitl"
"16331";"Kiz"
"16332";"Kl"
"16333";"Klb"
"16334";"Klc1"
"16335";"Klc2"
"16336";"Klc3"
"16337";"Klc4"
"16338";"Klf1"
"16339";"Klf10"
"16340";"Klf11"
"16341";"Klf12"
"16342";"Klf13"
"16343";"Klf14"
"16344";"Klf15"
"16345";"Klf16"
"16346";"Klf17"
"16347";"Klf2"
"16348";"Klf3"
"16349";"Klf4"
"16350";"Klf5"
"16351";"Klf6"
"16352";"Klf7"
"16353";"Klf8"
"16354";"Klf9"
"16355";"Klhdc1"
"16356";"Klhdc10"
"16357";"Klhdc2"
"16358";"Klhdc3"
"16359";"Klhdc4"
"16360";"Klhdc7a"
"16361";"Klhdc7b"
"16362";"Klhdc8a"
"16363";"Klhdc8b"
"16364";"Klhdc9"
"16365";"Klhl1"
"16366";"Klhl10"
"16367";"Klhl11"
"16368";"Klhl12"
"16369";"Klhl13"
"16370";"Klhl14"
"16371";"Klhl15"
"16372";"Klhl18"
"16373";"Klhl2"
"16374";"Klhl20"
"16375";"Klhl21"
"16376";"Klhl22"
"16377";"Klhl23"
"16378";"Klhl24"
"16379";"Klhl25"
"16380";"Klhl26"
"16381";"Klhl28"
"16382";"Klhl29"
"16383";"Klhl3"
"16384";"Klhl30"
"16385";"Klhl31"
"16386";"Klhl32"
"16387";"Klhl33"
"16388";"Klhl34"
"16389";"Klhl35"
"16390";"Klhl36"
"16391";"Klhl38"
"16392";"Klhl4"
"16393";"Klhl40"
"16394";"Klhl41"
"16395";"Klhl42"
"16396";"Klhl5"
"16397";"Klhl6"
"16398";"Klhl7"
"16399";"Klhl8"
"16400";"Klhl9"
"16401";"Klk1"
"16402";"Klk10"
"16403";"Klk11"
"16404";"Klk12"
"16405";"Klk13"
"16406";"Klk14"
"16407";"Klk15"
"16408";"Klk1b1"
"16409";"Klk1b11"
"16410";"Klk1b16"
"16411";"Klk1b21"
"16412";"Klk1b22"
"16413";"Klk1b24"
"16414";"Klk1b26"
"16415";"Klk1b27"
"16416";"Klk1b3"
"16417";"Klk1b4"
"16418";"Klk1b5"
"16419";"Klk1b7-ps"
"16420";"Klk1b8"
"16421";"Klk1b9"
"16422";"Klk4"
"16423";"Klk5"
"16424";"Klk6"
"16425";"Klk7"
"16426";"Klk8"
"16427";"Klk9"
"16428";"Klkb1"
"16429";"Klra1"
"16430";"Klra10"
"16431";"Klra11-ps"
"16432";"Klra13-ps"
"16433";"Klra14-ps"
"16434";"Klra17"
"16435";"Klra2"
"16436";"Klra3"
"16437";"Klra4"
"16438";"Klra5"
"16439";"Klra6"
"16440";"Klra7"
"16441";"Klra8"
"16442";"Klra9"
"16443";"Klrb1"
"16444";"Klrb1-ps1"
"16445";"Klrb1a"
"16446";"Klrb1b"
"16447";"Klrb1c"
"16448";"Klrb1f"
"16449";"Klrc1"
"16450";"Klrc2"
"16451";"Klrc3"
"16452";"Klrd1"
"16453";"Klre1"
"16454";"Klrg1"
"16455";"Klrg2"
"16456";"Klri1"
"16457";"Klri2"
"16458";"Klrk1"
"16459";"Kmo"
"16460";"Kmt2a"
"16461";"Kmt2b"
"16462";"Kmt2c"
"16463";"Kmt2d"
"16464";"Kmt2e"
"16465";"Kmt5a"
"16466";"Kmt5b"
"16467";"Kmt5c"
"16468";"Kncn"
"16469";"Kndc1"
"16470";"Kng1"
"16471";"Kng2"
"16472";"Knl1"
"16473";"Knop1"
"16474";"Knstrn"
"16475";"Kntc1"
"16476";"Kpna1"
"16477";"Kpna2"
"16478";"Kpna2-ps"
"16479";"Kpna3"
"16480";"Kpna4"
"16481";"Kpna6"
"16482";"Kpna7"
"16483";"Kpnb1"
"16484";"Kprp"
"16485";"Kptn"
"16486";"Kras"
"16487";"Krba1"
"16488";"Krcc1"
"16489";"Kremen1"
"16490";"Kremen2"
"16491";"Kri1"
"16492";"Krit1"
"16493";"Krr1"
"16494";"Krt1"
"16495";"Krt10"
"16496";"Krt12"
"16497";"Krt13"
"16498";"Krt14"
"16499";"Krt15"
"16500";"Krt16"
"16501";"Krt17"
"16502";"Krt18"
"16503";"Krt19"
"16504";"Krt2"
"16505";"Krt20"
"16506";"Krt222"
"16507";"Krt23"
"16508";"Krt24"
"16509";"Krt25"
"16510";"Krt26"
"16511";"Krt27"
"16512";"Krt28"
"16513";"Krt31"
"16514";"Krt32"
"16515";"Krt33a"
"16516";"Krt33b"
"16517";"Krt34"
"16518";"Krt35"
"16519";"Krt36"
"16520";"Krt39"
"16521";"Krt4"
"16522";"Krt40"
"16523";"Krt42"
"16524";"Krt5"
"16525";"Krt6a"
"16526";"Krt6b"
"16527";"Krt7"
"16528";"Krt71"
"16529";"Krt72"
"16530";"Krt73"
"16531";"Krt74"
"16532";"Krt75"
"16533";"Krt76"
"16534";"Krt77"
"16535";"Krt78"
"16536";"Krt79"
"16537";"Krt8"
"16538";"Krt80"
"16539";"Krt81"
"16540";"Krt82"
"16541";"Krt83"
"16542";"Krt84"
"16543";"Krt86"
"16544";"Krt87"
"16545";"Krt88"
"16546";"Krt9"
"16547";"Krt90"
"16548";"Krtap1-3"
"16549";"Krtap1-4"
"16550";"Krtap1-5"
"16551";"Krtap10-4"
"16552";"Krtap11-1"
"16553";"Krtap12-1"
"16554";"Krtap13"
"16555";"Krtap13-1"
"16556";"Krtap14"
"16557";"Krtap15"
"16558";"Krtap16-1"
"16559";"Krtap16-3"
"16560";"Krtap17-1"
"16561";"Krtap19-1"
"16562";"Krtap19-2"
"16563";"Krtap19-3"
"16564";"Krtap19-4"
"16565";"Krtap19-5"
"16566";"Krtap19-9a"
"16567";"Krtap19-9b"
"16568";"Krtap2-4"
"16569";"Krtap20-2"
"16570";"Krtap21-1"
"16571";"Krtap22-2"
"16572";"Krtap24-1"
"16573";"Krtap26-1"
"16574";"Krtap27-1"
"16575";"Krtap28-13"
"16576";"Krtap29-1"
"16577";"Krtap3-1"
"16578";"Krtap3-2"
"16579";"Krtap3-3"
"16580";"Krtap31-1"
"16581";"Krtap31-2"
"16582";"Krtap4-1"
"16583";"Krtap4-13"
"16584";"Krtap4-16"
"16585";"Krtap4-2"
"16586";"Krtap4-6"
"16587";"Krtap4-7"
"16588";"Krtap4-8"
"16589";"Krtap4-9"
"16590";"Krtap5-1"
"16591";"Krtap5-2"
"16592";"Krtap5-3"
"16593";"Krtap5-4"
"16594";"Krtap5-5"
