"";"gene"
"10067";"Gm18291"
"10068";"Gm18294"
"10069";"Gm18296"
"10070";"Gm18299"
"10071";"Gm18300"
"10072";"Gm18301"
"10073";"Gm18303"
"10074";"Gm18304"
"10075";"Gm1833"
"10076";"Gm18336"
"10077";"Gm18342"
"10078";"Gm18343"
"10079";"Gm18348"
"10080";"Gm18349"
"10081";"Gm18350"
"10082";"Gm18351"
"10083";"Gm18352"
"10084";"Gm18353"
"10085";"Gm18354"
"10086";"Gm18356"
"10087";"Gm18357"
"10088";"Gm18358"
"10089";"Gm18359"
"10090";"Gm18360"
"10091";"Gm18367"
"10092";"Gm18382"
"10093";"Gm18396"
"10094";"Gm18397"
"10095";"Gm18403"
"10096";"Gm18406"
"10097";"Gm18407"
"10098";"Gm18415"
"10099";"Gm18416"
"10100";"Gm18417"
"10101";"Gm18426"
"10102";"Gm18427"
"10103";"Gm18428"
"10104";"Gm18432"
"10105";"Gm18433"
"10106";"Gm18443"
"10107";"Gm18444"
"10108";"Gm18445"
"10109";"Gm18447"
"10110";"Gm18448"
"10111";"Gm1848"
"10112";"Gm18486"
"10113";"Gm18489"
"10114";"Gm18491"
"10115";"Gm18493"
"10116";"Gm18501"
"10117";"Gm18505"
"10118";"Gm18513"
"10119";"Gm18520"
"10120";"Gm18522"
"10121";"Gm18529"
"10122";"Gm18547"
"10123";"Gm18551"
"10124";"Gm18552"
"10125";"Gm18553"
"10126";"Gm18558"
"10127";"Gm18560"
"10128";"Gm18588"
"10129";"Gm18594"
"10130";"Gm18595"
"10131";"Gm18604"
"10132";"Gm18658"
"10133";"Gm1866"
"10134";"Gm18665"
"10135";"Gm18666"
"10136";"Gm18667"
"10137";"Gm18692"
"10138";"Gm18697"
"10139";"Gm18698"
"10140";"Gm18699"
"10141";"Gm18700"
"10142";"Gm18701"
"10143";"Gm18709"
"10144";"Gm18717"
"10145";"Gm18727"
"10146";"Gm18728"
"10147";"Gm18733"
"10148";"Gm18734"
"10149";"Gm18737"
"10150";"Gm18751"
"10151";"Gm18752"
"10152";"Gm18766"
"10153";"Gm18775"
"10154";"Gm18776"
"10155";"Gm18779"
"10156";"Gm18796"
"10157";"Gm18797"
"10158";"Gm18798"
"10159";"Gm18799"
"10160";"Gm18800"
"10161";"Gm18801"
"10162";"Gm18802"
"10163";"Gm18808"
"10164";"Gm18821"
"10165";"Gm18822"
"10166";"Gm18827"
"10167";"Gm18828"
"10168";"Gm18829"
"10169";"Gm18833"
"10170";"Gm18843"
"10171";"Gm18848"
"10172";"Gm18849"
"10173";"Gm18852"
"10174";"Gm18853"
"10175";"Gm18856"
"10176";"Gm18859"
"10177";"Gm18864"
"10178";"Gm18865"
"10179";"Gm18875"
"10180";"Gm18889"
"10181";"Gm18900"
"10182";"Gm18952"
"10183";"Gm18953"
"10184";"Gm18956"
"10185";"Gm18958"
"10186";"Gm18964"
"10187";"Gm18969"
"10188";"Gm18970"
"10189";"Gm18981"
"10190";"Gm18984"
"10191";"Gm19002"
"10192";"Gm19013"
"10193";"Gm19014"
"10194";"Gm19015"
"10195";"Gm19024"
"10196";"Gm19026"
"10197";"Gm19027"
"10198";"Gm19028"
"10199";"Gm19029"
"10200";"Gm19030"
"10201";"Gm19031"
"10202";"Gm19035"
"10203";"Gm19057"
"10204";"Gm19058"
"10205";"Gm19066"
"10206";"Gm19085"
"10207";"Gm19086"
"10208";"Gm19087"
"10209";"Gm19114"
"10210";"Gm19123"
"10211";"Gm19124"
"10212";"Gm19125"
"10213";"Gm19136"
"10214";"Gm19193"
"10215";"Gm19194"
"10216";"Gm19200"
"10217";"Gm19203"
"10218";"Gm19206"
"10219";"Gm19214"
"10220";"Gm19224"
"10221";"Gm19231"
"10222";"Gm19246"
"10223";"Gm19257"
"10224";"Gm19280"
"10225";"Gm19345"
"10226";"Gm19353"
"10227";"Gm19402"
"10228";"Gm19426"
"10229";"Gm19427"
"10230";"Gm19430"
"10231";"Gm19459"
"10232";"Gm1947"
"10233";"Gm19480"
"10234";"Gm19498"
"10235";"Gm19503"
"10236";"Gm19560"
"10237";"Gm19587"
"10238";"Gm19637"
"10239";"Gm19641"
"10240";"Gm1966"
"10241";"Gm19668"
"10242";"Gm19680"
"10243";"Gm19684"
"10244";"Gm19694"
"10245";"Gm1972"
"10246";"Gm19774"
"10247";"Gm19777"
"10248";"Gm1979"
"10249";"Gm19791"
"10250";"Gm1980"
"10251";"Gm19807"
"10252";"Gm19815"
"10253";"Gm1982"
"10254";"Gm19840"
"10255";"Gm1988"
"10256";"Gm1989"
"10257";"Gm19891"
"10258";"Gm19898"
"10259";"Gm19901"
"10260";"Gm19927"
"10261";"Gm1993"
"10262";"Gm19932"
"10263";"Gm19965"
"10264";"Gm2000"
"10265";"Gm2001"
"10266";"Gm2003"
"10267";"Gm2004"
"10268";"Gm2005"
"10269";"Gm20056"
"10270";"Gm20058"
"10271";"Gm2007"
"10272";"Gm20091"
"10273";"Gm20111"
"10274";"Gm20118"
"10275";"Gm2012"
"10276";"Gm2016"
"10277";"Gm20162"
"10278";"Gm2020"
"10279";"Gm20203"
"10280";"Gm2021"
"10281";"Gm2022"
"10282";"Gm20257"
"10283";"Gm2026"
"10284";"Gm20281"
"10285";"Gm20287"
"10286";"Gm2030"
"10287";"Gm20302"
"10288";"Gm20305"
"10289";"Gm20345"
"10290";"Gm2035"
"10291";"Gm20379"
"10292";"Gm20386"
"10293";"Gm20390"
"10294";"Gm20391"
"10295";"Gm20392"
"10296";"Gm20396"
"10297";"Gm20397"
"10298";"Gm20399"
"10299";"Gm20401"
"10300";"Gm20403"
"10301";"Gm20409"
"10302";"Gm20414"
"10303";"Gm20415"
"10304";"Gm2042"
"10305";"Gm20422"
"10306";"Gm20426"
"10307";"Gm20428"
"10308";"Gm20430"
"10309";"Gm20431"
"10310";"Gm20432"
"10311";"Gm20438"
"10312";"Gm20441"
"10313";"Gm20445"
"10314";"Gm20447"
"10315";"Gm20449"
"10316";"Gm20450"
"10317";"Gm20451"
"10318";"Gm20452"
"10319";"Gm20453"
"10320";"Gm20454"
"10321";"Gm20458"
"10322";"Gm20462"
"10323";"Gm20472"
"10324";"Gm20473"
"10325";"Gm20474"
"10326";"Gm20477"
"10327";"Gm20479"
"10328";"Gm20480"
"10329";"Gm20481"
"10330";"Gm20482"
"10331";"Gm20486"
"10332";"Gm20489"
"10333";"Gm20491"
"10334";"Gm20493"
"10335";"Gm20495"
"10336";"Gm20498"
"10337";"Gm20503"
"10338";"Gm20509"
"10339";"Gm20517"
"10340";"Gm20518"
"10341";"Gm20519"
"10342";"Gm20521"
"10343";"Gm20523"
"10344";"Gm20525"
"10345";"Gm20526"
"10346";"Gm2053"
"10347";"Gm20530"
"10348";"Gm20532"
"10349";"Gm20534"
"10350";"Gm20537"
"10351";"Gm20538"
"10352";"Gm20541"
"10353";"Gm20542"
"10354";"Gm20543"
"10355";"Gm20545"
"10356";"Gm20547"
"10357";"Gm20549"
"10358";"Gm2056"
"10359";"Gm20561"
"10360";"Gm20574"
"10361";"Gm2058"
"10362";"Gm20587"
"10363";"Gm20594"
"10364";"Gm20604"
"10365";"Gm20605"
"10366";"Gm20612"
"10367";"Gm20613"
"10368";"Gm20614"
"10369";"Gm20615"
"10370";"Gm20620"
"10371";"Gm20630"
"10372";"Gm20637"
"10373";"Gm20648"
"10374";"Gm20651"
"10375";"Gm20656"
"10376";"Gm20657"
"10377";"Gm2066"
"10378";"Gm20660"
"10379";"Gm20661"
"10380";"Gm20662"
"10381";"Gm20671"
"10382";"Gm20672"
"10383";"Gm20673"
"10384";"Gm20674"
"10385";"Gm20679"
"10386";"Gm20683"
"10387";"Gm20689"
"10388";"Gm20690"
"10389";"Gm20691"
"10390";"Gm20693"
"10391";"Gm20694"
"10392";"Gm20695"
"10393";"Gm20696"
"10394";"Gm20701"
"10395";"Gm20702"
"10396";"Gm20706"
"10397";"Gm20708"
"10398";"Gm2071"
"10399";"Gm20715"
"10400";"Gm20716"
"10401";"Gm20718"
"10402";"Gm20721"
"10403";"Gm20730"
"10404";"Gm20736"
"10405";"Gm20737"
"10406";"Gm20738"
"10407";"Gm20747"
"10408";"Gm20749"
"10409";"Gm2075"
"10410";"Gm2076"
"10411";"Gm20760"
"10412";"Gm20765"
"10413";"Gm20767"
"10414";"Gm2077"
"10415";"Gm20770"
"10416";"Gm20772"
"10417";"Gm20773"
"10418";"Gm20775"
"10419";"Gm20776"
"10420";"Gm20777"
"10421";"Gm20781"
"10422";"Gm20784"
"10423";"Gm20788"
"10424";"Gm20791"
"10425";"Gm20792"
"10426";"Gm20793"
"10427";"Gm20794"
"10428";"Gm20795"
"10429";"Gm20796"
"10430";"Gm20797"
"10431";"Gm20798"
"10432";"Gm20799"
"10433";"Gm20800"
"10434";"Gm20801"
"10435";"Gm20802"
"10436";"Gm20803"
"10437";"Gm20804"
"10438";"Gm20805"
"10439";"Gm20806"
"10440";"Gm20807"
"10441";"Gm20808"
"10442";"Gm20809"
"10443";"Gm20810"
"10444";"Gm20811"
"10445";"Gm20812"
"10446";"Gm20813"
"10447";"Gm20814"
"10448";"Gm20815"
"10449";"Gm20816"
"10450";"Gm20817"
"10451";"Gm20818"
"10452";"Gm20819"
"10453";"Gm20820"
"10454";"Gm20821"
"10455";"Gm20822"
"10456";"Gm20823"
"10457";"Gm20824"
"10458";"Gm20825"
"10459";"Gm20826"
"10460";"Gm20827"
"10461";"Gm20828"
"10462";"Gm20830"
"10463";"Gm20831"
"10464";"Gm20832"
"10465";"Gm20833"
"10466";"Gm20834"
"10467";"Gm20835"
"10468";"Gm20836"
"10469";"Gm20837"
"10470";"Gm20838"
"10471";"Gm20840"
"10472";"Gm20841"
"10473";"Gm20842"
"10474";"Gm20843"
"10475";"Gm20844"
"10476";"Gm20846"
"10477";"Gm20847"
"10478";"Gm20848"
"10479";"Gm20849"
"10480";"Gm20850"
"10481";"Gm20851"
"10482";"Gm20852"
"10483";"Gm20853"
"10484";"Gm20854"
"10485";"Gm20855"
"10486";"Gm20856"
"10487";"Gm20857"
"10488";"Gm20858"
"10489";"Gm20859"
"10490";"Gm20860"
"10491";"Gm20861"
"10492";"Gm20862"
"10493";"Gm20863"
"10494";"Gm20864"
"10495";"Gm20865"
"10496";"Gm20866"
"10497";"Gm20867"
"10498";"Gm20868"
"10499";"Gm20869"
"10500";"Gm20870"
"10501";"Gm20871"
"10502";"Gm20873"
"10503";"Gm20874"
"10504";"Gm20877"
"10505";"Gm20878"
"10506";"Gm20879"
"10507";"Gm20880"
"10508";"Gm20881"
"10509";"Gm20882"
"10510";"Gm20883"
"10511";"Gm20884"
"10512";"Gm20885"
"10513";"Gm20886"
"10514";"Gm20887"
"10515";"Gm20888"
"10516";"Gm20889"
"10517";"Gm20890"
"10518";"Gm20891"
"10519";"Gm20892"
"10520";"Gm20893"
"10521";"Gm20894"
"10522";"Gm20895"
"10523";"Gm20896"
"10524";"Gm20897"
"10525";"Gm20898"
"10526";"Gm20900"
"10527";"Gm20901"
"10528";"Gm20902"
"10529";"Gm20903"
"10530";"Gm20904"
"10531";"Gm20905"
"10532";"Gm20906"
"10533";"Gm20907"
"10534";"Gm20908"
"10535";"Gm20909"
"10536";"Gm20910"
"10537";"Gm20911"
"10538";"Gm20912"
"10539";"Gm20913"
"10540";"Gm20914"
"10541";"Gm20915"
"10542";"Gm20916"
"10543";"Gm20917"
"10544";"Gm20918"
"10545";"Gm20919"
"10546";"Gm2092"
"10547";"Gm20920"
"10548";"Gm20921"
"10549";"Gm20922"
"10550";"Gm20923"
"10551";"Gm20924"
"10552";"Gm20925"
"10553";"Gm20926"
"10554";"Gm20927"
"10555";"Gm20928"
"10556";"Gm20929"
"10557";"Gm20930"
"10558";"Gm20931"
"10559";"Gm20932"
"10560";"Gm20933"
"10561";"Gm20934"
"10562";"Gm20935"
"10563";"Gm20936"
"10564";"Gm20937"
"10565";"Gm20945"
"10566";"Gm20946"
"10567";"Gm20954"
"10568";"Gm2098"
"10569";"Gm21013"
"10570";"Gm21028"
"10571";"Gm21045"
"10572";"Gm21060"
"10573";"Gm21064"
"10574";"Gm21065"
"10575";"Gm21070"
"10576";"Gm21076"
"10577";"Gm2108"
"10578";"Gm21083"
"10579";"Gm21088"
"10580";"Gm21092"
"10581";"Gm21093"
"10582";"Gm21094"
"10583";"Gm21095"
"10584";"Gm21103"
"10585";"Gm21111"
"10586";"Gm21114"
"10587";"Gm21115"
"10588";"Gm21117"
"10589";"Gm21118"
"10590";"Gm21119"
"10591";"Gm21122"
"10592";"Gm21127"
"10593";"Gm21129"
"10594";"Gm21135"
"10595";"Gm21136"
"10596";"Gm21139"
"10597";"Gm21142"
"10598";"Gm21147"
"10599";"Gm21151"
"10600";"Gm21152"
"10601";"Gm21155"
"10602";"Gm21156"
"10603";"Gm21160"
"10604";"Gm21163"
"10605";"Gm21170"
"10606";"Gm21171"
"10607";"Gm21173"
"10608";"Gm21180"
"10609";"Gm21181"
"10610";"Gm21182"
"10611";"Gm21184"
"10612";"Gm21188"
"10613";"Gm21191"
"10614";"Gm21198"
"10615";"Gm21201"
"10616";"Gm21209"
"10617";"Gm21232"
"10618";"Gm21241"
"10619";"Gm21242"
"10620";"Gm21244"
"10621";"Gm21245"
"10622";"Gm21247"
"10623";"Gm21248"
"10624";"Gm21249"
"10625";"Gm21256"
"10626";"Gm21257"
"10627";"Gm21258"
"10628";"Gm21268"
"10629";"Gm21271"
"10630";"Gm21275"
"10631";"Gm21276"
"10632";"Gm2128"
"10633";"Gm21281"
"10634";"Gm21282"
"10635";"Gm21285"
"10636";"Gm21286"
"10637";"Gm21287"
"10638";"Gm21292"
"10639";"Gm21293"
"10640";"Gm21294"
"10641";"Gm21301"
"10642";"Gm21302"
"10643";"Gm21304"
"10644";"Gm21308"
"10645";"Gm21310"
"10646";"Gm21312"
"10647";"Gm21316"
"10648";"Gm21317"
"10649";"Gm21319"
"10650";"Gm21330"
"10651";"Gm21333"
"10652";"Gm21340"
"10653";"Gm21344"
"10654";"Gm21350"
"10655";"Gm21358"
"10656";"Gm21362"
"10657";"Gm21366"
"10658";"Gm21370"
"10659";"Gm21378"
"10660";"Gm21380"
"10661";"Gm21387"
"10662";"Gm21392"
"10663";"Gm21394"
"10664";"Gm21396"
"10665";"Gm21399"
"10666";"Gm21405"
"10667";"Gm21409"
"10668";"Gm21411"
"10669";"Gm21412"
"10670";"Gm21425"
"10671";"Gm21427"
"10672";"Gm21430"
"10673";"Gm21435"
"10674";"Gm21440"
"10675";"Gm21443"
"10676";"Gm21451"
"10677";"Gm21454"
"10678";"Gm21462"
"10679";"Gm21469"
"10680";"Gm2147"
"10681";"Gm21470"
"10682";"Gm21476"
"10683";"Gm21477"
"10684";"Gm21488"
"10685";"Gm21489"
"10686";"Gm21497"
"10687";"Gm21506"
"10688";"Gm21518"
"10689";"Gm21524"
"10690";"Gm21530"
"10691";"Gm21542"
"10692";"Gm21560"
"10693";"Gm21573"
"10694";"Gm21577"
"10695";"Gm21586"
"10696";"Gm21596"
"10697";"Gm21614"
"10698";"Gm21617"
"10699";"Gm21627"
"10700";"Gm2163"
"10701";"Gm21631"
"10702";"Gm21634"
"10703";"Gm21637"
"10704";"Gm21638"
"10705";"Gm21642"
"10706";"Gm21647"
"10707";"Gm21650"
"10708";"Gm21654"
"10709";"Gm21658"
"10710";"Gm21660"
"10711";"Gm21661"
"10712";"Gm21671"
"10713";"Gm21672"
"10714";"Gm21673"
"10715";"Gm21677"
"10716";"Gm21678"
"10717";"Gm21679"
"10718";"Gm21683"
"10719";"Gm21693"
"10720";"Gm21698"
"10721";"Gm21704"
"10722";"Gm21708"
"10723";"Gm21715"
"10724";"Gm21717"
"10725";"Gm21719"
"10726";"Gm21720"
"10727";"Gm21721"
"10728";"Gm21722"
"10729";"Gm21724"
"10730";"Gm21725"
"10731";"Gm21726"
"10732";"Gm21728"
"10733";"Gm21729"
"10734";"Gm21731"
"10735";"Gm21733"
"10736";"Gm21734"
"10737";"Gm21735"
"10738";"Gm21736"
"10739";"Gm21737"
"10740";"Gm21738"
"10741";"Gm21739"
"10742";"Gm2174"
"10743";"Gm21740"
"10744";"Gm21741"
"10745";"Gm21742"
"10746";"Gm21744"
"10747";"Gm21745"
"10748";"Gm21746"
"10749";"Gm21748"
"10750";"Gm21749"
"10751";"Gm21750"
"10752";"Gm21751"
"10753";"Gm21752"
"10754";"Gm21753"
"10755";"Gm21754"
"10756";"Gm21755"
"10757";"Gm21756"
"10758";"Gm21757"
"10759";"Gm21758"
"10760";"Gm21759"
"10761";"Gm21760"
"10762";"Gm21761"
"10763";"Gm21762"
"10764";"Gm21763"
"10765";"Gm21764"
"10766";"Gm21765"
"10767";"Gm21766"
"10768";"Gm21767"
"10769";"Gm21768"
"10770";"Gm21771"
"10771";"Gm21772"
"10772";"Gm21773"
"10773";"Gm21774"
"10774";"Gm21775"
"10775";"Gm21776"
"10776";"Gm21777"
"10777";"Gm21778"
"10778";"Gm21779"
"10779";"Gm2178"
"10780";"Gm21782"
"10781";"Gm21783"
"10782";"Gm21784"
"10783";"Gm21785"
"10784";"Gm21787"
"10785";"Gm21788"
"10786";"Gm21789"
"10787";"Gm21790"
"10788";"Gm21791"
"10789";"Gm21792"
"10790";"Gm21794"
"10791";"Gm21795"
"10792";"Gm21796"
"10793";"Gm21797"
"10794";"Gm21798"
"10795";"Gm21799"
"10796";"Gm21800"
"10797";"Gm21802"
"10798";"Gm21803"
"10799";"Gm21804"
"10800";"Gm21805"
"10801";"Gm21806"
"10802";"Gm21808"
"10803";"Gm21810"
"10804";"Gm21811"
"10805";"Gm21812"
"10806";"Gm21813"
"10807";"Gm21815"
"10808";"Gm21818"
"10809";"Gm21819"
"10810";"Gm2182"
"10811";"Gm21820"
"10812";"Gm21822"
"10813";"Gm21823"
"10814";"Gm21824"
"10815";"Gm21825"
"10816";"Gm21826"
"10817";"Gm21827"
"10818";"Gm21828"
"10819";"Gm21829"
"10820";"Gm21830"
"10821";"Gm21832"
"10822";"Gm21833"
"10823";"Gm21834"
"10824";"Gm21835"
"10825";"Gm21836"
"10826";"Gm21837"
"10827";"Gm21838"
"10828";"Gm21839"
"10829";"Gm21840"
"10830";"Gm21841"
"10831";"Gm21843"
"10832";"Gm21845"
"10833";"Gm21848"
"10834";"Gm21849"
"10835";"Gm21850"
"10836";"Gm21851"
"10837";"Gm21853"
"10838";"Gm21854"
"10839";"Gm21855"
"10840";"Gm21856"
"10841";"Gm21858"
"10842";"Gm21861"
"10843";"Gm21862"
"10844";"Gm21863"
"10845";"Gm21864"
"10846";"Gm21865"
"10847";"Gm21866"
"10848";"Gm21867"
"10849";"Gm21868"
"10850";"Gm21869"
"10851";"Gm21870"
"10852";"Gm21871"
"10853";"Gm21872"
"10854";"Gm21873"
"10855";"Gm21874"
"10856";"Gm21875"
"10857";"Gm21876"
"10858";"Gm21877"
"10859";"Gm21878"
"10860";"Gm21879"
"10861";"Gm21880"
"10862";"Gm21881"
"10863";"Gm21882"
"10864";"Gm21883"
"10865";"Gm21885"
"10866";"Gm21886"
"10867";"Gm21889"
"10868";"Gm21890"
"10869";"Gm21891"
"10870";"Gm21892"
"10871";"Gm21893"
"10872";"Gm21894"
"10873";"Gm21895"
"10874";"Gm21896"
"10875";"Gm21897"
"10876";"Gm21898"
"10877";"Gm21899"
"10878";"Gm21900"
"10879";"Gm21901"
"10880";"Gm21902"
"10881";"Gm21903"
"10882";"Gm21904"
"10883";"Gm21905"
"10884";"Gm21906"
"10885";"Gm21907"
"10886";"Gm21908"
"10887";"Gm21909"
"10888";"Gm21910"
"10889";"Gm21912"
"10890";"Gm21913"
"10891";"Gm21915"
"10892";"Gm21918"
"10893";"Gm21919"
"10894";"Gm21920"
"10895";"Gm21921"
"10896";"Gm21922"
"10897";"Gm21923"
"10898";"Gm21924"
"10899";"Gm21936"
"10900";"Gm21943"
"10901";"Gm21953"
"10902";"Gm21954"
"10903";"Gm21956"
"10904";"Gm21957"
"10905";"Gm21958"
"10906";"Gm21959"
"10907";"Gm21960"
"10908";"Gm21961"
"10909";"Gm21962"
"10910";"Gm21963"
"10911";"Gm21965"
"10912";"Gm21969"
"10913";"Gm21970"
"10914";"Gm21972"
"10915";"Gm21973"
"10916";"Gm21974"
"10917";"Gm21976"
"10918";"Gm21977"
"10919";"Gm21978"
"10920";"Gm21979"
"10921";"Gm21981"
"10922";"Gm21983"
"10923";"Gm21985"
"10924";"Gm21987"
"10925";"Gm21988"
"10926";"Gm2199"
"10927";"Gm21990"
"10928";"Gm21991"
"10929";"Gm21992"
"10930";"Gm21994"
"10931";"Gm21996"
"10932";"Gm21998"
"10933";"Gm21999"
"10934";"Gm2214"
"10935";"Gm2223"
"10936";"Gm2229"
"10937";"Gm2231"
"10938";"Gm2237"
"10939";"Gm2244"
"10940";"Gm2260"
"10941";"Gm2272"
"10942";"Gm2274"
"10943";"Gm2288"
"10944";"Gm2308"
"10945";"Gm2316"
"10946";"Gm2318"
"10947";"Gm2324"
"10948";"Gm2325"
"10949";"Gm2328"
"10950";"Gm2343"
"10951";"Gm2345"
"10952";"Gm2348"
"10953";"Gm2367"
"10954";"Gm2381"
"10955";"Gm2383"
"10956";"Gm2389"
"10957";"Gm2399"
"10958";"Gm2420"
"10959";"Gm2423"
"10960";"Gm2427"
"10961";"Gm2429"
"10962";"Gm2431"
"10963";"Gm2445"
"10964";"Gm2467"
"10965";"Gm2474"
"10966";"Gm2495"
"10967";"Gm2497"
"10968";"Gm2531"
"10969";"Gm2539"
"10970";"Gm2541"
"10971";"Gm2546"
"10972";"Gm2564"
"10973";"Gm2568"
"10974";"Gm2574"
"10975";"Gm2606"
"10976";"Gm2617"
"10977";"Gm2639"
"10978";"Gm26509"
"10979";"Gm26528"
"10980";"Gm26557"
"10981";"Gm26566"
"10982";"Gm26570"
"10983";"Gm26585"
"10984";"Gm26587"
"10985";"Gm26595"
"10986";"Gm266"
"10987";"Gm26602"
"10988";"Gm26607"
"10989";"Gm26620"
"10990";"Gm26622"
"10991";"Gm2663"
"10992";"Gm26657"
"10993";"Gm26701"
"10994";"Gm26712"
"10995";"Gm26729"
"10996";"Gm2673"
"10997";"Gm26731"
"10998";"Gm26741"
"10999";"Gm26746"
"11000";"Gm26817"
"11001";"Gm26828"
"11002";"Gm26864"
"11003";"Gm26866"
"11004";"Gm26875"
"11005";"Gm26897"
"11006";"Gm26898"
"11007";"Gm26913"
"11008";"Gm26914"
"11009";"Gm26915"
"11010";"Gm26920"
"11011";"Gm26923"
"11012";"Gm26925"
"11013";"Gm26927"
"11014";"Gm26928"
"11015";"Gm26929"
"11016";"Gm2693"
"11017";"Gm26931"
"11018";"Gm26933"
"11019";"Gm26937"
"11020";"Gm26938"
"11021";"Gm26942"
"11022";"Gm26943"
"11023";"Gm26950"
"11024";"Gm26956"
"11025";"Gm26957"
"11026";"Gm26959"
"11027";"Gm26960"
"11028";"Gm26963"
"11029";"Gm26965"
"11030";"Gm26970"
"11031";"Gm26976"
"11032";"Gm26977"
"11033";"Gm26980"
"11034";"Gm26983"
"11035";"Gm26988"
"11036";"Gm26989"
"11037";"Gm26991"
"11038";"Gm26992"
"11039";"Gm26993"
"11040";"Gm27001"
"11041";"Gm27005"
"11042";"Gm27006"
"11043";"Gm27013"
"11044";"Gm27014"
"11045";"Gm27018"
"11046";"Gm27021"
"11047";"Gm27023"
"11048";"Gm27024"
"11049";"Gm27025"
"11050";"Gm27026"
"11051";"Gm27027"
"11052";"Gm27029"
"11053";"Gm27034"
"11054";"Gm27036"
"11055";"Gm27037"
"11056";"Gm27038"
"11057";"Gm27039"
"11058";"Gm27043"
"11059";"Gm27044"
"11060";"Gm27046"
"11061";"Gm27047"
"11062";"Gm2707"
"11063";"Gm2709"
"11064";"Gm2710"
"11065";"Gm27148"
"11066";"Gm27149"
"11067";"Gm27150"
"11068";"Gm27152"
"11069";"Gm27155"
"11070";"Gm27156"
"11071";"Gm27158"
"11072";"Gm27160"
"11073";"Gm27161"
"11074";"Gm27163"
"11075";"Gm27165"
"11076";"Gm27178"
"11077";"Gm27179"
"11078";"Gm27185"
"11079";"Gm27186"
"11080";"Gm27189"
"11081";"Gm2719"
"11082";"Gm27190"
"11083";"Gm27193"
"11084";"Gm27203"
"11085";"Gm27210"
"11086";"Gm27218"
"11087";"Gm27219"
"11088";"Gm27220"
"11089";"Gm27225"
"11090";"Gm27228"
"11091";"Gm27233"
"11092";"Gm27235"
"11093";"Gm27236"
"11094";"Gm27245"
"11095";"Gm27248"
"11096";"Gm27249"
"11097";"Gm27254"
"11098";"Gm2735"
"11099";"Gm2756"
"11100";"Gm2759"
"11101";"Gm2768"
"11102";"Gm28035"
"11103";"Gm28036"
"11104";"Gm28038"
"11105";"Gm28040"
"11106";"Gm28041"
"11107";"Gm28042"
"11108";"Gm28043"
"11109";"Gm28044"
"11110";"Gm28047"
"11111";"Gm28051"
"11112";"Gm28053"
"11113";"Gm28057"
"11114";"Gm28058"
"11115";"Gm28060"
"11116";"Gm28061"
"11117";"Gm28064"
"11118";"Gm28066"
"11119";"Gm28069"
"11120";"Gm28070"
"11121";"Gm28071"
"11122";"Gm28079"
"11123";"Gm28080"
"11124";"Gm28090"
"11125";"Gm28093"
"11126";"Gm28094"
"11127";"Gm28097"
"11128";"Gm28098"
"11129";"Gm28099"
"11130";"Gm281"
"11131";"Gm2810"
"11132";"Gm28101"
"11133";"Gm28102"
"11134";"Gm28105"
"11135";"Gm28106"
"11136";"Gm28107"
"11137";"Gm28110"
"11138";"Gm28113"
"11139";"Gm28114"
"11140";"Gm28115"
"11141";"Gm28116"
"11142";"Gm28117"
"11143";"Gm28118"
"11144";"Gm28120"
"11145";"Gm28121"
"11146";"Gm28122"
"11147";"Gm28123"
"11148";"Gm28125"
"11149";"Gm28136"
"11150";"Gm28141"
"11151";"Gm28142"
"11152";"Gm28143"
"11153";"Gm28144"
"11154";"Gm28145"
"11155";"Gm28146"
"11156";"Gm28148"
"11157";"Gm28149"
"11158";"Gm28150"
"11159";"Gm28155"
"11160";"Gm28158"
"11161";"Gm28159"
"11162";"Gm28160"
"11163";"Gm28161"
"11164";"Gm28162"
"11165";"Gm28164"
"11166";"Gm28165"
"11167";"Gm28168"
"11168";"Gm28169"
"11169";"Gm28171"
"11170";"Gm28179"
"11171";"Gm28184"
"11172";"Gm28185"
"11173";"Gm28186"
"11174";"Gm28188"
"11175";"Gm28190"
"11176";"Gm28191"
"11177";"Gm28193"
"11178";"Gm28200"
"11179";"Gm28203"
"11180";"Gm28204"
"11181";"Gm28205"
"11182";"Gm28211"
"11183";"Gm28213"
"11184";"Gm28219"
"11185";"Gm28222"
"11186";"Gm28223"
"11187";"Gm28224"
"11188";"Gm28227"
"11189";"Gm28230"
"11190";"Gm28232"
"11191";"Gm28234"
"11192";"Gm28239"
"11193";"Gm28241"
"11194";"Gm28243"
"11195";"Gm28247"
"11196";"Gm28248"
"11197";"Gm28251"
"11198";"Gm28253"
"11199";"Gm28255"
"11200";"Gm28256"
"11201";"Gm28257"
"11202";"Gm28261"
"11203";"Gm28263"
"11204";"Gm28266"
"11205";"Gm28267"
"11206";"Gm28269"
"11207";"Gm28270"
"11208";"Gm28272"
"11209";"Gm28273"
"11210";"Gm28275"
"11211";"Gm28281"
"11212";"Gm28282"
"11213";"Gm28283"
"11214";"Gm28288"
"11215";"Gm28290"
"11216";"Gm28292"
"11217";"Gm28299"
"11218";"Gm2830"
"11219";"Gm28302"
"11220";"Gm28303"
"11221";"Gm28304"
"11222";"Gm28305"
"11223";"Gm28308"
"11224";"Gm28314"
"11225";"Gm2832"
"11226";"Gm28327"
"11227";"Gm28328"
"11228";"Gm28329"
"11229";"Gm28330"
"11230";"Gm28334"
"11231";"Gm28335"
"11232";"Gm28337"
